LIBELLE,TXT,TYPEINF,STYPEINF,NOMFIC,URLFIC,IDURBA,DATVALID
Reglement communal de la publicite,ZPR1,"20","00",200057875_info_surf_20_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Reglement communal de la publicite,ZPR3,"20","00",200057875_info_surf_20_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,20%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,5%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,5%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,5%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,20%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,20%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,5%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,5%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,5%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,5%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,20%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,5%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,20%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,20%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,20%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,20%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,20%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,5%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,20%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,20%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,20%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,20%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,20%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,20%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,20%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,20%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,"12,5%","32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,15%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,15%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,15%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,15%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,5%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,20%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,20%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,20%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,20%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,20%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,20%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,6%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,6%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,"3,5%","32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,5%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,5%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Taxe d'amenagement,5%,"32","00",200057875_info_surf_32_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Perimetre DUP Ligne 15,,"99","00",200057875_info_surf_99_DUP_texte_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Zone d'amenagement concerte Benoit Hure,,"02","00",200057875_info_surf_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
"Zone d'amenagement concerte Villette, Quatre Chemins",,"02","00",200057875_info_surf_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
"Zone d'amenagement concerte Boissiere, Acacia",,"02","00",200057875_info_surf_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Zone d'amenagement concerte Fraternite,,"02","00",200057875_info_surf_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Zone d'amenagement concerte Grands Moulins,,"02","00",200057875_info_surf_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Zone d'amenagement concerte Les Rives de l'Ourcq,,"02","00",200057875_info_surf_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Zone d'amenagement concerte Centre Ville,,"02","00",200057875_info_surf_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
"Zone d'amenagement concerte Quartier Durable, de la Plaine de l'Ourcq",,"02","00",200057875_info_surf_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
"Zone d'amenagement concerte Ecocite Canal, de l'Ourcq",,"02","00",200057875_info_surf_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Zone d'amenagement concerte Horloge,,"02","00",200057875_info_surf_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Zone d'amenagement concerte Coeur de Ville,,"02","00",200057875_info_surf_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Zone d'amenagement concerte Port,,"02","00",200057875_info_surf_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Zone d'amenagement concerte Hotel de Ville,,"02","00",200057875_info_surf_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Zone d'amenagement concerte Bourg,,"02","00",200057875_info_surf_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Zone d'amenagement concerte Centre Ville,,"02","00",200057875_info_surf_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
"Zone d'amenagement concerte Ecoquartier, gare de Pantin",,"02","00",200057875_info_surf_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Zone d'amenagement concerteFort d'Aubervilliers,,"02","00",200057875_info_surf_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
PPCOA etude et sursis a statuer Croix de Chavaux,Montreuil,"12","00",200057875_info_surf_12_PPCOA_permis_a_statuer_20210629.pdf,,200057875_PLUI_20210629,"20200327"
PPCOA etude et sursis a statuerEntree de ville sud Stalingrad,Montreuil,"12","00",200057875_info_surf_12_PPCOA_permis_a_statuer_20210629.pdf,,200057875_PLUI_20210629,"20200327"
PPCOA etude et sursis a statuer Secteur La Noue,Montreuil,"12","00",200057875_info_surf_12_PPCOA_permis_a_statuer_20210629.pdf,,200057875_PLUI_20210629,"20200327"
PPCOA etude et sursis a statuer Boissirre,Montreuil,"12","00",200057875_info_surf_12_PPCOA_permis_a_statuer_20210629.pdf,,200057875_PLUI_20210629,"20200327"
PPCOA etude et sursis a statuer Republique Gallieni Robespierre,Bagnolet,"12","00",200057875_info_surf_12_PPCOA_permis_a_statuer_20210629.pdf,,200057875_PLUI_20210629,"20200327"
PPCOA etude et sursis a statuer Rives du canal de l'Ourcq,Pantin,"12","00",200057875_info_surf_12_PPCOA_permis_a_statuer_20210629.pdf,,200057875_PLUI_20210629,"20200327"
PPCOA etude et sursis a statuer Jean Jaurcs,Bobigny,"12","00",200057875_info_surf_12_PPCOA_permis_a_statuer_20210629.pdf,,200057875_PLUI_20210629,"20200327"
PPCOA etude et sursis a statuer Entr e de Ville - Sept Arpents,Pantin,"12","00",200057875_info_surf_12_PPCOA_permis_a_statuer_20210629.pdf,,200057875_PLUI_20210629,"20200327"
PPCOA etude et sursis a statuer Porte de la Plaine de l'Ourcq,Pantin,"12","00",200057875_info_surf_12_PPCOA_permis_a_statuer_20210629.pdf,,200057875_PLUI_20210629,"20200327"
PPCOA etude et sursis a statuer Victor Hugo / Robespierre,Bagnolet,"12","00",200057875_info_surf_12_PPCOA_permis_a_statuer_20210629.pdf,,200057875_PLUI_20210629,"20200327"
PPCOA etude et sursis a statuer Ilot Frepillon,Noisy,"12","00",200057875_info_surf_12_PPCOA_permis_a_statuer_20210629.pdf,,200057875_PLUI_20210629,"20200327"
PPCOA etude et sursis a statuer Plaine Ouest,Noisy,"12","00",200057875_info_surf_12_PPCOA_permis_a_statuer_20210629.pdf,,200057875_PLUI_20210629,"20200327"
PPCOA etude et sursis a statuer Ilots Bouquet/Bergeries,Noisy,"12","00",200057875_info_surf_12_PPCOA_permis_a_statuer_20210629.pdf,,200057875_PLUI_20210629,"20200327"
PPCOA etude et sursis a statuer Centre Ville - Pablo Picasso,Bobigny,"12","00",200057875_info_surf_12_PPCOA_permis_a_statuer_20210629.pdf,,200057875_PLUI_20210629,"20200327"
"PPCOA etude et sursis a statuer Edouard Vaillant, Abreuvoir - Pont de Bondy",Bobigny,"12","00",200057875_info_surf_12_PPCOA_permis_a_statuer_20210629.pdf,,200057875_PLUI_20210629,"20200327"
PPCOA etude et sursis a statuer Pont de Pierre,Bobigny,"12","00",200057875_info_surf_12_PPCOA_permis_a_statuer_20210629.pdf,,200057875_PLUI_20210629,"20200327"
PPCOA etude et sursis a statuer Prolongement L11,Noisy,"12","00",200057875_info_surf_12_PPCOA_permis_a_statuer_20210629.pdf,,200057875_PLUI_20210629,"20200327"
PPCOA etude et sursis a statuer Rrpublique,Bagnolet,"12","00",200057875_info_surf_12_PPCOA_permis_a_statuer_20210629.pdf,,200057875_PLUI_20210629,"20200327"
PPCOA etude et sursis a statuer Fraternite Nord,Bagnolet,"12","00",200057875_info_surf_12_PPCOA_permis_a_statuer_20210629.pdf,,200057875_PLUI_20210629,"20200327"
PPRN zone bleue claire,Romainv,"99","00",200057875_info_surf_99_mouvement_terrain_20210629.pdf,,200057875_PLUI_20210629,"20200327"
PPRN zone bleue foncee,Romainv,"99","00",200057875_info_surf_99_mouvement_terrain_20210629.pdf,,200057875_PLUI_20210629,"20200327"
PPRN zone rouge,Montreuil,"99","00",200057875_info_surf_99_mouvement_terrain_20210629.pdf,,200057875_PLUI_20210629,"20200327"
PPRN zone bleue claire,Montreuil,"99","00",200057875_info_surf_99_mouvement_terrain_20210629.pdf,,200057875_PLUI_20210629,"20200327"
PPRN zone bleue claire hachuree,Montreuil,"99","00",200057875_info_surf_99_mouvement_terrain_20210629.pdf,,200057875_PLUI_20210629,"20200327"
PPRN zone bleue foncee,Montreuil,"99","00",200057875_info_surf_99_mouvement_terrain_20210629.pdf,,200057875_PLUI_20210629,"20200327"
PPRN zone rouge,Romainv,"99","00",200057875_info_surf_99_mouvement_terrain_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Projet de perimetre delimite des abords des MH,Montreuil,"99","00",200057875_plan_SUP_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Projet de perimetre delimite des abords des MH,Montreuil,"99","00",200057875_plan_SUP_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Zone d'amenagement concerte Mozinor,,"02","00",200057875_info_surf_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Droit de preemption urbain renforce,Bagnolet,"04","00",200057875_info_surf_04_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Droit de preemption urbain renforce,Bobigny,"04","00",200057875_info_surf_04_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Droit de preemption urbain,Bondy,"04","00",200057875_info_surf_04_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Droit de preemption urbain renforce,Les Lilas,"04","00",200057875_info_surf_04_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Droit de preemption urbain renforce,Montreuil,"04","00",200057875_info_surf_04_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Droit de preemption urbain renforce,Pantin,"04","00",200057875_info_surf_04_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Droit de preemption urbain renforce,Pre st Ger,"04","00",200057875_info_surf_04_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Droit de preemption urbain renforce,Noisy,"04","00",200057875_info_surf_04_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Droit de preemption urbain renforce,Bondy,"04","00",200057875_info_surf_04_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Droit de preemption urbain renforce,Noisy,"04","00",200057875_info_surf_04_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Droit de preemption urbain,Romainvill,"04","00",200057875_info_surf_04_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Droit de preemption urbain,Romainvill,"04","00",200057875_info_surf_04_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Droit de preemption urbain,Romainvill,"04","00",200057875_info_surf_04_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Droit de preemption urbain,Romainvill,"04","00",200057875_info_surf_04_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Droit de preemption urbain renforce,Romainvill,"04","00",200057875_info_surf_04_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Droit de preemption urbain renforce,Romainvill,"04","00",200057875_info_surf_04_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Droit de preemption urbain,Romainvill,"04","00",200057875_info_surf_04_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Droit de preemption urbain,Romainvill,"04","00",200057875_info_surf_04_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres moyen,Bagnolet,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres tres fort,Bagnolet,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres faible,Bagnolet,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres fort,Bagnolet,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres fort,Bagnolet,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Perimetre DUP Ligne 15,,"99","00",200057875_info_surf_99_DUP_texte_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Perimetre DUP Ligne 15,,"99","00",200057875_info_surf_99_DUP_texte_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Perimetre DUP Ligne 15,,"99","00",200057875_info_surf_99_DUP_texte_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Perimetre DUP Ligne 15,,"99","00",200057875_info_surf_99_DUP_texte_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Perimetre DUP Ligne 15,,"99","00",200057875_info_surf_99_DUP_texte_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Arrete de protection de biotope,,"99","00",200057875_rapport_2_20210629.pdf,,200057875_PLUI_20210629,"20200327"
ZNIEFF type 1,,"99","00",200057875_rapport_2_20210629.pdf,,200057875_PLUI_20210629,"20200327"
ZNIEFF type 1,,"99","00",200057875_rapport_2_20210629.pdf,,200057875_PLUI_20210629,"20200327"
ZNIEFF type 1,,"99","00",200057875_rapport_2_20210629.pdf,,200057875_PLUI_20210629,"20200327"
ZNIEFF type 1,,"99","00",200057875_rapport_2_20210629.pdf,,200057875_PLUI_20210629,"20200327"
ZNIEFF type 1,,"99","00",200057875_rapport_2_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Zone Natura 2000,,"99","00",200057875_rapport_2_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Zone Natura 2000,,"99","00",200057875_rapport_2_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Zone Natura 2000,,"99","00",200057875_rapport_2_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres fort,Pre St Ger,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres moyen,Pre St Ger,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres tres fort,Les Lilas,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres fort,Les Lilas,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres faible,Les Lilas,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres moyen,Les Lilas,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres fort,Les Lilas,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres moyen,Les Lilas,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres moyen,Les Lilas,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres moyen,Les Lilas,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres moyen,Les Lilas,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres moyen,Les Lilas,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres moyen,Les Lilas,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres moyen,Les Lilas,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres faible,Les Lilas,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres faible,Les Lilas,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres faible,Les Lilas,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres faible,Les Lilas,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres moyen,Les Lilas,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres moyen,Les Lilas,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres moyen,Les Lilas,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres faible,Pantin,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres faible,Pantin,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres moyen,Pantin,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres moyen,Pantin,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres moyen,Pantin,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres moyen,Pantin,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres fort,Pantin,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres fort,Pantin,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres fort,Pantin,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres fort,Pantin,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres fort,Pantin,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres fort,Pantin,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres fort,Pantin,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres fort,Pantin,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres fort,Pantin,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres fort,Pantin,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres fort,Pantin,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres fort,Pantin,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres fort,Pantin,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
Alea anciennes carrieres fort,Pantin,"99","00",200057875_prescription_surf_02_02_20210629.pdf,,200057875_PLUI_20210629,"20200327"
