SIRET DESTINATAIRE;CODE EPCI;SIRET EPCI;ANNEE;CODE DSF;CODE COMMUNE;CODE VOIE;PREFIXE DE SECTION;SECTION CADASTRALE;NUMERO DE PLAN;NUMERO DE BATIMENT;NUMERO D ENTREE/D ESCALIER;ETAGE;NUMERO DE PORTE;NUMERO DE VOIRIE;CODE INDICE DE REPETITION;ADRESSE;CODE POSTAL;LIBELLE COMMUNE;PROPRIETAIRE;INVARIANT DU LOCAL;CODE NATURE DU LOCAL;CODE AFFECTATION DU LOCAL;CATEGORIE REVISEE;VALEUR LOCATIVE REVISEE DU DESCRIPTIF;CODE SIE                                   
21930010000019;863;20005787500011;2021;930;010;4120;;N;0013;A;01;81;13001;160;;AV GALLIENI;93140;BONDY;SCI MINAS TIRITH;930100170541;CB;C;DEP4;1015;9300300;                                                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;4120;;N;0013;A;01;81;14001;160;;AV GALLIENI;93140;BONDY;SCI MINAS TIRITH;930100170542;CB;C;DEP4;1015;9300300;                                                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;4120;;N;0013;A;01;81;15001;160;;AV GALLIENI;93140;BONDY;SCI MINAS TIRITH;930100170543;CB;C;DEP4;1015;9300300;                                                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;4120;;N;0013;A;01;81;17001;160;;AV GALLIENI;93140;BONDY;SCI MINAS TIRITH;930100170545;CB;C;DEP4;1015;9300300;                                                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;4120;;N;0013;A;01;81;18001;160;;AV GALLIENI;93140;BONDY;SCI MINAS TIRITH;930100170546;CB;C;DEP4;1015;9300300;                                                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;4120;;N;0013;A;01;81;19001;160;;AV GALLIENI;93140;BONDY;SCI MINAS TIRITH;930100170547;CB;C;DEP4;1015;9300300;                                                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;4120;;N;0013;A;01;81;20001;160;;AV GALLIENI;93140;BONDY;SCI MINAS TIRITH;930100170548;CB;C;DEP4;1015;9300300;                                                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;4120;;N;0013;A;01;81;22001;160;;AV GALLIENI;93140;BONDY;SCI MINAS TIRITH;930100170550;CB;C;DEP4;1015;9300300;                                                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;4120;;N;0013;A;01;81;23001;160;;AV GALLIENI;93140;BONDY;SCI MINAS TIRITH;930100170551;CB;C;DEP4;1015;9300300;                                                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;4120;;N;0013;A;01;81;24001;160;;AV GALLIENI;93140;BONDY;SCI MINAS TIRITH;930100170552;CB;C;DEP4;1015;9300300;                                                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;4120;;N;0013;A;01;81;25001;160;;AV GALLIENI;93140;BONDY;SCI MINAS TIRITH;930100170553;CB;C;DEP4;1015;9300300;                                                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;4120;;N;0013;A;01;81;27001;160;;AV GALLIENI;93140;BONDY;SCI MINAS TIRITH;930100170555;CB;C;DEP4;1015;9300300;                                                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;4120;;N;0013;A;01;81;28001;160;;AV GALLIENI;93140;BONDY;SCI MINAS TIRITH;930100170556;CB;C;DEP4;1015;9300300;                                                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;4120;;N;0013;A;01;81;29001;160;;AV GALLIENI;93140;BONDY;SCI MINAS TIRITH;930100170557;CB;C;DEP4;1015;9300300;                                                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;4120;;N;0013;B;02;00;25001;160;;AV GALLIENI;93140;BONDY;SCI MINAS TIRITH;930100930190;CB;C;DEP4;1116;9300300;                                                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;4120;;N;0013;B;02;00;32001;160;;AV GALLIENI;93140;BONDY;SCI MINAS TIRITH;930101067667;CB;C;DEP2;3436;9300300;                                                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;4120;;N;0013;B;02;01;01001;160;;AV GALLIENI;93140;BONDY;SCI MINAS TIRITH;930101067668;CB;C;DEP2;5262;9300300;                                                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;4120;;N;0013;B;02;01;02001;160;;AV GALLIENI;93140;BONDY;SCI MINAS TIRITH;930101067669;CB;C;BUR1;6694;9300300;                                                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;5151;;AV;0231;CO;01;00;02001;14;;RUE DE LA LIBERTE;93140;BONDY;SC IMMOFI 38;930101308316;CB;C;BUR2;301387;9300300;                                                                                                                                                                                                                                                                                                       
21930010000019;863;20005787500011;2021;930;010;0620;;AI;0080;B;01;00;01001;141;;RUE BAUDIN;93140;BONDY;SCI MOTA;930101020590;CB;C;MAG1;12516;9300300;                                                                                                                                                                                                                                                                                                                   
21930010000019;863;20005787500011;2021;930;010;1430;;AC;0021;A;01;01;02001;23;;AV CARNOT;93140;BONDY;SCI MOUFFOK;930100930236;CB;C;MAG1;6375;9300300;                                                                                                                                                                                                                                                                                                                   
21930010000019;863;20005787500011;2021;930;010;6179;;C;0158;A;01;00;01001;8;;AV MAURICE BENHAMOU;93140;BONDY;SCI NINALISE;930101074501;CB;C;ATE1;50941;9300300;                                                                                                                                                                                                                                                                                                         
21930010000019;863;20005787500011;2021;930;010;8161;;AT;0202;A;04;01;01001;10;;PL DE LA REPUBLIQUE;93140;BONDY;SCI NK ASIJ;930100971977;CB;C;BUR1;13807;9300300;                                                                                                                                                                                                                                                                                                        
21930010000019;863;20005787500011;2021;930;010;4449;;C;0162;A;04;00;04001;4;;AV HENRI VARAGNAT;93140;BONDY;SCI PALMERAIE;930101060882;CB;C;BUR1;3765;9300300;                                                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;4449;;C;0162;A;04;00;05001;4;;AV HENRI VARAGNAT;93140;BONDY;SCI PALMERAIE;930101060883;CB;C;BUR1;4393;9300300;                                                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;4449;;C;0162;A;04;00;06001;4;;AV HENRI VARAGNAT;93140;BONDY;SCI PALMERAIE;930101060884;CB;C;BUR1;8368;9300300;                                                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;4449;;C;0162;B;03;00;01001;2;T;AV HENRI VARAGNAT;93140;BONDY;SCI PALMERAIE;930101110585;CB;C;MAG1;6630;9300300;                                                                                                                                                                                                                                                                                                          
21930010000019;863;20005787500011;2021;930;010;9000;;C;0162;B;01;01;02001;1;B;ALL ERIC TABARLY;93140;BONDY;SCI PALMERAIE;930101110621;CB;C;BUR1;12133;9300300;                                                                                                                                                                                                                                                                                                          
21930010000019;863;20005787500011;2021;930;010;4449;;C;0162;A;04;00;03001;4;;AV HENRI VARAGNAT;93140;BONDY;SCI PALMERAIE;930101110887;CB;C;BUR1;5020;9300300;                                                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;9000;;C;0162;A;03;00;03001;3;;ALL ERIC TABARLY;93140;BONDY;SCI PALMERAIE;930101149633;CB;C;MAG1;15300;9300300;                                                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;9000;;C;0162;A;03;00;03002;3;;ALL ERIC TABARLY;93140;BONDY;SCI PALMERAIE;930101149634;CB;C;ATE1;5445;9300300;                                                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;9000;;C;0162;A;03;00;03003;3;;ALL ERIC TABARLY;93140;BONDY;SCI PALMERAIE;930101149636;CB;C;ATE1;7502;9300300;                                                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;4449;;C;0162;A;04;02;01001;4;;AV HENRI VARAGNAT;93140;BONDY;SCI PALMERAIE;930101214836;CB;C;BUR1;6694;9300300;                                                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;4449;;C;0162;A;04;02;03001;4;;AV HENRI VARAGNAT;93140;BONDY;SCI PALMERAIE;930101214838;CB;C;BUR1;4602;9300300;                                                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;4449;;C;0162;A;04;02;04001;4;;AV HENRI VARAGNAT;93140;BONDY;SCI PALMERAIE;930101214839;CB;C;BUR1;4811;9300300;                                                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;4449;;C;0162;A;04;02;05001;4;;AV HENRI VARAGNAT;93140;BONDY;SCI PALMERAIE;930101214840;CB;C;BUR1;6276;9300300;                                                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;4449;;C;0162;A;04;04;07001;4;;AV HENRI VARAGNAT;93140;BONDY;SCI PALMERAIE;930101214842;CB;C;BUR1;3765;9300300;                                                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;4449;;C;0162;A;04;02;09001;4;;AV HENRI VARAGNAT;93140;BONDY;SCI PALMERAIE;930101214844;CB;C;BUR1;12970;9300300;                                                                                                                                                                                                                                                                                                          
21930010000019;863;20005787500011;2021;930;010;4449;;C;0162;A;04;03;02001;4;;AV HENRI VARAGNAT;93140;BONDY;SCI PALMERAIE;930101214846;CB;C;BUR1;4602;9300300;                                                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;4449;;C;0162;A;04;03;03001;4;;AV HENRI VARAGNAT;93140;BONDY;SCI PALMERAIE;930101214847;CB;C;BUR1;6066;9300300;                                                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;4449;;C;0162;A;04;04;01001;4;;AV HENRI VARAGNAT;93140;BONDY;SCI PALMERAIE;930101214848;CB;C;BUR1;4602;9300300;                                                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;4449;;C;0162;A;04;04;04001;4;;AV HENRI VARAGNAT;93140;BONDY;SCI PALMERAIE;930101214851;CB;C;BUR1;6066;9300300;                                                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;6190;;G;0164;A;01;00;02001;33;;AV DES MESARMES;93140;BONDY;SCI RIF;930101295840;CB;C;DEP2;8536;9300300;                                                                                                                                                                                                                                                                                                                  
21930010000019;863;20005787500011;2021;930;010;8172;;AT;0210;A;02;82;01160;164;;RUE ROGER SALENGRO;93140;BONDY;SCI ROUX LOCATION;930100985115;CB;C;DEP4;2436;9300300;                                                                                                                                                                                                                                                                                                   
21930010000019;863;20005787500011;2021;930;010;5170;;AP;0185;B;01;00;01001;226;;RUE LOUIS AUGUSTE BLANQUI;93140;BONDY;SCI RUCHO ET CIE;930100183352;CB;C;IND1;47200;9300300;                                                                                                                                                                                                                                                                                            
21930010000019;863;20005787500011;2021;930;010;8172;;AJ;0031;B;01;00;01001;53;;RUE ROGER SALENGRO;93140;BONDY;SCI SALENGRO;930100179515;CB;C;SPE2;24480;9300300;                                                                                                                                                                                                                                                                                                        
21930010000019;863;20005787500011;2021;930;010;8172;;AT;0091;A;01;00;01002;120;;RUE ROGER SALENGRO;93140;BONDY;SCI SALENGROS;930100922749;CB;C;MAG1;12750;9300300;                                                                                                                                                                                                                                                                                                      
21930010000019;863;20005787500011;2021;930;010;5170;;AK;0101;A;01;00;02001;54;;RUE LOUIS AUGUSTE BLANQUI;93140;BONDY;SCI SCI BONDY;930100841888;CB;C;BUR1;12342;9300300;                                                                                                                                                                                                                                                                                                
21930010000019;863;20005787500011;2021;930;010;0058;;C;0149;A;01;00;01001;46;;RUE ANDREI SAKHAROV;93140;BONDY;SCI SCI BONDY 42;930101006374;CB;C;ATE2;271188;9300300;                                                                                                                                                                                                                                                                                                   
21930010000019;863;20005787500011;2021;930;010;7160;;AG;0287;B;01;00;01001;15;;RUE PHILEAS COLLARDEAU;93140;BONDY;SCI SCI CIMMO;930101004923;CB;C;DEP2;15680;9300300;                                                                                                                                                                                                                                                                                                   
21930010000019;863;20005787500011;2021;930;010;7160;;AG;0287;C;01;00;01001;15;;RUE PHILEAS COLLARDEAU;93140;BONDY;SCI SCI CIMMO;930101004924;CB;C;ATE1;6534;9300300;                                                                                                                                                                                                                                                                                                    
21930010000019;863;20005787500011;2021;930;010;7160;;AG;0287;D;01;00;01001;15;;RUE PHILEAS COLLARDEAU;93140;BONDY;SCI SCI CIMMO;930101004925;CB;C;DEP2;10740;9300300;                                                                                                                                                                                                                                                                                                   
21930010000019;863;20005787500011;2021;930;010;7160;;AG;0287;E;01;00;01001;15;;RUE PHILEAS COLLARDEAU;93140;BONDY;SCI SCI CIMMO;930101005521;CB;C;ATE1;7260;9300300;                                                                                                                                                                                                                                                                                                    
21930010000019;863;20005787500011;2021;930;010;7160;;AG;0287;F;01;00;01001;15;;RUE PHILEAS COLLARDEAU;93140;BONDY;SCI SCI CIMMO;930101005522;CB;C;DEP2;8592;9300300;                                                                                                                                                                                                                                                                                                    
21930010000019;863;20005787500011;2021;930;010;4775;;J;0316;A;03;00;02001;57;;RUE JULES GUESDE;93140;BONDY;SCI SCI CLAIRE INVEST;930100169584;CB;C;MAG1;29363;9300300;                                                                                                                                                                                                                                                                                                  
21930010000019;863;20005787500011;2021;930;010;4120;;K;0024;A;01;00;01001;123;;AV GALLIENI;93140;BONDY;SCI SCI DE BONDY (RN3);930100971479;CB;C;MAG4;464054;9300300;                                                                                                                                                                                                                                                                                                    
21930010000019;863;20005787500011;2021;930;010;4120;;K;0024;A;01;02;01001;123;;AV GALLIENI;93140;BONDY;SCI SCI DE BONDY (RN3);930100971480;CB;C;BUR1;211990;9300300;                                                                                                                                                                                                                                                                                                    
21930010000019;863;20005787500011;2021;930;010;8172;;AT;0202;A;01;81;01001;9002;;RUE ROGER SALENGRO;93140;BONDY;SCI SCI DE LA REPUBLIQUE A BONDY;930100972016;CB;C;MAG1;135915;9300300;                                                                                                                                                                                                                                                                                 
21930010000019;863;20005787500011;2021;930;010;0075;;P;0086;B;04;00;01001;21;B;RUE AUGUSTE POLISSARD;93140;BONDY;SCI SCI DES BOIS;930101146457;CB;C;MAG1;8670;9300300;                                                                                                                                                                                                                                                                                                  
21930010000019;863;20005787500011;2021;930;010;8510;;AQ;0142;A;01;00;01001;2;T;AV DES SCIENCES;93140;BONDY;SCI SCI DOMAINE DU MOULIN;930100922751;CB;C;MAG1;12516;9300300;                                                                                                                                                                                                                                                                                              
21930010000019;863;20005787500011;2021;930;010;0082;;K;0118;A;01;00;01001;10;;RTE D AULNAY;93140;BONDY;SCI SCI ETOILE RN3;930100878454;CB;C;MAG1;122495;9300300;                                                                                                                                                                                                                                                                                                        
21930010000019;863;20005787500011;2021;930;010;5170;;AL;0138;A;01;00;01001;92;;RUE LOUIS AUGUSTE BLANQUI;93140;BONDY;SCI SCI GROUPE SOS SOLIDARITES;930101273507;CB;C;CLI2;35818;9300300;                                                                                                                                                                                                                                                                               
21930010000019;863;20005787500011;2021;930;010;0075;;J;0236;H;01;00;01001;12;;RUE AUGUSTE POLISSARD;93140;BONDY;SCI SCI IJFD SANTE;930101013413;CB;C;MAG1;10677;9300300;                                                                                                                                                                                                                                                                                                
21930010000019;863;20005787500011;2021;930;010;6155;;O;0058;C;01;81;01001;35;;AV MAL DE LATTRE DE TASSIGNY;93140;BONDY;SCI SCI KARIKAM;930101148624;CB;C;BUR1;6694;9300300;                                                                                                                                                                                                                                                                                             
21930010000019;863;20005787500011;2021;930;010;4170;;B;0237;A;01;00;01001;120;;CHE DE GROSLAY;93140;BONDY;SCI SCI KS;930100165885;CB;C;SPE3;50939;9300300;                                                                                                                                                                                                                                                                                                              
21930010000019;863;20005787500011;2021;930;010;4775;;P;0147;E;01;00;02001;91;B;RUE JULES GUESDE;93140;BONDY;SCI SCI LR FUTURE;930101112203;CB;C;MAG1;9435;9300300;                                                                                                                                                                                                                                                                                                      
21930010000019;863;20005787500011;2021;930;010;1430;;AD;0062;A;01;00;02001;44;;AV CARNOT;93140;BONDY;SCI SCI NS IMMO;930100176398;CB;C;DEP3;1268;9300300;                                                                                                                                                                                                                                                                                                               
21930010000019;863;20005787500011;2021;930;010;1430;;AD;0062;A;01;01;01001;44;;AV CARNOT;93140;BONDY;SCI SCI NS IMMO;930100176399;CB;C;BUR2;21333;9300300;                                                                                                                                                                                                                                                                                                              
21930010000019;863;20005787500011;2021;930;010;6125;;BD;0128;A;05;00;02001;63;;RUE MARCEL DASSAULT;93140;BONDY;SCI SCI PILOTE;930101038211;CB;C;DEP2;644;9300300;                                                                                                                                                                                                                                                                                                       
21930010000019;863;20005787500011;2021;930;010;8161;;AT;0212;A;02;00;02001;2;;PL DE LA REPUBLIQUE;93140;BONDY;SCI SCI RAJAH;930101068137;CB;C;BUR1;15690;9300300;                                                                                                                                                                                                                                                                                                       
21930010000019;863;20005787500011;2021;930;010;4436;;Q;0025;A;01;00;02001;29;;AV HENRI BARBUSSE;93140;BONDY;SCI SCI SARRAPAU;930101156706;CB;C;DEP4;14717;9300300;                                                                                                                                                                                                                                                                                                      
21930010000019;863;20005787500011;2021;930;010;8161;;AT;0202;A;04;04;03001;10;;PL DE LA REPUBLIQUE;93140;BONDY;SCI SCI VICTORIA;930100972024;CB;C;BUR1;15480;9300300;                                                                                                                                                                                                                                                                                                   
21930010000019;863;20005787500011;2021;930;010;8161;;AT;0202;A;04;01;02001;10;;PL DE LA REPUBLIQUE;93140;BONDY;SCI SHAROU;930100971979;CB;C;BUR1;8368;9300300;                                                                                                                                                                                                                                                                                                          
21930010000019;863;20005787500011;2021;930;010;6125;;BD;0128;A;02;00;01001;48;;RUE MARCEL DASSAULT;93140;BONDY;SCI SUNDICK;930100972145;CB;C;DEP2;53270;9300300;                                                                                                                                                                                                                                                                                                        
21930010000019;863;20005787500011;2021;930;010;6161;;AR;0166;A;02;03;03001;33;;RUE MARGUERITE DURAS;93140;BONDY;SCI THEMA;930101261757;CB;C;BUR3;11907;9300300;                                                                                                                                                                                                                                                                                                         
21930010000019;863;20005787500011;2021;930;010;5130;;T;0097;A;01;00;01001;8;;ALL LEON;93140;BONDY;SCI VPG;930101165546;CB;C;BUR1;12636;9300300;                                                                                                                                                                                                                                                                                                                         
21930010000019;863;20005787500011;2021;930;010;4436;;Y;0021;A;01;00;01001;142;;AV HENRI BARBUSSE;93140;BONDY;;930101007581;CB;C;BUR1;17483;9300300;                                                                                                                                                                                                                                                                                                                     
21930010000019;863;20005787500011;2021;930;010;9615;;N;0033;D;01;00;01001;8;;AV DE VERDUN;93140;BONDY;VILLE DE PARIS;930101020472;CB;C;BUR1;405011;9300300;                                                                                                                                                                                                                                                                                                             
21930010000019;863;20005787500011;2021;930;010;6702;;C;0113;A;01;00;01001;30;;VC NOUVELLE;93140;BONDY;SYNDICAT MIXTE POUR LA PRODUCTION ET LA ;930100937206;CB;C;IND1;117030;9300300;                                                                                                                                                                                                                                                                                   
21930010000019;863;20005787500011;2021;930;010;4170;;H;0368;A;01;00;01001;104;;CHE DE GROSLAY;93140;BONDY;SYNDICAT DES EAUX D ILE DE FRANCE;930101078799;CB;C;EXC1;3980;9300300;                                                                                                                                                                                                                                                                                        
21930010000019;863;20005787500011;2021;930;010;4120;;K;0107;A;01;00;01004;137;;AV GALLIENI;93140;BONDY;STE TRELAMET;930100983960;CB;C;MAG4;243817;9300300;                                                                                                                                                                                                                                                                                                              
21930010000019;863;20005787500011;2021;930;010;4120;;K;0107;B;01;00;01002;137;;AV GALLIENI;93140;BONDY;STE TRELAMET;930100983953;CB;C;MAG4;254664;9300300;                                                                                                                                                                                                                                                                                                              
21930010000019;863;20005787500011;2021;930;010;4120;;K;0107;B;01;00;01001;137;;AV GALLIENI;93140;BONDY;STE TRELAMET;930100983950;CB;C;MAG4;133227;9300300;                                                                                                                                                                                                                                                                                                              
21930010000019;863;20005787500011;2021;930;010;4120;;K;0107;A;01;00;01003;137;;AV GALLIENI;93140;BONDY;STE TRELAMET;930100971483;CB;C;MAG4;172134;9300300;                                                                                                                                                                                                                                                                                                              
21930010000019;863;20005787500011;2021;930;010;5109;;H;0363;B;01;00;01001;47;;CHE LATERAL;93140;BONDY;STE GENERALE D'ETIRAGE DE TUBES;930101205086;CB;C;BUR1;7776;9300300;                                                                                                                                                                                                                                                                                              
21930010000019;863;20005787500011;2021;930;010;1430;;AC;0007;A;01;00;01001;53;;AV CARNOT;93140;BONDY;SNC SNC LNC ALEPH PROMOTION;930100930166;CB;C;CLI4;34827;9300300;                                                                                                                                                                                                                                                                                                  
21930010000019;863;20005787500011;2021;930;010;8172;;AE;0099;A;01;00;03001;6;;RUE ROGER SALENGRO;93140;BONDY;SNC SNC 4-6 ROGER SALENGRO;930100177599;CB;C;BUR1;11664;9300300;                                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;8172;;AE;0099;A;01;00;01002;6;;RUE ROGER SALENGRO;93140;BONDY;SNC SNC 4-6 ROGER SALENGRO;930100177597;CB;C;MAG1;29412;9300300;                                                                                                                                                                                                                                                                                           
21930010000019;863;20005787500011;2021;930;010;7940;;C;0027;E;01;00;01001;81;;AV DU QUATORZE JUILLET;93140;BONDY;SIVU DU CIMETIERE DE BONDY;930101142831;CB;C;BUR1;38492;9300300;                                                                                                                                                                                                                                                                                       
21930010000019;863;20005787500011;2021;930;010;0082;;C;0027;C;01;00;01001;76;;RTE D AULNAY;93140;BONDY;SIVU DU CIMETIERE DE BONDY;930100166741;CB;C;MAG1;94860;9300300;                                                                                                                                                                                                                                                                                                 
21930010000019;863;20005787500011;2021;930;010;4133;;AB;0125;A;01;00;01001;1;;RUE GASTON DEFERRE;93140;BONDY;SERVICE AFFAIRES IMMOBILIERES;930101025209;CB;C;BUR1;10460;9300300;                                                                                                                                                                                                                                                                                        
21930010000019;863;20005787500011;2021;930;010;6125;;BD;0128;A;12;00;01001;60;;RUE MARCEL DASSAULT;93140;BONDY;SC RIVOLI SEINE;930100972155;CB;C;DEP2;43604;9300300;                                                                                                                                                                                                                                                                                                    
21930010000019;863;20005787500011;2021;930;010;6125;;BD;0128;A;09;00;01001;50;;RUE MARCEL DASSAULT;93140;BONDY;SC RIVOLI SEINE;930100972152;CB;C;DEP2;38234;9300300;                                                                                                                                                                                                                                                                                                    
21930010000019;863;20005787500011;2021;930;010;6125;;BD;0128;A;07;00;01001;44;;RUE MARCEL DASSAULT;93140;BONDY;SC RIVOLI SEINE;930100972150;CB;C;DEP2;77542;9300300;                                                                                                                                                                                                                                                                                                    
21930010000019;863;20005787500011;2021;930;010;4436;;X;0182;A;01;00;01001;165;;AV HENRI BARBUSSE;93140;BONDY;SC OPERA IMMO-INVEST;930100966165;CB;C;MAG1;26265;9300300;                                                                                                                                                                                                                                                                                                 
21930010000019;863;20005787500011;2021;930;010;1430;;AJ;0150;A;01;02;01001;114;;AV CARNOT;93140;BONDY;SC NOUS TROIS;930100950864;CB;C;BUR1;16329;9300300;                                                                                                                                                                                                                                                                                                               
21930010000019;863;20005787500011;2021;930;010;1510;;G;0068;A;02;00;01002;2;;AV CLARA GRANDET;93140;BONDY;SCI ZS;930101036132;CB;C;MAG1;26492;9300300;                                                                                                                                                                                                                                                                                                                  
21930010000019;863;20005787500011;2021;930;010;5109;;H;0106;C;01;00;01001;53;;CHE LATERAL;93140;BONDY;SCI YILMAZ;930101079951;CB;C;MAG1;10430;9300300;                                                                                                                                                                                                                                                                                                                  
