id,num_route,nom_rue,commune,essence,stade_dvlp,hauteur,circonfere,type_taill,etat_phyto,prop_fonc,gestion,date_diag,date_maj,etat,photo,date_plant,effectif,dvpt,genre
"16230",RD986,AV DE ROSNY,BONDY,non définie,J,<10m,<50cm,Port libre,"1",,,,"2018","1",,,"1",,
"16248",RD41,RTE D'AULNAY,BONDY,Platanus x acerifolia,A,10-20m,50-100cm,Rideau,"2",,,"2009","2018","1",,,"1",G,Platanus
"16493",RD10,AV HENRI BARBUSSE,BONDY,Quercus petraea,A,10-20m,50-100cm,Port libre,"2",,,"0","2018","1",,,"1",G,Quercus
"16522",RD41,R AUGUSTE POLISSARD,BONDY,Celtis australis,A,<10m,50-100cm,Port libre,"2",,,"0","2018","1",,,"1",M,Celtis
"16540",RD986,AV DE ROSNY,BONDY,non définie,J,<10m,<50cm,Port libre,"1",,,,"2018","1",,,"1",,
"16647",RD10,AV HENRI BARBUSSE,BONDY,Celtis australis,A,<10m,50-100cm,Port libre,"2",,,"0","2018","1",,,"1",M,Celtis
"16764",RD41,AV HENRI VARAGNAT,BONDY,Platanus x acerifolia,A,<10m,50-100cm,Port libre,"2",,,"0","2018","1",,,"1",G,Platanus
"16767",RD10,AV HENRI BARBUSSE,BONDY,Prunus cerasifera 'Pissardii',A,<10m,50-100cm,Port libre,"2",,,"0","2018","1",,,"1",P,Prunus
"16890",RD41,AV HENRI VARAGNAT,BONDY,Platanus x acerifolia,A,10-20m,50-100cm,Rideau,"2",,,"2011","2018","1",,,"1",G,Platanus
"16900",RD41,R AUGUSTE POLISSARD,BONDY,Celtis australis,A,<10m,50-100cm,Port libre,"2",,,"0","2018","1",,,"1",M,Celtis
"16909",RD78,R ANDREI SAKHAROV,BONDY,Prunus serotina,J,<10m,50-100cm,Port libre,"1",,,"0","2018","1",,,"1",M,Prunus
"17003",RD78,R ANDREI SAKHAROV,BONDY,Prunus serotina,J,<10m,50-100cm,Port libre,"1",,,"0","2018","1",,,"1",M,Prunus
"17097",RD78,R ANDREI SAKHAROV,BONDY,Prunus serotina,J,<10m,50-100cm,Port libre,"1",,,"0","2018","1",,,"1",M,Prunus
"17322",RD78,R ANDREI SAKHAROV,BONDY,Prunus serotina,A,<10m,50-100cm,Port libre,"2",,,"0","2018","1",,,"1",M,Prunus
"17413",RD41,AV HENRI VARAGNAT,BONDY,Platanus x acerifolia,A,10-20m,50-100cm,Rideau,"2",,,"2011","2018","1",,,"1",G,Platanus
"17415",RD10,AV HENRI BARBUSSE,BONDY,Platanus x acerifolia,A,10-20m,50-100cm,Port libre,"2",,,"0","2018","1",,,"1",G,Platanus
"17581",RD986,AV DE ROSNY,BONDY,non définie,J,<10m,<50cm,Port libre,"1",,,,"2018","1",,,"1",,
"17769",RD10,AV HENRI BARBUSSE,BONDY,Platanus x acerifolia,A,<10m,50-100cm,Port libre,"2",,,"0","2018","1",,,"1",G,Platanus
"17945",RD78,R ANDREI SAKHAROV,BONDY,Ginkgo biloba,J,<10m,50-100cm,Port libre,"1",,,"0","2018","1",,,"1",G,Ginkgo
"18488",RD78,R ANDREI SAKHAROV,BONDY,Prunus serotina,J,<10m,50-100cm,Port libre,"1",,,"0","2018","1",,,"1",M,Prunus
"18704",RD10,AV HENRI BARBUSSE,BONDY,Platanus x acerifolia,A,<10m,50-100cm,Port libre,"2",,,"0","2018","1",,,"1",G,Platanus
"18770",RD78,R ANDREI SAKHAROV,BONDY,Ginkgo biloba,J,<10m,50-100cm,Port libre,"1",,,"0","2018","1",,,"1",G,Ginkgo
"18842",RD10,AV HENRI BARBUSSE,BONDY,Celtis australis,A,<10m,50-100cm,Port libre,"2",,,"0","2018","1",,,"1",M,Celtis
"18912",RD986,AV DE ROSNY,BONDY,non définie,A,<10m,<50cm,Port libre,"2",,,"2016","2018","1",,,"1",,
"18918",RD78,AV DU 14 JUILLET,BONDY,Platanus x acerifolia,A,<10m,50-100cm,Rideau,"2",,,"0","2018","1",,,"1",G,Platanus
"19042",RD41,AV HENRI VARAGNAT,BONDY,Platanus x acerifolia,A,10-20m,50-100cm,Rideau,"2",,,"2011","2018","1",,,"1",G,Platanus
"19049",RD41,R AUGUSTE POLISSARD,BONDY,Celtis australis,A,<10m,50-100cm,Port libre,"2",,,"0","2018","1",,,"1",M,Celtis
"19066",RD78,R ANDREI SAKHAROV,BONDY,Ginkgo biloba,J,<10m,50-100cm,Port libre,"1",,,"0","2018","1",,,"1",G,Ginkgo
"19106",RD41,R AUGUSTE POLISSARD,BONDY,Populus nigra,A,<10m,50-100cm,Port libre,"2",,,"0","2018","1",,,"1",G,Populus
"19111",RD78,R ANDREI SAKHAROV,BONDY,Prunus serotina,J,<10m,50-100cm,Port libre,"1",,,"0","2018","1",,,"1",M,Prunus
"19287",RD986,AV DE ROSNY,BONDY,non définie,J,<10m,<50cm,Port libre,"1",,,"2016","2018","1",,,"1",,
"19434",RD41,R AUGUSTE POLISSARD,BONDY,Populus nigra,A,<10m,50-100cm,Port libre,"2",,,"0","2018","1",,,"1",G,Populus
"19507",RD78,R ANDREI SAKHAROV,BONDY,Prunus serotina,J,<10m,50-100cm,Port libre,"1",,,"0","2018","1",,,"1",M,Prunus
"19632",RD10,AV HENRI BARBUSSE,BONDY,Picea abies,A,10-20m,>100cm,Port libre,"2",,,,"2018","1",,,"1",G,Picea
"21987",RD10E,AV ANATOLE FRANCE,BONDY,Tilia cordata,A,10-20m,>100cm,Port libre,"2",,,"0","2018","1",,,"1",G,Tilia
"22014",RD10,AV HENRI BARBUSSE,BONDY,Platanus x acerifolia,A,10-20m,>100cm,Port libre,"2",,,"0","2018","1",,,"1",G,Platanus
"22029",RD41,AV HENRI VARAGNAT,BONDY,Platanus x acerifolia,A,<10m,>100cm,Rideau,"2",,,"2011","2018","1",,,"1",G,Platanus
"22031",RD41,AV HENRI VARAGNAT,BONDY,Platanus x acerifolia,A,10-20m,>100cm,Rideau,"2",,,"0","2018","1",,,"1",G,Platanus
"22034",RD41,RTE D'AULNAY,BONDY,Platanus x acerifolia,A,10-20m,>100cm,Rideau,"2",,,"2009","2018","1",,,"1",G,Platanus
"22047",RD78,AV DU 14 JUILLET,BONDY,Platanus x acerifolia,A,<10m,>100cm,Rideau,"2",,,"0","2018","1",,,"1",G,Platanus
"22048",RD41,RTE D'AULNAY,BONDY,Platanus x acerifolia,A,<10m,>100cm,Rideau,"2",,,"2009","2018","1",,,"1",G,Platanus
"22083",RD78,AV DU 14 JUILLET,BONDY,Platanus x acerifolia,A,<10m,>100cm,Rideau,"2",,,"0","2018","1",,,"1",G,Platanus
"22183",RD41,RTE D'AULNAY,BONDY,Platanus x acerifolia,A,<10m,>100cm,Rideau,"2",,,"2009","2018","1",,,"1",G,Platanus
"22220",RD933,AV GALLIENI,BONDY,Platanus x acerifolia,A,<10m,>100cm,Rideau,"2",,,"2012","2018","1",,,"1",G,Platanus
"22236",RD41,AV HENRI VARAGNAT,BONDY,Platanus x acerifolia,A,<10m,>100cm,Rideau,"2",,,"2011","2018","1",,,"1",G,Platanus
"22245",RD10,AV HENRI BARBUSSE,BONDY,Platanus x acerifolia,A,10-20m,>100cm,Port libre,"2",,,"0","2018","1",,,"1",G,Platanus
"22279",RD10E,AV ANATOLE FRANCE,BONDY,Populus nigra 'Italica',M,>20m,>100cm,Port libre,"3",,,"0","2018","1",,,"1",G,Populus
"22312",RD41,RTE D'AULNAY,BONDY,Platanus x acerifolia,A,10-20m,>100cm,Rideau,"2",,,"2009","2018","1",,,"1",G,Platanus
"22371",RD10,AV HENRI BARBUSSE,BONDY,,,,,,,,,"0","2018","0",,,"1",,
"22394",RD41,RTE D'AULNAY,BONDY,Platanus x acerifolia,A,10-20m,>100cm,Rideau,"2",,,"2009","2018","1",,,"1",G,Platanus
"22399",RD41,RTE D'AULNAY,BONDY,Platanus x acerifolia,A,<10m,>100cm,Rideau,"2",,,"2009","2018","1",,,"1",G,Platanus
"22428",RD10,AV HENRI BARBUSSE,BONDY,Celtis australis,A,<10m,>100cm,Port libre,"2",,,"0","2018","1",,,"1",M,Celtis
"22482",RD41,RTE D'AULNAY,BONDY,Populus nigra 'Italica',S,>20m,>100cm,Port libre,"3",,,"0","2018","1",,,"1",G,Populus
"22502",RD78,R ANDREI SAKHAROV,BONDY,Prunus serotina,A,<10m,>100cm,Port libre,"2",,,"0","2018","1",,,"1",M,Prunus
"22529",RD10,AV HENRI BARBUSSE,BONDY,Platanus x acerifolia,A,10-20m,>100cm,Port libre,"2",,,"0","2018","1",,,"1",G,Platanus
"22589",RD41,RTE D'AULNAY,BONDY,Platanus x acerifolia,A,<10m,>100cm,Rideau,"2",,,"2009","2018","1",,,"1",G,Platanus
"22618",RD41,RTE D'AULNAY,BONDY,Platanus x acerifolia,A,10-20m,>100cm,Rideau,"1",,,"2009","2018","1",,,"1",G,Platanus
"22651",RD41,AV HENRI VARAGNAT,BONDY,Acer platanoides 'Crimson king',M,<10m,>100cm,Port libre,"3",,,"0","2018","1",,,"1",M,Acer
"22713",RD41,RTE D'AULNAY,BONDY,Populus nigra 'Italica',S,>20m,>100cm,Port libre,"3",,,"0","2018","1",,,"1",G,Populus
"22726",RD10,AV HENRI BARBUSSE,BONDY,Prunus cerasifera 'Pissardii',A,<10m,>100cm,Port libre,"2",,,"0","2018","1",,,"1",P,Prunus
"22728",RD41,AV HENRI VARAGNAT,BONDY,Platanus x acerifolia,A,<10m,>100cm,Rideau,"2",,,"2011","2018","1",,,"1",G,Platanus
"22735",RD78,AV DU 14 JUILLET,BONDY,Platanus x acerifolia,A,<10m,>100cm,Rideau,"2",,,"0","2018","1",,,"1",G,Platanus
"22763",RD78,AV DU 14 JUILLET,BONDY,Platanus x acerifolia,A,<10m,>100cm,Rideau,"2",,,"0","2018","1",,,"1",G,Platanus
"22768",RD78,AV DU 14 JUILLET,BONDY,Platanus x acerifolia,A,<10m,>100cm,Rideau,"2",,,"0","2018","1",,,"1",G,Platanus
"22772",RD10,AV HENRI BARBUSSE,BONDY,Platanus x acerifolia,A,10-20m,>100cm,Port libre,"2",,,"0","2018","1",,,"1",G,Platanus
"22773",RD10,AV HENRI BARBUSSE,BONDY,Platanus x acerifolia,A,10-20m,>100cm,Port libre,"2",,,"0","2018","1",,,"1",G,Platanus
"22776",RD41,RTE D'AULNAY,BONDY,Platanus x acerifolia,A,10-20m,>100cm,Rideau,"2",,,"2009","2018","1",,,"1",G,Platanus
"22787",RD10,AV HENRI BARBUSSE,BONDY,,,,,,,,,"0","2018","0",,,"1",,
"22870",RD41,RTE D'AULNAY,BONDY,Platanus x acerifolia,A,10-20m,>100cm,Rideau,"1",,,"2009","2018","1",,,"1",G,Platanus
"22901",RD78,R ANDREI SAKHAROV,BONDY,Prunus serotina,A,<10m,>100cm,Port libre,"2",,,"0","2018","1",,,"1",M,Prunus
"22921",RD78,AV DU 14 JUILLET,BONDY,Platanus x acerifolia,A,<10m,>100cm,Rideau,"2",,,"0","2018","1",,,"1",G,Platanus
"22958",RD41,RTE D'AULNAY,BONDY,Platanus x acerifolia,A,<10m,>100cm,Rideau,"2",,,"2009","2018","1",,,"1",G,Platanus
"22977",RD10,AV HENRI BARBUSSE,BONDY,Betula pendula,A,<10m,>100cm,Port libre,"2",,,"0","2018","1",,,"1",G,Betula
"23000",RD10,AV HENRI BARBUSSE,BONDY,Platanus x acerifolia,A,10-20m,>100cm,Port libre,"2",,,"0","2018","1",,,"1",G,Platanus
"23026",RD10,AV HENRI BARBUSSE,BONDY,Acer negundo,A,10-20m,>100cm,Port libre,"2",,,"0","2018","1",,,"1",P,Acer
"23084",RD41,RTE D'AULNAY,BONDY,Platanus x acerifolia,A,10-20m,>100cm,Rideau,"1",,,"2009","2018","1",,,"1",G,Platanus
"23089",RD10,AV HENRI BARBUSSE,BONDY,Prunus cerasifera 'Pissardii',A,<10m,>100cm,Port libre,"2",,,"0","2018","1",,,"1",P,Prunus
"23218",RD78,R ANDREI SAKHAROV,BONDY,Prunus serotina,A,<10m,>100cm,Port libre,"2",,,"0","2018","1",,,"1",M,Prunus
"23233",RD41,AV HENRI VARAGNAT,BONDY,Platanus x acerifolia,M,10-20m,>100cm,Rideau,"2",,,"0","2018","1",,,"1",G,Platanus
"23238",RD41,AV HENRI VARAGNAT,BONDY,Platanus x acerifolia,A,10-20m,>100cm,Port libre,"2",,,"0","2018","1",,,"1",G,Platanus
"23263",RD78,R ANDREI SAKHAROV,BONDY,Prunus serotina,A,<10m,>100cm,Port libre,"2",,,"0","2018","1",,,"1",M,Prunus
"23302",RD10,AV HENRI BARBUSSE,BONDY,Acer negundo 'Variegatum',A,<10m,>100cm,Port libre,"2",,,"0","2018","1",,,"1",M,Acer
"23309",RD41,AV HENRI VARAGNAT,BONDY,Platanus x acerifolia,A,<10m,>100cm,Rideau,"2",,,"2011","2018","1",,,"1",G,Platanus
"23335",RD78,R ANDREI SAKHAROV,BONDY,Prunus serotina,A,<10m,>100cm,Port libre,"2",,,"0","2018","1",,,"1",M,Prunus
"23385",RD41,AV HENRI VARAGNAT,BONDY,Platanus x acerifolia,A,<10m,>100cm,Rideau,"2",,,"2011","2018","1",,,"1",G,Platanus
"23433",RD78,AV DU 14 JUILLET,BONDY,Platanus x acerifolia,A,<10m,>100cm,Rideau,"2",,,"0","2018","1",,,"1",G,Platanus
"23520",RD41,RTE D'AULNAY,BONDY,Platanus x acerifolia,A,10-20m,>100cm,Rideau,"1",,,"2009","2018","1",,,"1",G,Platanus
"23552",RD41,AV HENRI VARAGNAT,BONDY,Platanus x acerifolia,A,<10m,>100cm,Rideau,"2",,,"2011","2018","1",,,"1",G,Platanus
"23555",RD41,AV HENRI VARAGNAT,BONDY,Platanus x acerifolia,A,<10m,>100cm,Rideau,"2",,,"2011","2018","1",,,"1",G,Platanus
"23647",RD78,AV DU 14 JUILLET,BONDY,Platanus x acerifolia,A,<10m,>100cm,Rideau,"2",,,"0","2018","1",,,"1",G,Platanus
