"","AN","NOMRS","CNOMRS","NUMVOIE","INDREP","TYPVOIE","LIBVOIE","CADR","CODPOS","DEPCOM","DEP","REG","LIBCOM","DOM","SDOM","TYPEQU","SIRET","STATUT_DIFFUSION","CANTINE","INTERNAT","RPI","EP","CL_PGE","SECT","ACCES_AIRE_PRATIQUE","ACCES_LIBRE","ACCES_SANITAIRE","ACCES_VESTIAIRE","CAPACITE_D_ACCUEIL","PRES_DOUCHE","PRES_SANITAIRE","SAISONNIER","COUVERT","ECLAIRE","CATEGORIE","MULTIPLEXE","STRUCTURE_EXERCICE","SPECIALITE","ACCUEIL","ITINERANCE","MODE_GESTION","SSTYPHEB","TYPE","IMPLANTATION_STATION","CAPACITE","INDIC_CAPA","NBEQUIDENT","INDIC_NBEQUIDENT","NBSALLES","INDIC_NBSALLES","NBLIEUX","INDIC_NBLIEUX","NB_PDC","INDIC_NB_PDC","NB_PDC_PA","INDIC_NB_PDC_PA","NB_PDC_ACCELEREE","INDIC_NB_PDC_ACCELEREE","NB_PDC_LENTE","INDIC_NB_PDC_LENTE","NB_PDC_RAPIDE","INDIC_NB_PDC_RAPIDE","NB_PDC_ULTRARAPIDE","INDIC_NB_PDC_ULTRARAPIDE","NB_JOURS_OUVERT","INDIC_NB_JOURS_OUVERT","LAMBERT_X","LAMBERT_Y","LONGITUDE","LATITUDE","QUALITE_XY","EPSG","QUALITE_GEOLOC","TR_DIST_PRECISION","DCIRIS","QUALI_IRIS","IRISEE","QP2024","QUALI_QP2024","QVA","QUALI_QVA","ZUS","QUALI_ZUS","EPCI","UU2020","BV2022","AAV2020","DENS3","DENS7"
"435615",2024,"BATINET","",1,"","AV","MARX DORMOY","",93140,"93010","93",11,"BONDY","A","A4","A403",88225968200020,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662045.4,6868142.27,2.48216647062117,48.9121544043663,"B",2154,"11","< 100","930100105","1",1,"QN09314M","1","CSZ","_Z","1127020","1","200054781","00851","75056","001",1,1
"435616",2024,"LEPICIER PATRICE","LEPICIER DU BATIMENT",9,"","RUE","DENYS COCHIN","",93140,"93010","93",11,"BONDY","A","A4","A403",84208311500019,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662924.8,6866614.1,2.49429775712368,48.8984634031815,"B",2154,"11","< 100","930100401","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435617",2024,"OSCAR","",1,"","RUE","JEAN JAURES","",93140,"93010","93",11,"BONDY","A","A4","A403",83962471500018,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661737.5,6867176.5,2.47805285546281,48.903451395015,"B",2154,"11","< 100","930100202","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435618",2024,"MORISSEAU LAURENT","",14,"","RUE","JEAN JAURES","",93140,"93010","93",11,"BONDY","A","A4","A403",83469479600014,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661696.5,6867100.3,2.47750045987503,48.9027637179672,"B",2154,"11","< 100","930100202","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435619",2024,"POSTEA ANTON","",49,"","RUE","JEAN JAURES","",93140,"93010","93",11,"BONDY","A","A4","A403",52082405300018,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661620.1,6866817.6,2.476483881793,48.9002169464711,"B",2154,"11","< 100","930100203","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435620",2024,"HAMZAOUI MOHAMED","",7,"","RUE","SIMONE DE BEAUVOIR","",93140,"93010","93",11,"BONDY","A","A4","A403",50827440400039,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662378.19,6866352.24,2.48686546701652,48.8960768650843,"B",2154,"11","< 100","930100304","1",1,"QN09312I","1","CSZ","_Z","1127010","1","200054781","00851","75056","001",1,1
"435621",2024,"SABBAM FREDERIC","TECHNIPRO",19,"","ALL","PABLO NERUDA","",93140,"93010","93",11,"BONDY","A","A4","A403",38496558800021,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662251.7,6868666.8,2.48493436421769,48.9168833966018,"B",2154,"11","< 100","930100105","1",1,"QN09314M","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435622",2024,"FRANCE PRO-BATI","",1,"","AV","CLARA GRANDET","",93140,"93010","93",11,"BONDY","A","A4","A403",87839526800013,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661909.9,6867891.3,2.48034036392205,48.9098895340305,"B",2154,"11","< 100","930100106","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435623",2024,"CEPNI","",27,"","AV","DE LA VILLEGIATURE","",93140,"93010","93",11,"BONDY","A","A4","A403",84775340700018,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662542.55,6868182.2,2.48894561938439,48.9125426042857,"B",2154,"11","< 100","930100105","1",1,"QN09314M","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435624",2024,"TOGUANG BLAISE","",211,"","AV","GALLIENI","BAT A ESC 1 DRT",93140,"93010","93",11,"BONDY","A","A4","A403",84826582300015,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662706.71,6867704.41,2.49122729159234,48.9082555717759,"B",2154,"11","< 100","930100106","1",1,"QN09314M","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435625",2024,"A.ALIO","",20,"B","AV","GUEUGNON","",93140,"93010","93",11,"BONDY","A","A4","A403",85177570000012,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662001.57,6867814.23,2.48159787599988,48.9092018943805,"B",2154,"11","< 100","930100106","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435626",2024,"AMEL ART","",16,"","RUE","ALEXANDRA DAVID NEEL","",93140,"93010","93",11,"BONDY","A","A4","A403",84832296200012,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662380.4,6866185.9,2.48691035092611,48.8945811479544,"B",2154,"11","< 100","930100302","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435627",2024,"AL BAARINI TAREK","",1,"","RUE","GEORGES GRAFF","",93140,"93010","93",11,"BONDY","A","A4","A403",87788276100019,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,663006.7,6866106.88,2.49545904061007,48.8939068362344,"B",2154,"11","< 100","930100305","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435628",2024,"M.B.N","",41,"","RUE","ROGER SALENGRO","",93140,"93010","93",11,"BONDY","A","A4","A403",87834004100010,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661753.2,6866705,2.47830950969858,48.8992122947314,"B",2154,"11","< 100","930100203","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435629",2024,"MIGO","",23,"","AV","CARNOT","",93140,"93010","93",11,"BONDY","A","A4","A403",89121148400011,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662065.26,6866951.54,2.48254388253976,48.9014478098924,"B",2154,"11","< 100","930100402","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435630",2024,"LA CLE DU SOURIRE","",6,"","PL","DE LA REPUBLIQUE","",93140,"93010","93",11,"BONDY","A","A4","A403",88750916400018,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661685.07,6866208.04,2.47742509639193,48.894739239643,"B",2154,"11","< 100","930100204","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435631",2024,"DEKAR CHARPENTE","",45,"","PL","NICOLE NEUBURGER","",93140,"93010","93",11,"BONDY","A","A4","A403",88821113300010,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662740.4,6866939.75,2.49175403804366,48.9013812193726,"B",2154,"11","< 100","930100405","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435632",2024,"ACM AUTOMATISME","",20,"","RTE","DE VILLEMOMBLE","",93140,"93010","93",11,"BONDY","A","A4","A403",89167932600019,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661823.4,6866087.3,2.47932257430171,48.8936616780167,"B",2154,"11","< 100","930100204","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435633",2024,"BOUTKHILI ABDESSLAM","SASSA MEUNUISERIE",95,"","RUE","DE BONDY","",93140,"93010","93",11,"BONDY","A","A4","A403",89307440100017,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,663050,6865650,2.49608934592186,48.8898007204316,"B",2154,"11","< 100","930100302","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435634",2024,"STAVILA ION","",3,"B","RUE","DE LA FRATERNITE","",93140,"93010","93",11,"BONDY","A","A4","A403",90226510700018,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661648.27,6866668.55,2.47688158869789,48.8988782692425,"B",2154,"11","< 100","930100203","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435635",2024,"IFTODI MARIAN","",NA,"","AV","DE METZ","",93140,"93010","93",11,"BONDY","A","A4","A403",85405171100018,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661850,6865750,2.47971566307792,48.8906300089709,"A",2154,"12","[100 - 500[","930100301","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435636",2024,"ALATRA","",1,"","CHE","DE MONTREUIL A CLAYE","",93140,"93010","93",11,"BONDY","A","A4","A403",90462677700018,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661328.15,6865839.54,2.4725908002492,48.8914040846314,"B",2154,"11","< 100","930100204","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435637",2024,"LEPETIT JOHANN","",79,"","RTE","DE VILLEMOMBLE","",93140,"93010","93",11,"BONDY","A","A4","A403",88022162700016,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,663018.3,6865631.2,2.4956586821609,48.8896298365983,"B",2154,"11","< 100","930100302","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435638",2024,"PREASCA DOREL","",1,"","RUE","DES GAZELLES","",93140,"93010","93",11,"BONDY","A","A4","A403",90489527300012,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662855.5,6867429.5,2.49328116644909,48.9057920168741,"B",2154,"11","< 100","930100404","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435639",2024,"SERRURERIE DEPANNAGE SIADAM","",19,"","ALL","DES ROSES","",93140,"93010","93",11,"BONDY","A","A4","A403",90346973200015,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661784.13,6867792.13,2.47863347860399,48.9089902841693,"B",2154,"11","< 100","930100107","1",1,"QN09314M","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435640",2024,"THOO OLIVIER","",17,"","ALL","DES SYCOMORES","",93140,"93010","93",11,"BONDY","A","A4","A403",89234817800021,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661763.4,6869006.6,2.47824119574818,48.9199102223381,"B",2154,"11","< 100","930100101","1",1,"QN09314M","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435641",2024,"MILLE PROFILS","",12,"","RUE","DU QUATRE SEPTEMBRE","",93140,"93010","93",11,"BONDY","A","A4","A403",89303002300012,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662413.65,6868079.1,2.4871961440715,48.9116079556463,"B",2154,"11","< 100","930100105","1",1,"QN09314M","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435642",2024,"MDA MENUISERIE","MDA",11,"","RUE","MARCEL DASSAULT","",93140,"93010","93",11,"BONDY","A","A4","A403",90120359600019,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661922.09,6865515.15,2.4807198505677,48.888522330183,"B",2154,"11","< 100","930100301","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435643",2024,"DIALLO MOHAMED","DIALLO FERMETURE",23,"","AV","SUZANNE BUISSON","",93140,"93010","93",11,"BONDY","A","A4","A403",87862539100015,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662056.1,6868393.2,2.48229000592359,48.9144115363935,"B",2154,"11","< 100","930100104","1",1,"QN09314M","1","CSZ","_Z","1127020","1","200054781","00851","75056","001",1,1
"435644",2024,"SM IMMOGEST","",32,"","RUE","GUY DE MAUPASSANT","",93140,"93010","93",11,"BONDY","A","A4","A403",91483781000011,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662814.6,6866581.55,2.49279753255301,48.898164335167,"B",2154,"11","< 100","930100401","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435645",2024,"MPER","",146,"","RTE","DE VILLEMOMBLE","",93140,"93010","93",11,"BONDY","A","A4","A403",91279642200018,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662492.88,6865712.46,2.48848623919484,48.890330193664,"B",2154,"11","< 100","930100302","1",1,"QN09313I","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435646",2024,"COZMA SORIN","",178,"","AV","HENRI BARBUSSE","",93140,"93010","93",11,"BONDY","A","A4","A403",92166728300011,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,663129.6,6866744.1,2.49707984065502,48.8996442140668,"B",2154,"11","< 100","930100401","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435647",2024,"OZARENSCHII ION","",39,"","AV","DES SCIENCES","",93140,"93010","93",11,"BONDY","A","A4","A403",91755897500012,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662911.7,6865999,2.49417282356779,48.8929312353275,"B",2154,"11","< 100","930100305","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435648",2024,"MAC BAT S.A.S.U","",48,"","RUE","FONTAINE","",93140,"93010","93",11,"BONDY","A","A4","A403",91203267900017,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662379.4,6867930.4,2.48674205922025,48.910268758633,"B",2154,"11","< 100","930100105","1",1,"QN09314M","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435649",2024,"MOUKHLISS MOHAMMED","CONCEPTION MIROITERIE MDF",23,"","RUE","FRANCOIS MARTIN","93140 BONDY",93140,"93010","93",11,"BONDY","A","A4","A403",94928505000017,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661809.7,6867806.2,2.47898104501642,48.909118327578,"B",2154,"11","< 100","930100107","1",1,"QN09314M","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435650",2024,"FAZAN BATIMENT","",1,"","AV","CLARA GRANDET","",93140,"93010","93",11,"BONDY","A","A4","A403",97781618000011,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661909.9,6867891.3,2.48034036392205,48.9098895340305,"B",2154,"11","< 100","930100106","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435651",2024,"TILEA ALEXANDRU","",178,"","AV","HENRI BARBUSSE","",93140,"93010","93",11,"BONDY","A","A4","A403",98165272000013,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,663129.6,6866744.1,2.49707984065502,48.8996442140668,"B",2154,"11","< 100","930100401","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435652",2024,"ULUSOY JULIEN","JET AGENCEMENT",16,"","RUE","BEAUREGARD","",93140,"93010","93",11,"BONDY","A","A4","A403",90457178300011,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661733.5,6866730.5,2.47803850823131,48.899440436909,"B",2154,"11","< 100","930100203","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435653",2024,"BOUMEDIENE MOHAMED","LA CLEF D'OR",16,"","AV","JEAN LEBAS","",93140,"93010","93",11,"BONDY","A","A4","A403",95155627300013,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662018.63,6868340.43,2.48178350169034,48.9139347895203,"B",2154,"11","< 100","930100104","1",1,"QN09314M","1","CSZ","_Z","1127020","1","200054781","00851","75056","001",1,1
"435655",2024,"MLE AUTOMATISME","",20,"","RTE","DE VILLEMOMBLE","",93140,"93010","93",11,"BONDY","A","A4","A403",95144370400014,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,661823.4,6866087.3,2.47932257430171,48.8936616780167,"B",2154,"11","< 100","930100204","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
"435658",2024,"AUTO TOM","",25,"","RUE","MARCEL DASSAULT","",93140,"93010","93",11,"BONDY","A","A4","A403",94795304800016,"O","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z","_Z",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,662013.99,6865520.46,2.48197260801961,48.8885755101049,"B",2154,"11","< 100","930100301","1",1,"HZ","1","CSZ","_Z","HZ","1","200054781","00851","75056","001",1,1
