depcom,id_ea,principal,numero,repetition,complement,type_voie,libelle,rivoli,categorie,type,nombre_logements,actualité,numero_permis,commentaire,annee_construction,nombre_immeubles,nombre_niveaux,sous_type,enseigne,lien_cmt,x,y,code_epsg,type_localisation,numero_parcelle,iris,ilot,qp,canton,liste_insee,id_rp,dernier_tirage,echantillon,grp_rotation,datemaj_ea,com_anc_idft,com_sous_categorie,com_statut,com_nb_log,com_nom,com_date_creation,com_date_fermeture,com_capacite,envoi_modif_importante,envoi_commentaire
93010,930100000273006,O,20,,,R,NOEMIE,6660,HABIT,23,4,0,PC9301014B0057,INSEE 02/11/2023: Vous indiquez 1 BAL en commentaire, mais le nombre de logements renseigné dans Rorcal est 4 (issu du permis Sytadel). Merci de mettre à jour le nombre de logements selon la réalité terrain. ¶MAIRIE 24/10/2023: 1 BAL seulement¶MAIRIE 11/04/2023: non terminé¶MAIRIE 01/12/2022: Suite à vérification photo, les fenêtres ont été posées¶MAIRIE 01/12/2022: Les travaux semblent abandonnés mais il y a une brouette sur le devant¶MAIRIE 30/03/2022: 2e étage en cours¶MAIRIE 12/03/2021: travaux en cours fondation et murs construits¶INSEE 16/02/2021: Suite contrôles sur PC au vu des images de google maps de sept 2020 EA ancien bâti périmée.¶insee le 12/12/16 : merci de vérifier si ce pc créé une nouvelle EA avec maintien ou non de l'ancienne EA. PAS DE PC AFFICHE. CONSTRUCTION EN COURS J'AI VU LE PROPRIETAIRE QUI M'A SIGNALE QU'IL Y AURAIT BIEN 4 APPARTEMENTS ET QU'IL LES METTRAIT EN LOCATION, IL A AJOUTE QUE POUR LE MOMENT LES TRAVAUX N'AVANCAIENT PAS TROP VITE CAR LE FINANCEMENT NE SUIVAIT PAS. CONSTRUCTION QUI RISQUE DONC DE DURER UN CERTAIN TEMPS. SEUL LE RC EST CONSTRUIT A CE JOUR. JE N'AVAIS PAS NOTE VOS INDICATIONS CI-DESSUS ET JE N'AI DONC PAS PU POSER LA QUESTION AU PROPRIETAIRE SUR LE MAINTIEN OU NON DE L'ANCIENNE EA. PAR CONTRE, LE TERRAIN N'EST PAS TRES LARGE ET A MOINS QUE L'ANCIENNE MAISON NE SOIT SITUEE DERRIERE LA NOUVELLE CONSTRUCTION, JE NE L'AI PAS VU. JE PEUX Y RETOURNER POUR ESSAYER DE VOIR LE PROPRIETAIRE OU DEMANDER A SON VOISIN.¶MAIRIE 26/03/2019: Travaux non terminés, fenêtres pas encore posées et le toit n'est pas terminé. PC non affiché.¶MAIRIE 07/10/2020: les  travaux semblent abandonnés,0,1,3,,,1,662325.60000,6866764.80000,2154,BDA2,AB0019,402,,,6,O,,,N,,,,,,
93010,930100000000938,O,25,,,R,FONTAINE,3550,HABIT,23,13,0,,,2005,3,2,,,1,662244.40000,6867833.10000,2154,BDA1,F0155,106,,,6,O,93010    F09 013,2015,N,2,,,,,,,,,,,
93010,930100000000939,O,25,BIS,,R,FONTAINE,3550,HABIT,21,1,1,,INSEE 02/11/2023: Les travaux concernent normalement l'immeuble du 25 rue Fontaine. Vous avez périmé le 25bis (maison d'1 logement). Confirmez-vous cette péremption ?¶¶MAIRIE 31/10/2023: travaux commencés,1970,1,1,,,1,662252.30000,6867853.50000,2154,BDA1,F0017,106,,,6,O,93010    F09 016,2012,N,4,,,,,,,,,,,
93010,930100001073574,O,11,,,ALL,DE LA REGALE,8140,HABIT,21,1,4,PC9301021B0051,MAIRIE 25/10/2023: travaux terminés. le mur est commun au 11 et 13. mais 2 EA séparés (neuve et vieille)¶MAIRIE 12/04/2023: travaux non commencés¶INSEE 09/11/2022: PC 2ème vague : il s'agirait de la construction d'un pavillon sur vide technique type R+1+Combles amenages.  Il existe déjà 1 EA à cette adresse (au 11-13 allée Régale).  Merci de vérifier l'adressage, le positionnement, et l'actualité de l'EA.,0,,,,,1,662909.69186,6867222.47205,2154,MAN,0S0215,405,,,6,O,,,N,,,,,,,,,,
93010,930100001079833,O,7,,PC9301021B0097,ALL,DE LA JARDINIERE,4710,HABIT,23,2,4,PC9301021B0097,MAIRIE 31/10/2023: travaux non commencés donc pas d'EA à périmer.¶MAIRIE 12/04/2023: travaux non commencés¶INSEE 08/12/2022: Il existe déjà une EA à cette adresse. Le PC (sur construction existante) indique 'création de 2 logements supplémentaires dans un pavillon...'.¶Faut-il modifier le nombre de logement de l'EA existante, une fois les travaux terminés ? Faut-il périmer l'ancienne EA et conserver la nouvelle ? Merci de faire les modifications nécessaires.,0,,,,,1,662523.07751,6868058.20988,2154,MAN,0D0093,105,,QN09314M,6,O,,,N,,,,,,,,,,,
93010,930100001079961,O,113,,,AV,HENRI BARBUSSE,4436,HABIT,22,3,3,PC9301021B0106,MAIRIE 25/10/2023: doublement de la surface. mais une seule EA.¶MAIRIE 11/04/2023: pas de travaux¶INSEE 09/12/2022: Une EA existe déjà à cette adresse. Le PC indique 'extension et surélévation d'une construction d'habitation pour créer 2 logements supplémentaires'.¶Faut-il périmer l'ancienne EA et conserver la nouvelle ? Faut-il modifier le nombre de logements de l'EA existante, une fois les travaux terminés ? Merci de faire les modifications nécessaires.,0,,,,,1,662732.90000,6866838.30000,2154,BDA1,0V0024,405,,,6,O,,,N,,,,,,,,,,,
93010,930100001079846,O,15,,PC930102200041,AV,DES PLATANES,7190,HABIT,23,3,3,PC930102200041,MAIRIE 04/04/2023: permis affiché mais pas de travaux¶INSEE 08/12/2022: Merci de vérifier l'actualité et le positionnement de l'entité adressée.,0,,1,,,1,662039.24976,6865937.58611,2154,MAN,AV0073,301,,,6,O,,,N,,,,,,,,,,,,
93010,930100000006053,O,174,,,RTE,DE VILLEMOMBLE,9670,HABIT,21,1,0,PD9301023B0003,INSEE 09/11/2023: Il y a un permis de démolir à cette adresse, merci de vérifier qu'il correspond à cette entité adressée. Passer l'EA à l'état périmée si c'est le cas.,1967,1,1,,,1,662667.50000,6865784.50000,2154,BDA1,BC0016,302,,,6,O,93010   BC01B009,,N,3,,,,,,,,,,
93010,930100001122490,O,10,,,AV,MARX DORMOY,6175,HABIT,23,85,2,PC9301022B0069,MAIRIE 10/11/2023: L'ancien bâti est encore présent¶INSEE 03/08/2023: Le permis indique la réalisation d'un programme immobilier de 85 logements en action sociale (+ un local commercial). Merci de vérifier l'actualité et le positionnement de l'entité adressée.,0,,5,,,1,662292.20000,6867993.10000,2154,BDA1,0F0108,106,,QN09314M,6,O,,,N,,,,,,,,,,,,
93010,930100001079815,O,3,,PC9301021B0094,R,BORDIER,740,HABIT,21,1,3,PC9301021B0094,MAIRIE 03/03/2023: travaux non commencés (pas d'affiche)¶INSEE 08/12/2022: Une EA existe déjà à cette adresse. Le PC indique 'rénovation et extension d'une maison avec la création d'un logement R+1+C'.¶Dans ce cas, une fois les travaux terminés, merci de modifier le nombre de logement de l'EA existante. Sinon, merci de faire les modifications nécessaires selon le cas.,0,,,,,1,662170.36682,6866636.13895,2154,MAN,AL0118,304,,QN09312I,6,O,,,N,,,,,,,,,
93010,930100001081980,O,8,,,R,DE L'EGALITE,3121,HABIT,21,1,3,PC9301021B0081,MAIRIE 10/11/2023: nouvelle maison. 6 mois de travaux à prévoir.¶INSEE 04/01/2023: Une EA existe déjà à cette adresse. Faut-il modifier le nombre de logements de l'EA existante, une fois les travaux terminés ? ¶Merci de faire les modifications nécessaires.,0,,0,,,1,661525.10000,6866695.80000,2154,BDA1,AI0051,201,,,6,O,,,N,,,,,,,,,,,
93010,930100000908008,O,5,,,R,DU POTAGER,7240,HABIT,23,13,3,PC9301019B0047,MAIRIE 10/11/2023: idem (2 étages)¶MAIRIE 27/03/2023: idem¶MAIRIE 09/11/2022: travaux en cours¶MAIRIE 06/04/2022: détruite¶MAIRIE 05/11/2021: idem¶MAIRIE 12/03/2021:  PC affiché pas de travaux en cours¶INSEE 05/11/2020: Suite PC 2EFLUX 20-21 création EA sur existant - D'après descriptif des travaux : DEMOLITION D'1 LOGEMENT ET CONSTRUCTION IMMEUBLE DE 13 LOGEMENTS - A vérifier et si destruction il faudra périmer l'ancienne EA et garder l'EA avec le permis.,0,,5,,,1,661359.80000,6867069.40000,2154,BDA1,AG0085,201,,,6,O,,,N,,,,,,,,,,,,
93010,930100000718118,O,1,,,R,DE VERSAILLES,9625,HABIT,23,20,2,PC9301016B0069,MAIRIE 10/11/2023: les travaux semblent abandonnés.¶MAIRIE 11/04/2023: idem¶MAIRIE 09/12/2022: idem¶MAIRIE 19/05/2022: idem¶MAIRIE 03/03/2021:  ¶INSEE 23/02/2018:  Vérifier l'actualité et le positionnement de l'EA¶MAIRIE 21/06/2018:  Travaux pas encore commencés. L'emplacement est correcte sur la carte, terrain d'angle situé 1 r de Versailles et 27 av. H. Varagnat.¶MAIRIE 04/04/2019: J'ai vu le propriétaire qui habite dans le pavillon du 1 r Versailles/27 av. H Varagnat (le n° 1 n'est pas affiché et il n'y a pas véritablement d'entrée dans la rue de Versailles). Les travaux ne sont pas encore commencés pour des problèmes de finances. Le PC est affiché mais effacé.¶MAIRIE 19/06/2020:  demande de prolongation de PC travaux vont bientôt démarrer.¶¶PC9301016B0069T01 travaux  n'ont pas démarrer mais beaucoup de matériel stocké ( plaques isolation),0,,,,,1,662146.86016,6868437.31522,2154,MAN,0A0190,104,,QN09314M,6,O,,,N,,,,,,,,,,,
93010,930100001063689,O,26,,,R,DU BON AIR,720,HABIT,21,1,3,PC9301022B0004,MAIRIE 10/11/2023: vu le gardien du site. Il y a bien un logement habitable, derrière une construction en voie d'achévement + une occupation de la dépendance DIRIF.¶MAIRIE 28/02/2023: terrain en longueur, pas d'accès, parpaings dans zone non cadastrée. ¶INSEE 06/09/2022: EAAC 1er flux 22-23 PC autorisé pour la construction d'une maison individuelle.¶Il existe déjà une EA à la même adresse que devient-elle.¶Avant de rendre habitable merci de vérifier l'adresse exacte attribuée à cette maison.,0,,,,,1,661709.20000,6868592.10000,2154,BDA2,B0211,101,,,6,O,,,N,,,,,,,,,
93010,930100001122566,O,54,,,R,DE MEAUX,6180,HABIT,22,2,3,PC9301023B0010,MAIRIE 10/11/2023: travaux commencés, logement indépendant¶INSEE 03/08/2023: Une EA existe déjà à cette adresse. Le permis indique la création d'une extension et de 2 logements. ¶Faut-il modifier le nombre de logement de l’EA existante, une fois les travaux terminés ? Faut-il modifier l'adresse de la nouvelle EA et conserver l'ancienne ? Merci de faire les modifications nécessaires.,0,,0,,,1,661926.80000,6868556.10000,2154,BDA1,0A0099,102,,QN09314M,6,O,,,N,,,,,,,,,,
93010,930100000908003,O,15,,,R,JEAN JAURES,4740,HABIT,23,4,3,PC9301019B0055,MAIRIE 14/11/2023: verif au niveau urbanisme. l'ouverture de chantier a été faite juste 3 ans après (fev 2023). Mais sur place, impossible de voir les travaux.¶MAIRIE 12/04/2023: idem¶MAIRIE 09/11/2022: travaux en cours¶MAIRIE 08/03/2021:  travaux autorisés PC affiché¶INSEE 05/11/2020: Suite PC 2EFLUX 20-21 EA créée sur EA existante - Destruction ou rénovation de l'ancien bâti ? si oui il faudra périmer l'ancienne EA et garder l'EA avec le PC.,0,,,,,1,661694.60000,6867063.60000,2154,BDA1,AE0060,202,,,6,O,,,N,,,,,,,,,,,
93010,930100001142631,O,6,BIS,6BIS-10 - BAT A,AV,JULES FERRY,4770,HABIT,23,25,3,PC9301021B0011,MAIRIE 30/11/2023: demande de dégroupement bat A 25 / bat B 33 /  bat C 25¶MAIRIE 04/04/2023: démolition achevée¶INSEE 09/12/2022: Merci de vérifier l'actualité et le positionnement de l'entité adressée. ¶De plus, le PC indique 3 logements démolis : merci de faire le nécessaire sur les EA alentours concernées.,0,,6,,,1,661530.09618,6866102.49896,2154,MAN,AU0009,204,,,6,O,,,N,,,,,,,,,,,
93010,930100001142632,O,6,BIS,6BIS-10 - BAT B,AV,JULES FERRY,4770,HABIT,23,33,3,PC9301021B0011,MAIRIE 30/11/2023: demande de dégroupement bat A 25 / bat B 33 /  bat C 25¶MAIRIE 04/04/2023: démolition achevée¶INSEE 09/12/2022: Merci de vérifier l'actualité et le positionnement de l'entité adressée. ¶De plus, le PC indique 3 logements démolis : merci de faire le nécessaire sur les EA alentours concernées.,0,,6,,,1,661522.71691,6866101.86166,2154,MAN,AU0009,204,,,6,O,,,N,,,,,,,,,,,
93010,930100001142633,O,6,BIS,6BIS-10 - BAT C,AV,JULES FERRY,4770,HABIT,23,25,3,PC9301021B0011,MAIRIE 30/11/2023: demande de dégroupement bat A 25 / bat B 33 /  bat C 25¶MAIRIE 04/04/2023: démolition achevée¶INSEE 09/12/2022: Merci de vérifier l'actualité et le positionnement de l'entité adressée. ¶De plus, le PC indique 3 logements démolis : merci de faire le nécessaire sur les EA alentours concernées.,0,,6,,,1,661519.70062,6866106.68606,2154,MAN,AU0009,204,,,6,O,,,N,,,,,,,,,,,
93010,930100001098133,O,25,,,AV,DE L'EST,3155,HABIT,21,1,3,PC9301020B0049,MAIRIE 31/10/2023: ancien garage - affichage panneau construction maison vide¶INSEE 07/04/2023: Merci de vérifier le positionnement et l'actualité de l'entité adressée.,0,,,,,1,661912.48210,6865846.71912,2154,MAN,AV0036,301,,,6,O,,,N,,,,,,,,,,,,
93010,930100001017818,O,0,,,R,BENOITE GROULT,665,HABIT,23,68,4,PC9301020B0059,MAIRIE 26/10/2023: encore 1 mois de travaux¶INSEE 20/04/2023: rue Benoite Groult créée, et adresse mise à jour comme demandée. Îlot C9B (angle rue Benoîte Groult et rue Aretha Franklin).¶MAIRIE 27/02/2023: il s'agit de l'ilôt C9b dont l'ouverture sera sur Benoite Groult (à créer)¶INSEE 16/02/2022: Suite PC 3ème flux 21-22 création de l'EA - Voir si EA bien placée.,0,,,,,1,661648.40059,6867621.32236,2154,MAN,0H0421,108,,,6,O,,,N,,,,,,,,,,,
93010,930100000272755,O,24,,24-32,RTE,D'AULNAY,82,HABIT,23,181,4,PC9301015B0069,MAIRIE 26/10/2023: 6 mois environ¶MAIRIE 11/04/2023: en voie de finition¶MAIRIE 02/12/2022: Travaux en cours 3 étages¶MAIRIE 03/03/2021: Travaux en cours fondations¶insee le 09/12/16 : Merci de préciser l'adresse complète et la répartition des 181 logements sur les adresses du 24 au 32.¶MAIRIE 18/06/2018:  PC affiché - construction d'un ensemble de 8 bâtiments - Terrain vague, le terrain est  bien délimité mais les travaux ne semblent pas vraiment commencés. Je ne connais pas encore la répartition des logements et le nombre de logements n'est pas affiché.¶MAIRIE 09/04/2019: Travaux non commencés. PC affiché + 2 PC modificatifs : PC9301015B0069MO1 où il est indiqué que le terrain d'assiette du PC provient bien d'une division foncière ainsi que le PC....M02 ou il est indiqué 'régularisation des locaux commerciaux prévus en RC dans 6 des 8 bâtiments de l'ensemble immobilier'.¶MAIRIE 19/06/2020:  plusieurs immeubles sont en construction,0,,,,,1,661910.63400,6867683.83616,2154,MAN,0G0167,106,,,6,O,,,N,,,,,,,,,,,
93010,930100000005382,O,6,,,AV,JULES FERRY,4770,HABIT,21,1,3,,INSEE 02/02/2024: FN RP 2024 pour signaler destruction travaux en cours. Actu 3¶INSEE 02/11/2023: Tâche refusée car cette EA est échantillonnée en 2024 : vous ne pouvez pas la périmer maintenant. Il faut passer par une fiche-navette via Omer (voir avec le CC) pour établir une FANE.¶MAIRIE 31/10/2023: tout est détruit,1967,1,1,,,1,661546.80000,6866099.10000,2154,BDA1,AU0005,204,,,6,O,93010   AU12 001,2024,O,1,,,,,,,,,,,
93010,930100000004033,O,119,BIS,R EDOUARD VAILLANT,ALL,DES SYLPHES,8890,HABIT,21,1,3,,INSEE 06/02/2024:  RP 2024 FN.     Adresse non habitée, en cours de construction ou de réhabilitation.¶INSEE 13/01/2021: Suite contrôles sur compléments pas vu de TH - Y-a-t-il toujours un logement ? merci de bien vouloir vérifier sur terrain - Si plus de logts EA à supprimer.,1990,1,1,,,1,662424.97644,6866290.83972,2154,MAN,AM0038,304,,QN09312I,6,O,93010   AM01C045,2024,O,1,,,,,,,,,,
93010,930100001147606,O,1,,,R,JEAN JAURES,4740,HABIT,23,17,2,PC9301016B0030,,0,,,,,1,661737.50000,6867176.50000,2154,BDA1,AE0209,202,,,6,O,,,N,,,,,,,,,,,,
93010,930100000008459,O,46,,,R,JULES GUESDE,4775,HABIT,21,1,0,,INSEE 06/02/2024: RP 2024 FN. Merci de vérifier l'actualité.,2007,1,1,,,1,661749.00000,6867174.00000,2154,BDA1,,202,,,6,O,,2016,N,3,,,,,,,,,,,
93010,930100001149463,O,9,,,AV,DE BELFORT,650,HABIT,21,1,2,PC9301023B0043,INSEE 16/02/2024: 3e flux, 23-24, Merci de vérifier l'actualité et le positionnement de l'entité adressée¶,0,,,,,1,661781.41232,6865827.02074,2154,MAN,BF0263,301,,,6,O,,,N,,,,,,,,,,
93010,930100001149498,O,18,,,AV,MARGUERITE,6160,HABIT,22,2,2,DP9301023B0175,INSEE 16/02/2024:  créé suite 3ème flux 23-24. Que devient l'ancien 18 av Marguerite avec 1 logement? le périmer si nécessaire.,0,,2,,,1,662216.70000,6867610.00000,2154,BDA1,K0054,106,,,6,O,,,N,,,,,,,,,,,,
93010,930100001104205,O,2,,,AV,SUZANNE BUISSON,8880,HABIT,23,13,0,PC9301019B0019,INSEE 13/03/2024: Suite à l'arrêté de numérotage n°A2023_452 du 19/12/2023, la numérotation est la suivante : ¶- parcelle B0192 (nouvel immeuble Immobilière I3F) : 2 avenue Suzanne Buisson | ¶- parcelle B0193 (La Poste) : 2 B avenue Suzanne Buisson | ¶- parcelle B0368 (ancien immeuble) : 2 TER avenue Suzanne Buisson.¶INSEE 31/07/2023: Adresse mise à jour par la mairie = 2A avenue Suzanne Buisson. À vérifier si cette numérotation devient pérenne.¶INSEE 11/07/2023: Numérotation à revoir de la nouvelle construction Cap Nature : actuellement 2 av. Suzanne Buisson - bât 3.  /!\  il existe déjà un 2 av. Suzanne Buisson (Bloc du 2 au 12, de l'autre côté de la Poste). En attente retour Mairie.¶¶INSEE 10/05/2023: Attention, il existe déjà une EA Habitable au 2 avenue Suzanne Buisson, appartenant à l'immeuble du 2 au 12 avenue Suzanne Buisson. Avant de rendre habitable les 13 logements du PC 19B0019, merci de changer l'adresse.¶¶INSEE 10/05/2023: Suite à l'arrêté de numérotation n°A2021_016 du 27/04/2023, la numérotation est la suivante : ¶- Bâtiment 1 : accès sous porche 3 rue Odette Pain Bâtiment 1 | ¶- Bâtiment 2 : accès à gauche après le porche 3 rue Odette Pain Bâtiment 2 | ¶- Bâtiment 3 : 2 avenue Suzanne Buisson.¶¶INSEE 26/04/2023: Attention, un autre permis a créé 3 EA au 2 rue Odette Pain (le PC9301018B0072). Merci de vérifier si le permis PC9301019B0019 est vraiment à la même adresse. Avez-vous l'arrêté de numérotation ? Merci¶INSEE 20/04/2023: Le permis indiquait 3 bâtiments. Si 3 halls/bâtiments sont identifiables, merci de demander un dégroupement en cochant la case 'dégroupement d'EA', et en indiquant la répartition des logements par hall/bâtiment.¶MAIRIE 09/12/2022: ¶MAIRIE 30/03/2022: 5e étage¶MAIRIE 03/03/2021:  immeuble en construction fondations¶INSEE 05/11/2020: Suite PC 2E FLUX 20-21 EA créée - Positionnée sur ref cadastrale ainsi que sur info : lieudit Odette Pain. A repositionner au moment opportun.,2023,,6,,,1,661845.88424,6868382.17460,2154,MAN,0B0192,104,,QN09314M,6,O,,,N,4,20240313,
93010,930100000000345,O,2,TER,,AV,SUZANNE BUISSON,8880,HABIT,23,10,0,,INSEE 13/03/2024: Suite à l'arrêté de numérotage n°A2023_452 du 19/12/2023, la numérotation est la suivante : ¶- parcelle B0192 (nouvel immeuble Immobilière I3F) : 2 avenue Suzanne Buisson | ¶- parcelle B0193 (La Poste) : 2 B avenue Suzanne Buisson | ¶- parcelle B0368 (ancien immeuble) : 2 TER avenue Suzanne Buisson.,1970,1,5,,,1,661888.64552,6868374.65983,2154,MAN,0B0368,104,,QN09314M,6,O,93010    B02B001,2023,N,5,,,,,,,,,,
