"","depcom","id_ea","principal","numero","repetition","complement","type_voie","libelle","rivoli","categorie","type","nombre_logements","actualité","numero_permis","commentaire","x","y","cle"
"24",93010,930100000010698,"O",14,NA,"PAVILLON N°16","ALL","PAUL LAFARGUE",7139,"HABIT",21,1,0,"PC9301009B0064",NA,662062.06707,6866142.11833,"24"
"25",93010,930100000010695,"O",23,NA,"PAVILLON N° 12","ALL","PAUL LAFARGUE",7139,"HABIT",21,1,0,"PC9301009B0064",NA,662010.17648,6866151.21943,"25"
"26",93010,930100000010694,"O",21,NA,"PAVILLON N°11","ALL","PAUL LAFARGUE",7139,"HABIT",21,1,0,"PC9301009B0064",NA,662008.13528,6866139.85934,"26"
"27",93010,930100000010692,"O",17,NA,"PAVILLON N°9","ALL","PAUL LAFARGUE",7139,"HABIT",21,1,0,"PC9301009B0064",NA,662034.25731,6866134.58951,"27"
"28",93010,930100000010691,"O",15,NA,"PAVILLON N°8","ALL","PAUL LAFARGUE",7139,"HABIT",21,1,0,"PC9301009B0064",NA,662036.56706,6866126.92665,"28"
"29",93010,930100000010690,"O",13,NA,"PAVILLON N°7","ALL","PAUL LAFARGUE",7139,"HABIT",21,1,0,"PC9301009B0064",NA,662057.81128,6866127.57176,"29"
"30",93010,930100000010688,"O",9,NA,"PAVILLON N°5","ALL","PAUL LAFARGUE",7139,"HABIT",21,1,0,"PC9301009B0064",NA,662069.59283,6866120.10636,"30"
"31",93010,930100000010687,"O",7,NA,"PAVILLON N°4","ALL","PAUL LAFARGUE",7139,"HABIT",21,1,0,"PC9301009B0064",NA,662092.15718,6866112.11474,"31"
"32",93010,930100000010686,"O",5,NA,"PAVILLON N°3","ALL","PAUL LAFARGUE",7139,"HABIT",21,1,0,"PC9301009B0064",NA,662110.96711,6866101.40243,"32"
"33",93010,930100000010684,"O",1,NA,"PAVILLON N° 1","ALL","PAUL LAFARGUE",7139,"HABIT",21,1,0,"PC9301009B0064",NA,662120.47232,6866099.0866,"33"
"34",93010,930100000005934,"O",38,"BIS","38 BIS-40","R","DU CHEMIN DE FER PROLONGEE",1481,"HABIT",23,7,0,NA,NA,662891.83835,6865838.12276,"34"
"35",93010,930100000005701,"O",8,NA,"8-10","R","PAULINE ROGER",7145,"HABIT",21,1,0,NA,NA,662101.36319,6865822.03593,"35"
"36",93010,930100000003355,"O",10,NA,"10-20 RES DE L'ORME BAT C","R","DE LA FRATERNITE",3575,"HABIT",23,10,0,NA,"003",661610.33254,6866625.25159,"36"
"37",93010,930100000008780,"O",176,NA,"174-176","CHE","DE GROSLAY",4170,"HABIT",23,5,0,NA,"INSEE 12/01/2021: Suite contrôles sur compléments pas vu de numérotation sur google maps - 5 TH au 174 rien au 176.",661562.4,6868653.5,"37"
"38",93010,930100000010334,"O",9,NA,"LOGT DE FONCTION","AV","MAURICE BENHAMOU",6179,"HABIT",27,1,0,"NC9301005B0056","INSEE 12/01/2021: Suite contrôles sur compléments vu 1TH+1PB -",662268.4,6868190.8,"38"
"39",93010,930100000010370,"O",3,NA,"BAT G ANC 3 R HENRI ROL TANGUY","R","LUCIE AUBRAC",5500,"HABIT",23,10,0,"PC9301007B0011",NA,661747.29948,6867973.87027,"39"
"40",93010,930100000010352,"O",9,NA,"BAT D ANCIENNEMENT N°1","R","LUCIE AUBRAC",5500,"HABIT",23,8,0,"PC9301007B0011",NA,661724.63319,6868084.18978,"40"
"41",93010,930100000010355,"O",13,NA,"BAT D ANCIENNEMENT N°5","R","LUCIE AUBRAC",5500,"HABIT",23,8,0,"PC9301007B0011",NA,661767.03483,6868074.50009,"41"
"42",93010,930100000009974,"O",38,"B  ","BAT B-LES TERRASSES DE MICHELET","R","MICHELET",6212,"HABIT",23,8,0,"PC9301000B0067",NA,661388.20018,6866782.2592,"42"
"43",93010,930100000008574,"O",38,"C  ","BAT C-LES TERRASSES DE MICHELET","R","MICHELET",6212,"HABIT",23,2,0,"PC9301000B0067",NA,661391.73178,6866781.05921,"43"
"44",93010,930100000002989,"O",19,NA,"19-21 - LOGT FONCTION","R","PAUL VAILLANT COUTURIER",7142,"HABIT",23,2,0,NA,"INSEE 12/01/2021: Suite contrôles sur compléments mis les deux logts sur 19-21 - supprimé le n°21 - vu 2 TH + 1 PB sur n°19 rien au 21 -",661615.04246,6866968.08997,"44"
"45",93010,930100000010467,"O",22,NA,"LOGT GARDIEN","R","MARCEL DASSAULT",6125,"HABIT",21,1,0,NA,"INSEE 13/01/2021: Suite contrôles sur compléments vu 1TH.",662132.2,6865468.3,"45"
"46",93010,930100000009292,"O",23,NA,"ACCES PAR 2 R ROBERT DOUVILLEZ","VLA","DES CERISES",1447,"HABIT",21,1,0,NA,NA,662872,6867591.6,"46"
"47",93010,930100000002285,"O",27,NA,"27-29","ALL","ANDREA",55,"HABIT",21,1,0,NA,"INSEE 19/01/2021: Vu expertise échantillon 2021",663238.9,6866915.1,"47"
"48",93010,930100000008955,"O",28,NA,"28-30","R","ROBERT DOUVILLEZ",8170,"HABIT",21,1,0,NA,"INSEE 19/01/2021: Vu expertise échantillon 2021¶",662862.3,6867402.9,"48"
"49",93010,930100000001496,"O",29,NA,"LYCEE POLYVALENT LEO LAGRANGE","R","GEORGES ELIE",4150,"HABIT",23,4,0,NA,"MAIRIE 09/03/2021:  vu avec le gardien du lycée il y a 4 logements situés au 29¶INSEE 14/01/2021: Suite contrôles sur compléments pas vu de TH au n°29 mais par contre 3 TH au n°31 - Est ce que les logts de fonctions ne sont pas tous regroupés sur ce n°31 ? si oui, il faudra périmer l'EA au n°29 et ajouté 1 logt sur le 31.",662718.5,6867506.5,"49"
"50",93010,930100001002646,"O",3,NA,"LOT A","R","DES GAZELLES",4140,"HABIT",21,1,0,"PC9301019B0072","INSEE 28/10/2021: Suite PC 2ème flux 21-22 création d'une EA construction nouvelle - Remplace le PC9301017B0401 déjà sur RORCAL ou pas ? une construction en plus ou pas ? Merci de bien vouloir vérifier sur terrain et de modifier Rorcal en conséquence.",662843.5154,6867426.97701,"50"
"51",93010,930100000005515,"O",40,NA,"12 RES DES PLATANES GARDIEN","RTE","DE VILLEMOMBLE",9670,"HABIT",21,1,0,NA,NA,662006.97991,6866012.96423,"51"
"52",93010,930100000009822,"O",46,"B  ","25 RES DES PLATANES","RTE","DE VILLEMOMBLE",9670,"HABIT",23,8,0,NA,"INSEE 19/01/2021: Vu expertise échantillon 2021¶",661949.69729,6865921.33649,"52"
"53",93010,930100001100212,"O",163,NA,"163-179 BIS","R","EDOUARD VAILLANT",3115,"HABIT",22,10,0,"PC9301018B0020","MAIRIE 16/06/2023: les bal sont regroupées à l'entrée.¶INSEE 18/04/2023: Pouvez-vous nous indiquer si les 10 boîtes aux lettres sont toutes regroupées à l'entrée du 163-179bis ? ou bien si chaque maison de ce lotissement possède sa boîte aux lettres devant sa maison ? Merci. ¶INSEE 18/04/2023: Suite à l'arrêté de numérotation n°A2021_013 du 13/01/2021, la numérotation est la suivante : ¶- 163 à 179bis rue Edouard Vaillant = 10 maisons individuelles | ¶- 181 rue Edouard Vaillant = 23 logements | ¶- 183 rue Edouard Vaillant = 21 logements | ¶- 185 rue Edouard Vaillant = 16 logements | ¶- 187 rue Edouard Vaillant = commerce | ¶- 44 allée Corneille = 22 logements.¶L'EA est dégroupée en 5 EA.¶MAIRIE 03/03/2023: demande de dégroupement. 1 entrée : 163 - 179 bis + 1 entrée au 181, puis au 183, puis au 185.¶MAIRIE 10/11/2022: encore environ 3mois de travaux.¶MAIRIE 22/10/2021: Bondy Habitat¶INSEE 05/09/2019: Création nouvelle EA suite 1er flux de Pc vu adoma demolit et les personnes reparetis sur d autres site .ce PC ne concerne pas une CMT.¶MAIRIE 18/06/2020:  travaux de démolition et construction ne sont pas commencés",662667.65613,6866207.87568,"53"
"54",93010,930100001174978,"O",0,NA,"PC9301015B0069 - BAT H ET BAT G","RTE","D'AULNAY",82,"HABIT",23,54,4,"PC9301015B0069","INSEE 06/05/2024: Suite message de la Corril, dégroupement en 6 EA (dont 1 encore en travaux) : MAIRIE 18/04/2024: demande de dégroupement : 5 batiments, 28 route d'aulnay =13 / 28 bis 26 / 28 ter 26 / 4 rue Françoise Héritier = 20 / 2 rue F Heritier 22.Au total 107 lgts, reste 75 lgts à construire.¶MAIRIE 26/10/2023: 6 mois environ¶MAIRIE 11/04/2023: en voie de finition¶MAIRIE 02/12/2022: Travaux en cours 3 étages¶MAIRIE 03/03/2021: Travaux en cours fondations¶insee le 09/12/16 : Merci de préciser l'adresse complète et la répartition des 181 logements sur les adresses du 24 au 32.¶MAIRIE 18/06/2018:  PC affiché - construction d'un ensemble de 8 bâtiments - Terrain vague, le terrain est  bien délimité mais les travaux ne semblent pas vraiment commencés. Je ne connais pas encore la répartition des logements et le nombre de logements n'est pas affiché.¶MAIRIE 09/04/2019: Travaux non commencés. PC affiché + 2 PC modificatifs : PC9301015B0069MO1 où il est indiqué que le terrain d'assiette du PC provient bien d'une division foncière ainsi que le PC....M02 ou il est indiqué 'régularisation des locaux commerciaux prévus en RC dans 6 des 8 bâtiments de l'ensemble immobilier'.¶MAIRIE 19/06/2020:  plusieurs immeubles sont en construction",661976.94946,6867656.02962,"54"
"55",93010,930100000997693,"O",25,NA,NA,"R","FONTAINE",3550,"HABIT",23,9,3,"PC9301020B0048","¶MAIRIE 07/05/2024: vérifier 9 +13 logements¶MAIRIE 29/04/2024: idem¶MAIRIE 12/04/2023: idem¶MAIRIE 15/11/2022: immeubles muré squatté¶MAIRIE 30/03/2022: idem, bailleurs villogia¶MAIRIE 16/11/2021: travaux de réhabilitation. pas de destruction ancien bâti¶INSEE 23/09/2021: Suite PC 1ER FLUX 21-22 EA créée remplace EA existante ? Destruction de l'ancien bâti ?¶Descriptif des travaux :¶    RESTRUCTURATION IMMEUBLE EXISTANT ET CREATION DE 9 LOGEMENTS.",662244.4,6867833.1,"55"
"56",93010,930100001079920,"O",36,NA,NA,"R","FONTAINE",3550,"HABIT",23,15,3,"PC9301021B0055","reste 3 mois¶MAIRIE 29/04/2024: travaux en cours¶MAIRIE 31/10/2023: immobilière 3F travaux en cours¶MAIRIE 12/04/2023: travaux en cours. la maison a été détruite.¶INSEE 09/12/2022: Une EA existe déjà à cette adresse. Le PC indique qu''une opération de démolition d'une maison individuelle est prévue pour permettre l'opération d'habitations collectives de 15 logements'. ¶Faut-il périmer l'ancienne EA et conserver la nouvelle ? Merci de faire les modifications nécessaires.",662289.8,6867824,"56"
"57",93010,930100000907995,"O",6,NA,NA,"R","DU QUATRE SEPTEMBRE",7950,"HABIT",21,1,3,"PC9301019B0056","MAIRIE 18/04/2024: idem / rajout d'une sortie secondaire impasse de la parisienne 7.¶MAIRIE 31/10/2023: 2 étages dressés (immobilière 3 F)¶MAIRIE 11/04/2023: idem¶MAIRIE 19/05/2022: idem¶MAIRIE 03/03/2021:  PC 9301019B0035 travaux pas commencés¶INSEE 05/11/2020: Suite PC 2E FLUX 20-21 création EA sur existant  - d'après descriptif des travaux : DEMOLITION DE 2 BATIMENTS EXISTANTS - CONSTRUCTION D'UNE MAISON SUR 4 NIVEAUX - A Vérifier - ATTENTION EA échantillonnée -",662391.6,6868102.2,"57"
"58",93010,930100000907995,"N",7,NA,NA,"IMP","DE LA PARISIENNE",7121,"HABIT",21,0,3,"PC9301019B0056","MAIRIE 18/04/2024: idem / rajout d'une sortie secondaire impasse de la parisienne 7.¶MAIRIE 31/10/2023: 2 étages dressés (immobilière 3 F)¶MAIRIE 11/04/2023: idem¶MAIRIE 19/05/2022: idem¶MAIRIE 03/03/2021:  PC 9301019B0035 travaux pas commencés¶INSEE 05/11/2020: Suite PC 2E FLUX 20-21 création EA sur existant  - d'après descriptif des travaux : DEMOLITION DE 2 BATIMENTS EXISTANTS - CONSTRUCTION D'UNE MAISON SUR 4 NIVEAUX - A Vérifier - ATTENTION EA échantillonnée -",662366.5889,6868060.31428,"58"
"59",93010,930100001079833,"O",7,NA,"PC9301021B0097","ALL","DE LA JARDINIERE",4710,"HABIT",23,2,2,"PC9301021B0097","MAIRIE 29/04/2024: idem¶MAIRIE 31/10/2023: travaux non commencés donc pas d'EA à périmer.¶MAIRIE 12/04/2023: travaux non commencés¶INSEE 08/12/2022: Il existe déjà une EA à cette adresse. Le PC (sur construction existante) indique 'création de 2 logements supplémentaires dans un pavillon...'.¶Faut-il modifier le nombre de logement de l'EA existante, une fois les travaux terminés ? Faut-il périmer l'ancienne EA et conserver la nouvelle ? Merci de faire les modifications nécessaires.",662523.07751,6868058.20988,"59"
"60",93010,930100000009856,"O",27,NA,NA,"R","DU CYCLE",1590,"HABIT",21,1,4,"NC9301004B0002","MAIRIE 26/05/2018: PC pas ou plus affiché. La maison est construite et elle est terminée extérieurement mais pas encore habitée. A l'extérieur, pas encore de portail ni de BAL. En cours de travaux.¶MAIRIE 17/04/2019: Il n'y a toujours pas de barrière véritable, ni de BAL. La maison n'est pas habitée. Le PC est affiché sur le terrain nu situé au n° 25, permis d'aménager deux lots à bâtir¶MAIRIE 19/06/2020:  maison abandonnée + terrain nu sur le 25 rue du cycle",663080.67175,6867350.55647,"60"
"61",93010,930100001079783,"O",40,NA,"PC9301021B0105","ALL","THERESE",9130,"HABIT",21,1,2,"PC9301021B0105","MAIRIE 06/11/2024: idem¶MAIRIE 25/10/2023: pas de travaux d'après une riveraine.¶MAIRIE 11/04/2023: pas de travaux¶INSEE 08/12/2022: Une EA existe déjà à cette adresse. LE PC indique 'agrandissement de la maison existante pour la réalisation d'un second logement'. ¶Dans ce cas, une fois les travaux terminés, merci de modifier le nombre de logements et le type de l'EA existante. Sinon, merci de faire les modifications nécessaires à la situation constatée sur le terrain.",663287.20658,6867212.73315,"61"
"62",93010,930100000908008,"O",5,NA,NA,"R","DU POTAGER",7240,"HABIT",23,13,3,"PC9301019B0047","MAIRIE 08/11/2024: repasser dans 1 an¶MAIRIE 08/11/2024: 4 étages ! repasser dans 1 mois.¶MAIRIE 02/05/2024: 3 étages.¶MAIRIE 10/11/2023: idem (2 étages)¶MAIRIE 27/03/2023: idem¶MAIRIE 09/11/2022: travaux en cours¶MAIRIE 06/04/2022: détruite¶MAIRIE 05/11/2021: idem¶MAIRIE 12/03/2021:  PC affiché pas de travaux en cours¶INSEE 05/11/2020: Suite PC 2EFLUX 20-21 création EA sur existant - D'après descriptif des travaux : DEMOLITION D'1 LOGEMENT ET CONSTRUCTION IMMEUBLE DE 13 LOGEMENTS - A vérifier et si destruction il faudra périmer l'ancienne EA et garder l'EA avec le permis.",661359.8,6867069.4,"62"
"63",93010,930100000631086,"O",48,NA,NA,"R","EDOUARD VAILLANT",3115,"HABIT",23,15,3,"PC9301016B0056","MAIRIE 08/11/2024: reste 3 mois¶MAIRIE 29/04/2024: travaux en cours - 2 mois.¶MAIRIE 24/10/2023: travaux en cours 1 an encore¶MAIRIE 03/03/2023: le petit château¶MAIRIE 10/11/2022: travaux en cours. 4 étages montés.¶MAIRIE 06/04/2022: travaux en cours. 1 étage.¶MAIRIE 09/03/2021: ancienne maison détruite¶MAIRIE 19/10/2020: travaux en cours¶DR 16/10/17.1ER FLUX DE PC .Une EA existe déjà, doit on périmer cette EA,si les deux existent quelle nouvelle numérotation,¶Merci d'effectuer les modifications,¶MAIRIE 05/06/2018: Actuellement, il n'y a qu'une seule maison à cette adresse, la même maison  depuis de nombreuses années (je l'ai recensé en 2004)  les travaux ne sont pas encore commencés et le PC n'est pas encore affiché. Je pense qu'ils démoliront l'ancienne maison pour reconstruire à la place un immeuble.¶MAIRIE 26/03/2019: L'ancienne maison est toujours là et aucun travaux n'est encore commencé. Le PC est affiché dans la rue du Vieux Château puisque cette adresse est à l'angle de rue E. Vaillant et de la rue du Vieux Château. La cour arrière donne rue du Vieux Château mais la BAL est rue Edouard Vaillant sous le n° 48 | sur le PC, il est indiqué qu'il y a 190 m2 (ancienne maison) à démolir mais ce n'est pas encore fait.",662021.9,6866335.4,"63"
"64",93010,930100001082764,"O",1,NA,NA,"R","DE L'UNION",9550,"HABIT",21,1,4,"PC9301022B0050","MAIRIE 08/11/2024: idem - je rends habitable sur 1 logement.¶MAIRIE 29/04/2024: Il y a eu juste une construction de garage. Pas d'habitation.¶MAIRIE 24/10/2023: idem¶MAIRIE 27/06/2023: PC affiché division de partielle travaux non commencés¶¶INSEE 26/06/2023: Merci de nous communiquer un numéro de permis lorsqu'il sera obtenu.¶INSEE 26/06/2023: Réception de l'arrêté de numérotation n°A2022_620 du 10/01/2023 : division de la parcelle cadastrée section AL0106, AL0152, AL0197, AL0105 en deux lots : ¶- Lot A : 28 rue Louis Léon Collignon (lot bâti) |¶- Lot B : 1 rue de l'Union (destiné à la construction).¶¶INSEE 17/05/2023: Nous n'avons pas d'arrêté de numérotation pour cette adresse. Merci de reprendre l'actualité de cette EA. ¶MAIRIE 18/01/2023: arrêté de numérotation envoyé gestionnaire",662234.73073,6866485.4698,"64"
"65",93010,930100000003474,"O",198,NA,NA,"AV","DE ROSNY",8175,"HABIT",27,0,4,NA,NA,661220.3,6866791.6,"65"
"66",93010,930100000003146,"O",48,NA,NA,"R","ROGER SALENGRO",8172,"HABIT",27,0,4,NA,"INSEE 19/02/2020:  suite RP 2020 FN, actualité 1-périmée, motif : Adresse à usage autre qu’habitation, espace culturel.",661773.6,6866874.2,"66"
"67",93010,930100001085152,"O",15,NA,"15-21","AV","JULES FERRY",4770,"HABIT",23,136,2,"PC9301021B0102","MAIRIE 15/11/2024: idem¶MAIRIE 25/04/2024: pas de démolition visible. permis affiché au 17.¶MAIRIE 04/04/2023: démolition effectuée¶INSEE 10/02/2023: Plusieurs EA existent aux adresses du PC, mais également sur les parcelles cadastrales du PC (correspondant à d'autres adresses). Merci de vérifier les EA alentours (adresse du PC = 15-21 av. Jules Ferry + parcelles AU0020 AU0022 AU0023). Le permis indique 'nombre de logements démolis=12' et la construction de 136 logements. Merci de faire les modifications nécessaires.",661456.9199,6866049.272,"67"
"68",93010,930100001098133,"O",25,NA,NA,"AV","DE L'EST",3155,"HABIT",21,1,3,"PC9301020B0049","MAIRIE 15/11/2024: repasser dans 6 mois.¶MAIRIE 25/04/2024: murs dressés pour rdc¶MAIRIE 31/10/2023: ancien garage - affichage panneau construction maison vide¶INSEE 07/04/2023: Merci de vérifier le positionnement et l'actualité de l'entité adressée.",661912.4821,6865846.71912,"68"
"69",93010,930100001079916,"O",1,NA,NA,"ALL","DES HETRES",4450,"HABIT",23,15,3,"PC9301021B0078","MAIRIE 15/11/2024: 1 étage dressé¶MAIRIE 31/10/2023: aucun travaux¶MAIRIE 04/04/2023: travaux non commencés¶INSEE 09/12/2022: Une EA existe déjà à cette adresse. Le PC indique 'construction nouvelle : construction d'un immeuble de 15 logements sur 5 étages'. Faut-il périmer l'ancienne EA et conserver la nouvelle ? Merci de faire les modifications nécessaires.",661889.1,6866060.8,"69"
"70",93010,930100001085138,"O",42,NA,NA,"R","ETIENNE DOLET",3160,"HABIT",22,2,3,"PC9301022B0037","MAIRIE 25/04/2024: 1 maison de 3 étages montée. (permis affiché 2 maisons individuelles)¶MAIRIE 31/10/2023: monceaux de gravats¶MAIRIE 04/04/2023: travaux¶INSEE 10/02/2023: Une EA existe déjà à cette adresse. Le permis indique 'nombre de logements démolis=1' et la 'construction de deux maisons individuelles'. Faut-il périmer l'ancienne EA et conserver la nouvelle ? Merci de faire les modifications nécessaires.",661688.5,6865781.1,"70"
"71",93010,930100000892555,"O",7,NA,NA,"R","JOE CARMAN",4760,"HABIT",21,1,2,"PC9301019B0063","MAIRIE 15/11/2024: idem¶MAIRIE 29/04/2024: idem¶MAIRIE 02/12/2022: Travaux abandonnés¶MAIRIE 10/03/2021:  PC affiché¶MAIRIE 22/10/2020:  pc AFFICHE PAS DE TRAVAUX VISIBLE TERRAIN ABANDONNE¶INSEE 24/08/2020: Suite PC 1ER FLUX 20-21 EA créée remplace EA existante? que devient l'ancien bâti ?¶si destruction, merci de périmer l'ancien bâti existant.",661796.7,6865690.2,"71"
"72",93010,930100001079846,"O",15,NA,"PC930102200041","AV","DES PLATANES",7190,"HABIT",23,3,3,"PC930102200041","MAIRIE 15/11/2024: contentieux terminés, quelques parpins en plus... mais les travaux sont arrêtés.¶MAIRIE 25/04/2024: contentieux mairie sur droits de voirie non payés. le chantier a été arrêté par la mairie.¶MAIRIE 04/04/2023: permis affiché mais pas de travaux¶INSEE 08/12/2022: Merci de vérifier l'actualité et le positionnement de l'entité adressée.",662039.24976,6865937.58611,"72"
"73",93010,930100001079925,"O",20,NA,NA,"R","BOREL",750,"HABIT",23,85,2,"PC9301022B0016","MAIRIE 27/03/2024: idem¶MAIRIE 31/10/2023: travaux non commencés, donc pas de péremption de l'EA¶MAIRIE 12/04/2023: travaux non commencés¶INSEE 09/12/2022: Une EA existe déjà à cette adresse, et plusieurs EA existent déjà sur les parcelles cadastrales concernées. Il y a un PD rattaché à ce PC (PD9301021B0008) qui indique 9 habitations à démolir.¶Faut-il périmer l'ancienne EA du 20 rue Borel et conserver la nouvelle ? Merci de faire les modifications nécessaires.",662358,6867673.1,"73"
"74",93010,930100000718118,"O",1,NA,NA,"R","DE VERSAILLES",9625,"HABIT",23,20,2,"PC9301016B0069","MAIRIE 29/04/2024: idem¶MAIRIE 10/11/2023: les travaux semblent abandonnés.¶MAIRIE 11/04/2023: idem¶MAIRIE 09/12/2022: idem¶MAIRIE 19/05/2022: idem¶MAIRIE 03/03/2021:  ¶INSEE 23/02/2018:  Vérifier l'actualité et le positionnement de l'EA¶MAIRIE 21/06/2018:  Travaux pas encore commencés. L'emplacement est correcte sur la carte, terrain d'angle situé 1 r de Versailles et 27 av. H. Varagnat.¶MAIRIE 04/04/2019: J'ai vu le propriétaire qui habite dans le pavillon du 1 r Versailles/27 av. H Varagnat (le n° 1 n'est pas affiché et il n'y a pas véritablement d'entrée dans la rue de Versailles). Les travaux ne sont pas encore commencés pour des problèmes de finances. Le PC est affiché mais effacé.¶MAIRIE 19/06/2020:  demande de prolongation de PC travaux vont bientôt démarrer.¶¶PC9301016B0069T01 travaux  n'ont pas démarrer mais beaucoup de matériel stocké ( plaques isolation)",662146.86016,6868437.31522,"74"
"75",93010,930100001063689,"O",26,NA,NA,"R","DU BON AIR",720,"HABIT",21,1,3,"PC9301022B0004","MAIRIE 02/05/2024: on ne voit plus que la maison devant en voie de finition. Je périme l'EA de l'ancien logement. toujours occupation terrain DIRIF mais pour les éléments de chantiers.¶MAIRIE 10/11/2023: vu le gardien du site. Il y a bien un logement habitable, derrière une construction en voie d'achévement + une occupation de la dépendance DIRIF.¶MAIRIE 28/02/2023: terrain en longueur, pas d'accès, parpaings dans zone non cadastrée. ¶INSEE 06/09/2022: EAAC 1er flux 22-23 PC autorisé pour la construction d'une maison individuelle.¶Il existe déjà une EA à la même adresse que devient-elle.¶Avant de rendre habitable merci de vérifier l'adresse exacte attribuée à cette maison.",661698.22116,6868594.62281,"75"
"76",93010,930100001098140,"O",25,NA,NA,"R","DU CYCLE",1590,"HABIT",21,1,2,"PC9301020B0042","INSEE 07/04/2023: Deux EA existent déjà à cette adresse (1 EA habitable et 1 EA en travaux commencés). Le permis indique 'construction nouvelle : pavillon neuf'.   Merci de vérifier le positionnement et l'actualité de l'entité adressée (parcelle cadastrale 0T0188 non trouvée en date d'aujourd'hui). Si l'EA habitable n'existe plus, merci de la périmer (terrain nu en satellite et sur Maps).",663067,6867346.6,"76"
"77",93010,930100001016978,"O",2,NA,NA,"AV","DE LA VILLAGEOISE",9650,"HABIT",21,1,3,"PC9301020B0041","MAIRIE 22/11/2024: idem¶MAIRIE 27/03/2024: zone vide¶MAIRIE 31/10/2023: travaux commencés¶MAIRIE 11/04/2023: idem¶MAIRIE 15/11/2022: idem¶MAIRIE 30/03/2022: rien (pelouse)¶INSEE 11/02/2022: Suite PC 3ème flux 21-22 création de l'EA sur existant.¶D'après descriptif : Construction d'une maison individuelle de 190 m² habitables sur trois niveaux (R+2) - Que devient l'ancien bâti au 2 avenue de la Villageoise ? détruite ? rénovation ? si pas habitable il faudra la périmer et garder l'EA avec le PC|",662416.4,6867956.1,"77"
