ville;idpc;ame_diff;typ_ame;nom_ope;nom_moe;mod_prod;nom_ssect;pnrqad;sect_plui;nom_qpv;qpv;qpv_300m;pru1;npnru;nom_prom;nom_bail;nom_gest_ofs;typ_mou_lls;nom_prog;adr;cad;typ_fonc;etat_prog;date_pc;ann_pc;date_droc;ann_droc;ann_lvr;duree_pc_livr;etat_anru;nb_log_crees_(ab);nb_log_livr_(a);nb_log_suppr_(b);log_nc;log_acclib;log_acclib_suppr;log_brs;red_brs;log_accsoc;log_psla;log_lli;log_lli_suppr;lli_al;log_lls;log_lls_suppr;lls_plai;lls_plus;lls_pls;lls_nc;ann_agr;ann_capl;plai_ro;plus_ro;nb_lls_ro;loy_lls;log_spe;log_lls_spe;typ_log_spe;log_matype;typ_matype;t1;t2;t3;t4;t5p;t_nc;couconst_hors_pkvrd;coucons-incl_pkvrd;cf_acclib;cf_accpxmait;cf_brs;cf_psla;cf_res_spe;cf_lli;cflls;rem;pers_ref;source;dat_maj
Bondy;;Diffus;;;;CN;NC;Non;NC;;NC;NC;NC;NC;PC individuels (1 logement) livraisons 2019;;;;;PC individuels (1 logement) livraisons 2019;;;Livré;;2017;;2018;2019;2;;3;3;0;;3;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;NC;NC;NC;NC;NC;3;;;;;;;;;;A partir des livraisons 2019 les PC individuels correspondent à la somme des PC de 1 logement dont les travaux ont démarré l'année n-1;N Chopin DHRU;Sitadel2;sept-19
Bondy;09301018B0040;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;;;;;;1 allée des Tilleuls;AX 135;;Livré;07/11/2018;2018;;;2020;2;;3;3;0;;3;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;0;3;0;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2 terrain;nov.-20
Bondy;09301018B0045;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;;;;;19 avenue Denise;AS 137;;Livré;16/11/2018;2018;22/04/2019;2019;2020;2;;2;2;0;;2;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;0;1;1;0;0;;;;;;;;;;chantier lancé;N Chopin DHRU;Sitadel2 terrain;avr-21
Bondy;09301018B0012;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;SCI Tara;;;;;2 rue Saint-Louis Prolongée;AZ 117;;Livré;24/07/2018;2018;01/09/2019;2019;2020;2;;7;7;0;;7;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;2;2;3;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2 terrain;avr-21
Bondy;09301018B0006;Diffus;;;;AA-T;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;;;;;;20 Allée des Hêtres;AV 150;;Livré;06/04/2018;2018;;;2020;2;;2;2;0;;2;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;1;1;0;0;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2 terrain;nov.-20
Bondy;09301018B0056;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;;;;;;24 rue du Quatre Septembre;D 224;;Livré;10/12/2018;2018;;;2020;2;;2;2;0;;2;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;0;2;0;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2 terrain;nov.-20
Bondy;09301017B0039;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;;;;;3 Allée de la Fauvette;AL 25;;Livré;16/08/2017;2017;12/02/2018;2018;2020;3;;2;2;0;;2;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;0;0;0;2;0;;;;;;;;;;;N Chopin DHRU;Sitadel2 terrain;nov.-20
Bondy;09301017B0042;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;;;;;;31 rue du Quatre Septembre;D 215;;Livré;30/08/2017;2017;11/02/2019;2019;2020;3;;2;2;0;;2;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;0;2;0;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2 terrain;avr-21
Bondy;09301017B0004;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;;;;;33 Avenue de la Villageoise;E 52;;Livré;08/06/2017;2017;15/04/2019;2019;2020;3;;3;3;0;;3;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;0;3;0;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2 terrain;nov.-20
Bondy;09301017B0031;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;;;;;71 avenue Carnot;AK 85;;Livré;25/07/2017;2017;16/04/2018;2018;2020;3;;3;3;0;;3;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;1;2;0;0;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2 terrain;nov.-20
Bondy;;Diffus;;;;CN;NC;Non;NC;;NC;NC;NC;NC;PC individuels (1 logement) livraisons 2020;;;;;PC individuels (1 logement) livraisons 2020;;;Livré;;2018;;2019;2020;2;;7;7;0;;7;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;NC;NC;NC;NC;NC;7;;;;;;;;;;A partir des livraisons 2019 les PC individuels correspondent à la somme des PC de 1 logement dont les travaux ont démarré l'année n-1;N Chopin DHRU;Sitadel2;mars-21
Bondy;09301017B0017;Secteur aménagé;PRU1;PRU 1 Bondy;;CN;Noue Caillet;Non;CIN Plaine de l'Ourcq;Abreuvoir Bondy Nord Centre Pont de Bondy Sablière Secteur Sud;Oui;Non;Oui;Oui;Cap Synthèse;Association Foncière Logement;;VEFA;Cœur Tillon (Lot G);Rue Germaine Tillon - Avenue Jean Moulin;B 340;;Livré;12/09/2017;2017;01/06/2018;2018;2020;3;;13;13;0;;13;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;2;5;5;1;0;;;;;;;;;;PRU1 - 7 maisons groupées - 1 immeuble de 6 appartements;N Chopin DHRU;Sitadel2 promoteur;nov.-20
Bondy;09301018B0043;Secteur aménagé;PRU1;PRU 1 Bondy;;CN;Terre Saint Blaise;Non;CIN Plaine de l'Ourcq;Abreuvoir Bondy Nord Centre Pont de Bondy Sablière Secteur Sud;Oui;Non;Oui;Non;I3F CLARM;;;;Villas Prodigia;1-3 allée de la Passe aux Daims - Avenue Léon Jouhaux;A 267;;Livré;03/12/2018;2018;27/05/2019;2019;2021;3;;22;22;0;;0;;;;22;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;0;0;18;4;0;;;;;;;;;;22 pavillons - a priori livré en 2021;N Chopin DHRU;Ville ANRU;mars-22
Bondy;PD 09301016B0001;Diffus;;;;DEMOL;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;ADOMA;ADOMA;;Démoltion FTM;167-187 rue Edouard Vaillant;AN 13 / AN 204;;Livré;18/05/2016;2016;;;2021;5;;-244;0;-244;;;;;;;;;;;;-244;NC;NC;NC;-244;;;;;;;-244;-244;ex-FTM;;;NC;NC;NC;NC;NC;0;;;;;;;;;;démolition de l'ex-FTM Vaillant;N Chopin DHRU;Sitadel2 terrain;févr-23
Bondy;09301016B0055;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;Espacity;;;;Les Terrasses Bondy;170-174 avenue Henri Barbusse;AY 214 216 222;;Livré;27/04/2017;2017;05/03/2019;2019;2021;4;;37;37;0;;37;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;3;14;13;4;3;0;;;;;;;;;;livré en juin 2021;N Chopin DHRU;Ville promoteur;janv.-22
Bondy;09301017B0052;Secteur aménagé;ZAC;ZAC des Rives de l'Ourcq;Séquano;CN;Secteur Centre;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;Pichet;;;;Docks de l'Ourcq (Lot C6);21 route d'Aulnay;H 374;;Livré;01/03/2018;2018;18/12/2018;2018;2021;3;;96;96;0;;96;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;9;30;32;18;7;0;;;620 €;;;;;;;Dépôt de PC différent des données transmises par la Sequano : ilot C6/C7a 110 logts en accession et 39 en LLS;N Chopin DHRU;Ville promoteur;sept.-20
Bondy;09301019B0074;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;;;;;;214 rue Louis Auguste Blanqui;AO 86;;Livré;05/03/2020;2020;;2020;2021;1;;2;2;0;;2;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;0;1;1;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2 terrain;janv-22
Bondy;09301017B0053;Secteur aménagé;ZAC;ZAC des Rives de l'Ourcq;Séquano;CN;Secteur Centre;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;Pichet;I3F;;VEFA;Lumières de l'Ourcq (Lot C7a);39 route d'Aulnay / 2 rue Nadia Murad;H 362 367;;Livré;16/03/2018;2018;18/12/2018;2018;2021;3;C0663-31-0001 / 2020;62;62;0;;22;;;;0;0;0;;;40;;9;24;7;0;2018;;9;6;15;;0;;;0;;8;17;25;10;2;0;;;620 €;;;;;;;Dépôt de PC différent des données transmises par la Sequano : ilot C6/C7a 110 logts en accession et 39 en LLS / NPNRU hors site / DAACT déc 2021;N Chopin DHRU;Ville promoteur;nov.-20
Bondy;09301019B0040;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;;;;;;7 villa Lavigne;AK 77;;Livré;21/01/2020;2020;22/01/2020;2020;2021;1;;4;5;-1;;5;-1;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;2;3;0;0;0;;;;;;;;;;transformation et surélévation d'une maison;N Chopin DHRU;Sitadel2 terrain;janv-22
Bondy;PD 09301019B0001;Secteur aménagé;PRU1 / AAP;PRU 1 Bondy / AAP IMGP 2;;DEMOL;De Lattre;Non;CIN Plaine de l'Ourcq;Abreuvoir Bondy Nord Centre Pont de Bondy Sablière Secteur Sud;Oui;Non;Oui;Oui;;Bondy Habitat;;MOD;IMGP 2 - Démolition barre D1;Allée Georges Sand - avenue du Maréchal de Lattre de Tassigny;P 159;;Livré;22/02/2019;2019;01/12/2018;2018;2021;2;;-256;0;-256;;;;;;;;;;;;-256;;;;-256;;;;;;;;;;;;;;;;;0;;;;;;;;;;déconstruction réalisée 1er trimestre 2021;N Chopin DHRU;Ville ANRU Bailleur;mars-21
Bondy;;Diffus;;;;CN;NC;Non;NC;;NC;NC;NC;NC;PC individuels (1 logement) livraisons 2021;;;;;PC individuels (1 logement) livraisons 2021;;;Livré;;2019;;2020;2021;2;;2;2;0;;2;;;;;;;;;0;;;;;0;;;;;;;;;;;;NC;NC;NC;NC;NC;2;;;;;;;;;;A partir des livraisons 2019 les PC individuels correspondent à la somme des PC de 1 logement dont les travaux ont démarré l'année n-1;N Chopin DHRU;Sitadel2;févr-22
Bondy;09301017B0020;Diffus;;;;CN;De Lattre;Non;CIN Plaine de l'Ourcq;Abreuvoir Bondy Nord Centre Pont de Bondy Sablière Secteur Sud;Oui;Non;Oui;Non;;Est Ensemble Habitat;;;;11 rue Auguste Polissard;P 25;;Livré;16/08/2017;2017;06/11/2020;2020;2022;5;;15;15;0;;0;;;;15;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;5;10;0;0;0;;;;;;;;;;;N Chopin DHRU;Ville ;févr.-23
Bondy;09301018B0072;Secteur aménagé;NPNRU / AAP;NPNRU Bondy secteurs centre nord / AAP IMGP 1;;CN;Noue Caillet;Non;CIN Plaine de l'Ourcq;Abreuvoir Bondy Nord Centre Pont de Bondy Sablière Secteur Sud;Oui;Non;Oui;Oui;Pichet;;;;Le Patio (IMGP 1);Avenue Léon Blum / Rue Odette Pain;B 197 249 250;;Livré;18/04/2019;2019;18/12/2019;2019;2022;3;;198;198;0;;198;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;6;14;30;15;0;133;;;;;;;;;;;N Chopin DHRU;ANRU Sitadel2;févr-23
Bondy;;Diffus;;;;CN;NC;Non;NC;;NC;NC;NC;NC;PC individuels (1 logement) livraisons 2022;;;;;PC individuels (1 logement) livraisons 2022;;;Livré;;2020;;2021;2022;2;;3;3;0;;3;;;;;;;;;;;;;;0;;;;;;;;;;;;NC;NC;NC;NC;NC;3;;;;;;;;;;A partir des livraisons 2019 les PC individuels correspondent à la somme des PC de 1 logement dont les travaux ont démarré l'année n-1;N Chopin DHRU;Sitadel2;mai-23
Bondy;09301017B0063;Secteur aménagé;PRU1;PRU 1 Bondy;;CN;De Lattre;Non;CIN Plaine de l'Ourcq;Abreuvoir Bondy Nord Centre Pont de Bondy Sablière Secteur Sud;Oui;Non;Oui;Non;Realites Promotion;Association Foncière Logement;;VEFA;Lot S1 et S2;Rue des Frères Darty - avenue du Maréchal de Lattre de Tassigny;P 129;;Livré;09/02/2018;2018;06/07/2018;2018;2022;4;;25;25;0;;0;;;;0;0;25;;25;0;;;;;0;;;;;;;0;;;0;;7;11;5;2;0;0;;;;;;;;;;PRU1 / livré (DAACT nov 22);N Chopin DHRU;Ville ANRU Sitadel2;sept.-23
Bondy;09301020B0059;Secteur aménagé;ZAC;ZAC des Rives de l'Ourcq;Séquano;CN;Secteur Centre;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;Sequano Résidentiel;ICF Habitat La Sablière;;VEFA;Lot C9b;1-3 rue Aretha Franklin / 15 rue Nadia Murad;;;Livré;28/12/2020;2020;08/11/2021;2021;2023;3;C0663-31-0067 / 2022;68;68;0;;0;;;;0;0;0;;;68;;24;34;10;0;2020;;24;16;40;;0;;;0;;NC;NC;NC;NC;NC;68;;;;;;;;;?;création d'un lot LLS - NPNRU hors site - DAACT sept 23;S Sztrajt DHRU;DAD Sitadel2;janv-24
Bondy;09301018B0020;Diffus;;;;CN;Hors Site;Non;CIN Plaine de l'Ourcq;Blanqui;Oui;Non;Non;Non;Bouygues Immobilier;Est Ensemble Habitat;;MOD;Le Chêne Rond (foncier ADOMA);167-187 rue Edouard Vaillant;AN 13 / AN 204;;Livré;16/10/2018;2018;;2021;2023;5;C0663-31-0066 / 2022;92;92;0;;0;;;;33;0;0;;;59;;13;17;29;0;2020;;13;17;30;;0;;;0;;7;42;11;32;0;0;;;;;;;;;;NPNRU hors site - 59 LLS - 10 maisons de ville;N Chopin DHRU;Ville Sitadel2 DRIHL;févr-23
Bondy;09301018B0069;Diffus;;;;CN (+DEMOL);;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;Crédit Agricole Immobilier;IN LI;;;Cœur Abondy;2-10 chemin du Merlan - 16-24 avenue Jules Ferry;AU 14 100 112 113 144 145 164 165;;Livré;24/07/2019;2019;24/06/2020;2020;2023;4;;113;119;-6;;24;-6;;;0;0;95;;;0;;;;;0;2020;;;;;;0;;;0;;7;40;52;20;0;0;;;;;;;;;;LLI confirmé / livré DAACT jan 23;N Chopin DHRU;Opérateur Sitadel2 DRIHL;juin-23
Bondy;09301020B0052;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;;;;;;35 rue de Varsovie;BG 46;;Livré;12/11/2020;2020;25/01/2021;2021;2023;3;;5;5;0;;5;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;2;2;1;0;0;0;;;;;;;;;;a priori livré;N Chopin DHRU;Sitadel2 terrain;avr-24
Bondy;09301018B0025;Secteur aménagé;ZAC;ZAC des Rives de l'Ourcq;Séquano;CN;Secteur Centre;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;Altarea Cogedim;CDC Habitat / Association Foncière Logement;;VEFA;Canal Horizon (Lot C8);5 rue Nadia Murad;H 364;;Livré;05/11/2018;2018;13/05/2020;2020;2023;5;;136;136;0;;115;;;;0;0;21;;21;0;;;;;0;;;;;;;0;;;56;LAC;9;41;51;29;6;0;;;720 €;;;;;;?;"AAP ""post-covid"" pour les LAC / VEFA 21 logements AL / DAACT avril 2023";N Chopin DHRU;Ville CDC habitat;janv-25
Bondy;09301021B0097;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;;;;;7 allée de Jardinière;D 93;;Livré;08/05/2022;2022;17/10/2022;2022;2023;1;;2;2;0;;2;;;;0;0;0;;;0;;;;;0;;;;;;;;;;;;0;2;0;0;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2;sept-23
Bondy;09301020B0044;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;;;;;;8 rue de l'Aviation;X 6 175;;Livré;29/06/2021;2021;16/05/2022;2022;2023;2;;8;9;-1;;9;-1;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;1;7;1;0;0;0;;;;;;;;;;;N Chopin DHRU;Sitadel2;juil-23
Bondy;09301018B0070;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Non;Non;Non;Batiterre;IN LI;;;;9-15 rue des Cinq Ormes;V 21;;Livré;29/04/2019;2019;01/04/2021;2021;2023;4;;23;23;0;;0;;;;0;0;23;;;0;;;;;0;2021;;;;;;0;;;0;;NC;NC;NC;NC;NC;23;;;;;;;;;;a priori VEFA pour LLI / livré lors de la visite terrain avr 2024;N Chopin DHRU ;Sitadel2 DRIHL;avr-24
Bondy;09301019B0037;Secteur aménagé;NPNRU / AAP;NPNRU Bondy secteurs centre nord / AAP IMGP 1;;CN;Noue Caillet;Non;CIN Plaine de l'Ourcq;Abreuvoir Bondy Nord Centre Pont de Bondy Sablière Secteur Sud;Oui;Non;Oui;Oui;Pichet;CDC Habitat;;VEFA;Carré Nature  (IMGP 1);Avenue Léon Blum / Rue Odette Pain;B 235;;Livré;04/11/2019;2019;02/03/2020;2020;2023;4;;40;40;0;;0;;;;0;0;40;;;0;;;;;0;2020;;;;;;0;;;0;;0;17;15;8;0;0;;;;;;;;;;"AAP ""post-covid"" pour 40 LAC mais agréments 2020 pour 40 LLI - DAACT oct 2023";N Chopin DHRU;ANRU Sitadel2 CDC habitat DRIHL;janv-24
Bondy;09301019B0019;Secteur aménagé;PRU1 / AAP;PRU 1 Bondy / AAP IMGP 1;;CN;Noue Caillet;Non;CIN Plaine de l'Ourcq;Abreuvoir Bondy Nord Centre Pont de Bondy Sablière Secteur Sud;Oui;Non;Oui;Oui;I3F CLARM;;;MOD;Cap Nature;Avenue Suzanne Buisson - Rue Odette Pain;B 192 354 381;;Livré;19/09/2019;2019;30/07/2020;2020;2023;4;;39;39;0;;0;;;;39;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;10;18;11;0;0;;;;;;;;;;livré printemps 2023;N Chopin DHRU;Ville promoteur;févr-23
Bondy;09301020B0069;Secteur aménagé;ZAC;ZAC des Rives de l'Ourcq;Séquano;CN;Secteur Centre;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;Poly-Cités;CDC Habitat / IN LI;;VEFA;Les Terrasses du Canal (Lot C10);Chemin Latéral;;;Livré;05/03/2021;2021;29/10/2021;2021;2023;2;C0663-31-0073 / 2022;123;123;0;;54;;;;0;0;30;;;39;;24;15;0;0;2020;;24;0;24;;0;;;0;;6;38;27;10;3;39;;;572;;;;;;?;performance E3-C1 et label Bâtiment Biosourcé - accord RO SSDH / CDC habitat - livré déc 2023;S Sztrajt N Chopin O Larique DHRU;SEQUANO DAD ANRU DRIHL;janv.-24
Bondy;;Diffus;;;;CN;NC;Non;NC;;NC;NC;NC;NC;PC individuels (1 logement) livraisons 2023;;;;;PC individuels (1 logement) livraisons 2023;;;Livré;;2021;;2022;2023;2;;6;6;0;;6;;;;;;;;;;;;;;0;;;;;;;;;;;;NC;NC;NC;NC;NC;6;;;;;;;;;;A partir des livraisons 2019 les PC individuels correspondent à la somme des PC de 1 logement dont les travaux ont démarré l'année n-1;N Chopin DHRU;Sitadel2;mai-24
Bondy;09301018B0044;Secteur aménagé;ZAC;ZAC des Rives de l'Ourcq;Séquano;CN;Secteur Centre;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;Bouygues Immobilier;I3F;;VEFA;Carré des Rives (Lot C11a);11-15 chemin Latéral / 11 rue Simone Veil;H 364;;Livré;01/06/2018;2018;;2021;2024;6;C0663-31-0002 / 2020;66;66;0;;26;;;;0;0;0;;;40;;10;24;6;0;2018 et 2020;;10;6;16;;0;;;0;;7;16;24;15;4;0;;;486;;;;;;245;Dépôt PC différent des données transmises par la Sequano : 25 acc et 40 LLS / NPNRU hors site;N Chopin DHRU;Ville OPCU EE;janv.-25
Bondy;09301017B0040;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;Les Nouveaux Constructeurs / Delta Promotion;;;;Le Clos de L'Orme;142 avenue Henri Barbusse;Y 21;;Livré;20/02/2018;2018;;;2024;6;;49;49;0;;49;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;9;15;20;5;0;0;;;;;;;;;;livré;N Chopin DHRU;Ville promoteur;avr.-24
Bondy;09301021B0073;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;;;;;185 avenue de Rosny;AG 199;;Livré;11/02/2022;2022;01/09/2022;2022;2024;2;;3;3;0;;3;;;;0;0;0;;;0;;;;;0;;;;;;;;;;;;NC;NC;NC;NC;NC;3;;;;;;;;;;livré;N Chopin DHRU;Sitadel2 terrain;avr-25
Bondy;09301014B0057;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;;;;;;20 rue Noémie;AB 19;;Livré;27/11/2014;2014;02/01/2016;2016;2024;10;;4;4;0;;4;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;0;4;0;0;0;0;;;;;;;;;;livré;N Chopin DHRU;Sitadel2 terrain;avr-25
Bondy;09301021B0037;Diffus;;;;CN;De Lattre;Non;CIN Plaine de l'Ourcq;Abreuvoir Bondy Nord Centre Pont de Bondy Sablière Secteur Sud;Oui;Non;Non;Non;Promogim;CDC Habitat;;VEFA;L'Ecrin;37-41 avenue de Lattre de Tassigny;0 5 6 50;;Livré;02/08/2021;2021;;;2024;3;;35;35;0;;0;;;;0;0;35;;;0;;;;;0;;;;;;;;;;;;1;9;14;10;1;0;;;;;;;;;;lancement commercial juin 2022 / pas de PC enregistré dans sitadel / chantier lancé / plan de soutien CDC habitat VEFA LLI;N Chopin DHRU;promoteur CDC habitat;janv-25
Bondy;09301015B0069;Secteur aménagé;ZAC;ZAC des Rives de l'Ourcq;Séquano;CN;Secteur Salins;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;Spirit Immobilier / Euroequipements;Est Ensemble Habitat / CDC Habitat;;VEFA;Vue Canal (Lot S1a);4-28 route d'Aulnay;G 167;;Livré;18/06/2017;2017;11/07/2022;2022;2024;7;C0663-31-0070 / 2022;126;126;0;;67;;;;0;0;0;;;59;;28;31;0;0;2020;;28;31;59;;0;;;20;LAC;NC;NC;NC;NC;NC;126;;;;;;;;;;PRU 1 hors-site /  VEFA 20 logements CDC habitat LLI > LAC / livraison effective 1er trimestre 2024;S Sztrajt DHRU;Ville ANRU;janv.-25
Bondy;09301019B0008;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;Les Nouveaux Constructeurs;Association Foncière Logement;;;Villa des Lauriers;51-55 rue Edouard Vaillant;AK 126 127 139 140 141;;Livré;08/08/2019;2019;08/04/2021;2021;2024;5;;83;87;-4;;0;-4;;;0;0;87;;87;0;;;;;0;;;;;;;0;;;0;;1;34;32;20;0;0;;;;;;;;;;presque achevé lors de la visite terrain avr 2024 / DAACT oct 2024 / VEFA 100% AL;N Chopin DHRU;Ville terrain;janv-26
Bondy;09301020B0036;Diffus;;;;CN;;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;Les Nouveaux Constructeurs;Association Foncière Logement;;;;53 avenue Carnot / 29-31 rue Louis Auguste Blanqui;AC 7 36 37;;Livré;05/10/2020;2020;;2022;2024;4;;49;49;0;;0;;;;0;0;49;;49;0;;;;;0;;;;;;;0;;;0;;1;19;18;9;2;0;;;;;;;;;;livré lors de la visite terrain / 44 > 49 logts / VEFA 100% AL;N Chopin DHRU;Sitadel2 terrain;janv-26
Bondy;09301019B0030;Diffus;;;;CN;Hors Site;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;Les Nouveaux Constructeurs;ICF Habitat La Sablière / Association Foncière Logement;;VEFA;projet hors site ICF VEFA Blanqui;56-62 avenue Carnot / 20-28 rue Louis Auguste Blanqui;AJ 63 225 226;;Livré;07/01/2020;2020;01/03/2021;2021;2024;4;C0663-31-0079 / 2022;91;95;-4;;10;-4;;;0;0;59;;59;26;;16;10;0;0;2020;;16;10;26;;0;;;0;;15;34;34;14;0;-2;;;;;;;;;;DAACT sept 2023 / VEFA 59 logts AL;N Chopin DHRU;Ville Sitadel2 EE ANRU;janv-26
Bondy;09301020B0056;Secteur aménagé;ZAC;ZAC des Rives de l'Ourcq;Séquano;CN;Secteur Centre;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;Verrecchia;IN LI;;VEFA;Acquarello 1  (Lot C9a1);Chemin de Halage;;;Livré;12/01/2021;2021;02/02/2022;2022;2024;3;;65;65;0;;55;;;;0;0;10;;;0;;;;;0;;;;;;;0;;;0;;2;22;24;11;6;0;;;;;;;;;;"124 logts au programme de la ZAC pour le lot 9a décomposé en 3 PC disctincts - 40 LLI agréés en 2020 ""chemin de halage"" sur ce lot";N Chopin DHRU;Sequano DAD DRIHL;oct.-24
Bondy;09301020B0057;Secteur aménagé;ZAC;ZAC des Rives de l'Ourcq;Séquano;CN;Secteur Centre;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;Verrecchia;IN LI;;;Acquarello 2 (Lot C9a2);Chemin de Halage;;;Livré;15/01/2021;2021;02/02/2022;2022;2024;3;;30;30;0;;0;;;;0;0;30;;;0;;;;;0;;;;;;;0;;;0;;4;6;9;11;0;0;;;;;;;;;;"124 logts au programme de la ZAC pour le lot 9a décomposé en 3 PC disctincts - 40 LLI agréés en 2020 ""chemin de halage"" sur ce lot";N Chopin DHRU;Sequano DAD DRIHL;oct.-24
Bondy;09301020B0058;Secteur aménagé;ZAC;ZAC des Rives de l'Ourcq;Séquano;CN;Secteur Centre;Non;CIN Plaine de l'Ourcq;;Non;Oui;Non;Non;Verrecchia;;;;Acquarello 3 (Lot C9a3);Chemin de Halage;;;Livré;15/01/2021;2021;02/02/2022;2022;2024;3;;29;29;0;;29;;;;0;0;0;;;0;;;;;0;;;;;;;0;;;0;;4;6;7;11;1;0;;;;;;;;;;"124 logts au programme de la ZAC pour le lot 9a décomposé en 3 PC disctincts - 40 LLI agréés en 2020 ""chemin de halage"" sur ce lot";N Chopin DHRU;Sequano DAD DRIHL;oct.-24
Bondy;;Diffus;;;;CN;NC;Non;NC;;NC;NC;NC;NC;PC individuels (1 logement) livraisons 2024;;;;;PC individuels (1 logement) livraisons 2024;;;Livré;;2022;;2023;2024;2;;1;1;0;;1;;;;0;0;0;;;0;;;;;0;;;;;;;;;;;;NC;NC;NC;NC;NC;1;;;;;;;;;;A partir des livraisons 2019 les PC individuels correspondent à la somme des PC de 1 logement dont les travaux ont démarré l'année n-1;N Chopin DHRU;Sitadel2;mai-25
