"Dossier";"Numéro - Type de dossier";"Code insee de la commune principale";"Année de dépôt";"Date de dépôt";"Dossier issu de la SVE ?"
"CU 93010 23 B0394";"CU";"93010";"2023";"06/10/2023";"0"
"AT 93010 23 B0039";"AT";"93010";"2023";"21/08/2023";"0"
"PC 93010 23 B0043";"PC";"93010";"2023";"28/07/2023";"0"
"DP 93010 23 B0158";"DP";"93010";"2023";"12/10/2023";"1"
"CU 93010 23 B0446";"CU";"93010";"2023";"13/11/2023";"0"
"DP 93010 23 B0170";"DP";"93010";"2023";"27/10/2023";"1"
"CU 93010 23 B0379";"CU";"93010";"2023";"28/09/2023";"1"
"CU 93010 23 B0424";"CU";"93010";"2023";"25/10/2023";"1"
"CU 93010 23 B0335";"CU";"93010";"2023";"10/08/2023";"0"
"CU 93010 23 B0382";"CU";"93010";"2023";"30/10/2023";"1"
"PC 93010 23 B0042";"PC";"93010";"2023";"27/07/2023";"1"
"CU 93010 23 B0392";"CU";"93010";"2023";"04/10/2023";"0"
"CU 93010 23 B0425";"CU";"93010";"2023";"26/10/2023";"1"
"AT 93010 23 B0047";"AT";"93010";"2023";"30/10/2023";"0"
"PC 93010 23 B0052";"PC";"93010";"2023";"10/10/2023";"1"
"DP 93010 23 B0178";"DP";"93010";"2023";"06/11/2023";"0"
"DP 93010 23 B0175";"DP";"93010";"2023";"08/11/2023";"0"
"PC 93010 22 B0002";"PC";"93010";"2022";"13/01/2022";"0"
"CU 93010 23 B0397";"CU";"93010";"2023";"13/10/2023";"1"
"DP 93010 23 B0038";"DP";"93010";"2023";"07/03/2023";"0"
"CU 93010 23 B0400";"CU";"93010";"2023";"09/10/2023";"0"
"PC 93010 23 B0055";"PC";"93010";"2023";"25/10/2023";"1"
"CU 93010 23 B0401";"CU";"93010";"2023";"10/10/2023";"0"
"PC 93010 19 B0037";"PC";"93010";"2019";"25/06/2019";"0"
"DP 93010 23 B0167";"DP";"93010";"2023";"23/10/2023";"0"
"DP 93010 23 B0174";"DP";"93010";"2023";"03/11/2023";"1"
"DP 93010 23 B0177";"DP";"93010";"2023";"03/11/2023";"0"
"PC 93010 15 B0025 M02";"PC";"93010";"2023";"21/06/2023";"0"
"PC 93010 15 B0069";"PC";"93010";"2015";"13/11/2015";"0"
"CU 93010 23 B0431";"CU";"93010";"2023";"02/11/2023";"1"
"CU 93010 23 B0427";"CU";"93010";"2023";"27/10/2023";"1"
"CU 93010 23 B0428";"CU";"93010";"2023";"27/10/2023";"1"
"CU 93010 23 B0433";"CU";"93010";"2023";"03/11/2023";"1"
"AT 93010 23 B0021";"AT";"93010";"2023";"02/05/2023";"0"
"CU 93010 23 B0348";"CU";"93010";"2023";"28/08/2023";"0"
"PC 93010 23 B0031";"PC";"93010";"2023";"23/06/2023";"1"
"CU 93010 23 B0383";"CU";"93010";"2023";"30/09/2023";"1"
"CU 93010 23 B0426";"CU";"93010";"2023";"26/10/2023";"1"
"CU 93010 23 B0399";"CU";"93010";"2023";"09/10/2023";"0"
"CU 93010 24 B0092";"CU";"93010";"2024";"11/03/2024";"1"
"CU 93010 24 B0023";"CU";"93010";"2024";"18/01/2024";"1"
"CU 93010 23 B0372";"CU";"93010";"2023";"21/09/2023";"1"
"PC 93010 20 B0059";"PC";"93010";"2020";"21/10/2020";"0"
"CU 93010 23 B0373";"CU";"93010";"2023";"13/09/2023";"0"
"CU 93010 23 B0374";"CU";"93010";"2023";"14/09/2023";"0"
"CU 93010 23 B0468";"CU";"93010";"2023";"30/11/2023";"0"
"DP 93010 23 B0122";"DP";"93010";"2023";"31/07/2023";"1"
"CU 93010 23 B0453";"CU";"93010";"2023";"22/11/2023";"1"
"CU 93010 23 B0456";"CU";"93010";"2023";"23/11/2023";"1"
"AT 93010 23 B0027";"AT";"93010";"2023";"05/06/2023";"0"
"DP 93010 21 B0218";"DP";"93010";"2021";"31/12/2021";"0"
"DP 93010 23 B0169";"DP";"93010";"2023";"25/10/2023";"1"
"CU 93010 23 B0447";"CU";"93010";"2023";"16/11/2023";"1"
"CU 93010 23 B0448";"CU";"93010";"2023";"14/11/2023";"0"
"CU 93010 23 B0451";"CU";"93010";"2023";"15/11/2023";"0"
"CU 93010 23 B0429";"CU";"93010";"2023";"27/10/2023";"1"
"CU 93010 23 B0434";"CU";"93010";"2023";"30/10/2023";"0"
"CU 93010 23 B0435";"CU";"93010";"2023";"25/10/2023";"0"
"CU 93010 23 B0444";"CU";"93010";"2023";"09/11/2023";"1"
"CU 93010 26 B0012";"CU";"93010";"2026";"15/01/2026";"1"
"PC 93010 23 B0032";"PC";"93010";"2023";"26/06/2023";"1"
"CU 93010 23 B0384";"CU";"93010";"2023";"28/09/2023";"0"
"DP 93010 23 B0186";"DP";"93010";"2023";"28/11/2023";"0"
"DP 93010 24 B0057";"DP";"93010";"2024";"23/04/2024";"1"
"DP 93010 23 B0116";"DP";"93010";"2023";"28/06/2023";"0"
"DP 93010 23 B0120";"DP";"93010";"2023";"20/07/2023";"1"
"DP 93010 23 B0171";"DP";"93010";"2023";"27/10/2023";"1"
"CU 93010 23 B0306";"CU";"93010";"2023";"20/07/2023";"1"
"PC 93010 23 B0039";"PC";"93010";"2023";"21/07/2023";"1"
"DP 93010 23 B0020";"DP";"93010";"2023";"08/02/2023";"0"
"DP 93010 23 B0190";"DP";"93010";"2023";"05/12/2023";"1"
"CU 93010 23 B0473";"CU";"93010";"2023";"04/12/2023";"0"
"DP 93010 23 B0181";"DP";"93010";"2023";"15/11/2023";"1"
"CU 93010 24 B0057";"CU";"93010";"2024";"12/02/2024";"0"
"CU 93010 23 B0298";"CU";"93010";"2023";"13/07/2023";"1"
"CU 93010 23 B0299";"CU";"93010";"2023";"13/07/2023";"1"
"AT 93010 23 B0048";"AT";"93010";"2023";"21/11/2023";"0"
"CU 93010 23 B0300";"CU";"93010";"2023";"13/07/2023";"1"
"CU 93010 23 B0464";"CU";"93010";"2023";"30/11/2023";"1"
"CU 93010 23 B0416";"CU";"93010";"2023";"23/10/2023";"1"
"CU 93010 23 B0465";"CU";"93010";"2023";"29/11/2023";"0"
"CU 93010 24 B0006";"CU";"93010";"2024";"09/01/2024";"1"
"DP 93010 23 B0162";"DP";"93010";"2023";"17/10/2023";"1"
"CU 93010 23 B0449";"CU";"93010";"2023";"15/11/2023";"0"
"CU 93010 23 B0450";"CU";"93010";"2023";"15/11/2023";"0"
"CU 93010 23 B0463";"CU";"93010";"2023";"29/11/2023";"1"
"CU 93010 23 B0462";"CU";"93010";"2023";"28/11/2023";"1"
"DP 93010 23 B0194";"DP";"93010";"2023";"07/12/2023";"0"
"DP 93010 23 B0166";"DP";"93010";"2023";"23/10/2023";"1"
"CU 93010 23 B0485";"CU";"93010";"2023";"13/12/2023";"1"
"CU 93010 23 B0487";"CU";"93010";"2023";"13/12/2023";"1"
"DP 93010 23 B0193";"DP";"93010";"2023";"08/12/2023";"1"
"CU 93010 23 B0307";"CU";"93010";"2023";"21/07/2023";"1"
"DP 93010 23 B0199";"DP";"93010";"2023";"12/12/2023";"0"
"DP 93010 23 B0197";"DP";"93010";"2023";"14/12/2023";"1"
"CU 93010 23 B0496";"CU";"93010";"2023";"20/12/2023";"1"
"CU 93010 23 B0489";"CU";"93010";"2023";"13/12/2023";"1"
"DP 93010 23 B0196";"DP";"93010";"2023";"14/12/2023";"1"
"PD 93010 23 B0008";"PD";"93010";"2023";"01/12/2023";"0"
"CU 93010 23 B0488";"CU";"93010";"2023";"13/12/2023";"1"
"CU 93010 23 B0498";"CU";"93010";"2023";"18/12/2023";"0"
"PC 93010 23 B0040";"PC";"93010";"2023";"21/07/2023";"1"
"DP 93010 23 B0115";"DP";"93010";"2023";"30/06/2023";"1"
"DP 93010 23 B0191";"DP";"93010";"2023";"05/12/2023";"0"
"CU 93010 24 B0024";"CU";"93010";"2024";"18/01/2024";"1"
"PC 93010 18 B0025 M01";"PC";"93010";"2023";"20/12/2023";"0"
"DP 93010 23 B0135";"DP";"93010";"2023";"17/08/2023";"0"
"CU 93010 23 B0436";"CU";"93010";"2023";"27/10/2023";"0"
"DP 93010 23 B0124";"DP";"93010";"2023";"31/07/2023";"0"
"CU 93010 23 B0490";"CU";"93010";"2023";"11/12/2023";"0"
"CU 93010 23 B0472";"CU";"93010";"2023";"05/12/2023";"0"
"CU 93010 23 B0470";"CU";"93010";"2023";"07/12/2023";"1"
"CU 93010 23 B0476";"CU";"93010";"2023";"07/12/2023";"0"
"CU 93010 23 B0474";"CU";"93010";"2023";"04/12/2023";"0"
"CU 93010 23 B0482";"CU";"93010";"2023";"11/12/2023";"1"
"CU 93010 23 B0477";"CU";"93010";"2023";"06/12/2023";"0"
"CU 93010 23 B0483";"CU";"93010";"2023";"11/12/2023";"1"
"DP 93010 23 B0148";"DP";"93010";"2023";"14/09/2023";"0"
"CU 93010 23 B0486";"CU";"93010";"2023";"13/12/2023";"1"
"CU 93010 23 B0308";"CU";"93010";"2023";"21/07/2023";"1"
"PC 93010 23 B0060";"PC";"93010";"2023";"05/12/2023";"0"
"DP 93010 24 B0047";"DP";"93010";"2024";"09/04/2024";"0"
"PD 93010 23 B0010";"PD";"93010";"2023";"14/12/2023";"1"
"CU 93010 24 B0041";"CU";"93010";"2024";"29/01/2024";"0"
"CU 93010 23 B0497";"CU";"93010";"2023";"18/12/2023";"0"
"DP 93010 23 B0202";"DP";"93010";"2023";"18/12/2023";"0"
"PD 93010 23 B0011";"PD";"93010";"2023";"11/12/2023";"0"
"AT 93010 23 B0046";"AT";"93010";"2023";"03/11/2023";"0"
"CU 93010 24 B0071";"CU";"93010";"2024";"21/02/2024";"1"
"CU 93010 24 B0075";"CU";"93010";"2024";"23/02/2024";"0"
"CU 93010 24 B0012";"CU";"93010";"2024";"16/01/2024";"1"
"PD 93010 23 B0006";"PD";"93010";"2023";"30/10/2023";"0"
"CU 93010 23 B0437";"CU";"93010";"2023";"06/11/2023";"1"
"DP 93010 23 B0144";"DP";"93010";"2023";"08/09/2023";"1"
"PD 93010 23 B0007";"PD";"93010";"2023";"30/10/2023";"0"
"DP 93010 23 B0108";"DP";"93010";"2023";"19/06/2023";"0"
"PC 93010 19 B0030";"PC";"93010";"2021";"29/05/2019";"0"
"DP 93010 23 B0129";"DP";"93010";"2023";"08/08/2023";"1"
"DP 93010 23 B0133";"DP";"93010";"2023";"09/08/2023";"1"
"PC 93010 23 B0049";"PC";"93010";"2023";"02/10/2023";"1"
"DP 93010 23 B0136";"DP";"93010";"2023";"21/08/2023";"0"
"CU 93010 23 B0471";"CU";"93010";"2023";"07/12/2023";"1"
"CU 93010 23 B0478";"CU";"93010";"2023";"08/12/2023";"1"
"CU 93010 23 B0484";"CU";"93010";"2023";"11/12/2023";"1"
"DP 93010 23 B0182";"DP";"93010";"2023";"15/11/2023";"0"
"CU 93010 23 B0494";"CU";"93010";"2023";"15/12/2023";"0"
"CU 93010 23 B0495";"CU";"93010";"2023";"19/12/2023";"1"
"CU 93010 24 B0034";"CU";"93010";"2024";"25/01/2024";"1"
"CU 93010 24 B0035";"CU";"93010";"2024";"26/01/2024";"1"
"CU 93010 24 B0037";"CU";"93010";"2024";"30/01/2024";"1"
"PC 93010 20 B0057 M02";"PC";"93010";"2024";"23/01/2024";"0"
"DP 93010 24 B0016";"DP";"93010";"2024";"06/02/2024";"1"
"DP 93010 23 B0165";"DP";"93010";"2023";"19/10/2023";"1"
"CU 93010 23 B0503";"CU";"93010";"2023";"21/12/2023";"0"
"AT 93010 23 B0052";"AT";"93010";"2023";"22/12/2023";"0"
"CU 93010 24 B0132";"CU";"93010";"2024";"05/04/2024";"1"
"CU 93010 24 B0014";"CU";"93010";"2024";"18/01/2024";"1"
"CU 93010 24 B0020";"CU";"93010";"2024";"18/01/2024";"1"
"CU 93010 24 B0015";"CU";"93010";"2024";"18/01/2024";"1"
"CU 93010 24 B0017";"CU";"93010";"2024";"18/01/2024";"1"
"DP 93010 24 B0008";"DP";"93010";"2024";"25/01/2024";"1"
"CU 93010 24 B0028";"CU";"93010";"2024";"22/01/2024";"1"
"CU 93010 24 B0021";"CU";"93010";"2024";"18/01/2024";"1"
"AT 93010 24 B0001";"AT";"93010";"2024";"16/01/2024";"0"
"DP 93010 24 B0004";"DP";"93010";"2024";"08/01/2024";"0"
"CU 93010 24 B0031";"CU";"93010";"2024";"24/01/2024";"1"
"CU 93010 23 B0504";"CU";"93010";"2023";"29/12/2023";"0"
"CU 93010 24 B0032";"CU";"93010";"2024";"19/01/2024";"0"
"CU 93010 24 B0033";"CU";"93010";"2024";"22/01/2024";"0"
"CU 93010 24 B0059";"CU";"93010";"2024";"14/02/2024";"0"
"PC 93010 24 B0003";"PC";"93010";"2024";"18/01/2024";"1"
"CU 93010 24 B0076";"CU";"93010";"2024";"23/02/2024";"0"
"CU 93010 24 B0078";"CU";"93010";"2024";"23/02/2024";"0"
"PC 93010 20 B0056";"PC";"93010";"2020";"09/10/2020";"0"
"PC 93010 20 B0057 M01";"PC";"93010";"2022";"14/01/2022";"0"
"CU 93010 24 B0003";"CU";"93010";"2024";"04/01/2024";"1"
"CU 93010 24 B0009";"CU";"93010";"2024";"11/01/2024";"1"
"CU 93010 24 B0004";"CU";"93010";"2024";"05/01/2024";"1"
"PC 93010 20 B0057";"PC";"93010";"2020";"14/09/2020";"0"
"DP 93010 24 B0001";"DP";"93010";"2024";"02/01/2024";"1"
"AT 93010 23 B0053";"AT";"93010";"2023";"22/12/2023";"0"
"DP 93010 24 B0002";"DP";"93010";"2024";"06/01/2024";"1"
"CU 93010 23 B0499";"CU";"93010";"2023";"20/12/2023";"0"
"DP 93010 22 B0156";"DP";"93010";"2022";"25/10/2022";"1"
"AT 93010 24 B0004";"AT";"93010";"2024";"31/01/2024";"0"
"DP 93010 23 B0203";"DP";"93010";"2023";"26/12/2023";"1"
"DP 93010 24 B0010";"DP";"93010";"2024";"31/01/2024";"1"
"DP 93010 23 B0060";"DP";"93010";"2023";"11/04/2023";"1"
"DP 93010 24 B0007";"DP";"93010";"2024";"24/01/2024";"1"
"PC 93010 23 B0062";"PC";"93010";"2023";"19/12/2023";"1"
"CU 93010 23 B0502";"CU";"93010";"2023";"28/12/2023";"1"
"CU 93010 24 B0094";"CU";"93010";"2024";"11/03/2024";"1"
"CU 93010 24 B0013";"CU";"93010";"2024";"18/01/2024";"1"
"CU 93010 24 B0048";"CU";"93010";"2024";"05/02/2024";"0"
"CU 93010 24 B0202";"CU";"93010";"2024";"31/05/2024";"0"
"CU 93010 24 B0050";"CU";"93010";"2024";"08/02/2024";"1"
"DP 93010 24 B0013";"DP";"93010";"2024";"01/02/2024";"0"
"CU 93010 24 B0016";"CU";"93010";"2024";"18/01/2024";"1"
"AT 93010 24 B0005";"AT";"93010";"2024";"01/02/2024";"0"
"DP 93010 24 B0014";"DP";"93010";"2024";"01/02/2024";"0"
"DP 93010 24 B0011";"DP";"93010";"2024";"31/01/2024";"0"
"CU 93010 24 B0077";"CU";"93010";"2024";"23/02/2024";"0"
"PD 93010 23 B0009";"PD";"93010";"2023";"05/12/2023";"1"
"PC 93010 14 B0057 M01";"PC";"93010";"2023";"28/07/2023";"0"
"AT 93010 23 B0038";"AT";"93010";"2023";"21/08/2023";"0"
"CU 93010 24 B0039";"CU";"93010";"2024";"25/01/2024";"0"
"CU 93010 24 B0044";"CU";"93010";"2024";"06/02/2024";"1"
"CU 93010 24 B0045";"CU";"93010";"2024";"06/02/2024";"1"
"CU 93010 23 B0505";"CU";"93010";"2023";"29/12/2023";"0"
"CU 93010 24 B0007";"CU";"93010";"2024";"09/01/2024";"1"
"CU 93010 24 B0008";"CU";"93010";"2024";"05/01/2024";"0"
"CU 93010 23 B0500";"CU";"93010";"2023";"20/12/2023";"0"
"PC 93010 23 B0038";"PC";"93010";"2023";"13/07/2023";"1"
"DP 93010 24 B0017";"DP";"93010";"2024";"06/02/2024";"1"
"CU 93010 23 B0501";"CU";"93010";"2023";"22/12/2023";"1"
"CU 93010 24 B0036";"CU";"93010";"2024";"29/01/2024";"1"
"CU 93010 24 B0052";"CU";"93010";"2024";"08/02/2024";"1"
"CU 93010 24 B0047";"CU";"93010";"2024";"05/02/2024";"0"
"CU 93010 24 B0093";"CU";"93010";"2024";"07/03/2024";"0"
"CU 93010 24 B0025";"CU";"93010";"2024";"16/01/2024";"0"
"DP 93010 23 B0188";"DP";"93010";"2023";"01/12/2023";"0"
"CU 93010 24 B0030";"CU";"93010";"2024";"17/01/2024";"0"
"CU 93010 24 B0054";"CU";"93010";"2024";"13/02/2024";"1"
"DP 93010 23 B0183";"DP";"93010";"2023";"20/11/2023";"0"
"DP 93010 24 B0104";"DP";"93010";"2024";"01/07/2024";"0"
"PC 93010 24 B0005";"PC";"93010";"2024";"09/02/2024";"1"
"PC 93010 20 B0056 M02";"PC";"93010";"2024";"23/01/2024";"0"
"DP 93010 24 B0022";"DP";"93010";"2024";"16/02/2024";"1"
"CU 93010 24 B0027";"CU";"93010";"2024";"19/01/2024";"1"
"CU 93010 24 B0060";"CU";"93010";"2024";"16/02/2024";"0"
"DP 93010 23 B0198";"DP";"93010";"2023";"14/12/2023";"1"
"CU 93010 23 B0506";"CU";"93010";"2023";"29/12/2023";"0"
"CU 93010 24 B0038";"CU";"93010";"2024";"25/01/2024";"0"
"CU 93010 24 B0042";"CU";"93010";"2024";"29/01/2024";"0"
"DP 93010 24 B0006";"DP";"93010";"2024";"19/01/2024";"1"
"DP 93010 24 B0005";"DP";"93010";"2024";"11/01/2024";"0"
"AT 93010 24 B0010";"AT";"93010";"2024";"18/03/2024";"0"
"DP 93010 24 B0012";"DP";"93010";"2024";"31/01/2024";"1"
"DP 93010 23 B0200";"DP";"93010";"2023";"14/12/2023";"1"
"CU 93010 24 B0046";"CU";"93010";"2024";"02/02/2024";"0"
"CU 93010 24 B0049";"CU";"93010";"2024";"05/02/2024";"0"
"CU 93010 24 B0051";"CU";"93010";"2024";"08/02/2024";"1"
"CU 93010 24 B0018";"CU";"93010";"2024";"18/01/2024";"1"
"CU 93010 24 B0019";"CU";"93010";"2024";"18/01/2024";"1"
"CU 93010 24 B0053";"CU";"93010";"2024";"08/02/2024";"1"
"CU 93010 24 B0100";"CU";"93010";"2024";"13/03/2024";"1"
"CU 93010 24 B0022";"CU";"93010";"2024";"18/01/2024";"1"
"CU 93010 24 B0001";"CU";"93010";"2024";"02/01/2024";"1"
"CU 93010 24 B0026";"CU";"93010";"2024";"15/01/2024";"0"
"CU 93010 24 B0002";"CU";"93010";"2024";"03/01/2024";"1"
"CU 93010 24 B0005";"CU";"93010";"2024";"05/01/2024";"1"
"PC 93010 20 B0056 M01";"PC";"93010";"2022";"14/01/2022";"0"
"CU 93010 24 B0010";"CU";"93010";"2024";"10/01/2024";"0"
"CU 93010 24 B0040";"CU";"93010";"2024";"29/01/2024";"0"
"PC 93010 24 B0008";"PC";"93010";"2024";"04/03/2024";"1"
"DP 93010 23 B0173";"DP";"93010";"2023";"02/11/2023";"1"
"DP 93010 24 B0015";"DP";"93010";"2024";"29/01/2024";"0"
"CU 93010 24 B0139";"CU";"93010";"2024";"15/04/2024";"1"
"CU 93010 24 B0081";"CU";"93010";"2024";"29/02/2024";"1"
"CU 93010 24 B0082";"CU";"93010";"2024";"01/03/2024";"1"
"CU 93010 24 B0058";"CU";"93010";"2024";"14/02/2024";"0"
"PC 93010 24 B0006";"PC";"93010";"2024";"15/02/2024";"1"
"PC 93010 18 B0025";"PC";"93010";"2018";"17/05/2018";"0"
"PC 93010 21 B0070 M01";"PC";"93010";"2024";"28/02/2024";"0"
"AT 93010 23 B0049";"AT";"93010";"2023";"20/11/2023";"0"
"CU 93010 24 B0061";"CU";"93010";"2024";"15/02/2024";"0"
"CU 93010 24 B0065";"CU";"93010";"2024";"19/02/2024";"0"
"CU 93010 24 B0062";"CU";"93010";"2024";"15/02/2024";"0"
"CU 93010 24 B0063";"CU";"93010";"2024";"15/02/2024";"0"
"CU 93010 24 B0064";"CU";"93010";"2024";"16/02/2024";"1"
"CU 93010 24 B0066";"CU";"93010";"2024";"20/02/2024";"1"
"CU 93010 24 B0068";"CU";"93010";"2024";"20/02/2024";"1"
"CU 93010 24 B0070";"CU";"93010";"2024";"21/02/2024";"1"
"CU 93010 24 B0074";"CU";"93010";"2024";"22/02/2024";"0"
"CU 93010 24 B0080";"CU";"93010";"2024";"26/02/2024";"0"
"CU 93010 24 B0079";"CU";"93010";"2024";"27/02/2024";"1"
"AT 93010 24 B0008";"AT";"93010";"2024";"06/03/2024";"0"
"DP 93010 24 B0020";"DP";"93010";"2024";"12/02/2024";"0"
"CU 93010 24 B0109";"CU";"93010";"2024";"19/03/2024";"1"
"CU 93010 24 B0083";"CU";"93010";"2024";"28/02/2024";"0"
"CU 93010 24 B0084";"CU";"93010";"2024";"06/03/2024";"1"
"CU 93010 24 B0085";"CU";"93010";"2024";"06/03/2024";"1"
"CU 93010 24 B0086";"CU";"93010";"2024";"06/03/2024";"1"
"CU 93010 24 B0088";"CU";"93010";"2024";"07/03/2024";"1"
"CU 93010 24 B0089";"CU";"93010";"2024";"07/03/2024";"1"
"CU 93010 24 B0090";"CU";"93010";"2024";"07/03/2024";"1"
"PC 93010 23 B0057";"PC";"93010";"2023";"13/11/2023";"0"
"CU 93010 24 B0073";"CU";"93010";"2024";"22/02/2024";"1"
"CU 93010 24 B0067";"CU";"93010";"2024";"20/02/2024";"1"
"CU 93010 24 B0069";"CU";"93010";"2024";"21/02/2024";"1"
"CU 93010 24 B0072";"CU";"93010";"2024";"21/02/2024";"0"
"CU 93010 24 B0087";"CU";"93010";"2024";"06/03/2024";"1"
"PC 93010 24 B0004";"PC";"93010";"2024";"25/01/2024";"1"
"DP 93010 24 B0034";"DP";"93010";"2024";"19/03/2024";"0"
"DP 93010 24 B0030";"DP";"93010";"2024";"12/03/2024";"1"
"DP 93010 24 B0031";"DP";"93010";"2024";"13/03/2024";"1"
"PC 93010 20 B0058 M01";"PC";"93010";"2022";"14/02/2022";"0"
"CU 93010 24 B0095";"CU";"93010";"2024";"08/03/2024";"0"
"PC 93010 17 B0053 M01";"PC";"93010";"2024";"22/03/2024";"0"
"PC 93010 17 B0053";"PC";"93010";"2017";"18/09/2017";"0"
"DP 93010 24 B0045";"DP";"93010";"2024";"29/03/2024";"0"
"DP 93010 24 B0036";"DP";"93010";"2024";"21/03/2024";"1"
"DP 93010 24 B0026";"DP";"93010";"2024";"28/02/2024";"1"
"DP 93010 24 B0033";"DP";"93010";"2024";"14/03/2024";"1"
"DP 93010 24 B0037";"DP";"93010";"2024";"22/03/2024";"0"
"CU 93010 24 B0115";"CU";"93010";"2024";"22/03/2024";"1"
"CU 93010 24 B0113";"CU";"93010";"2024";"20/03/2024";"0"
"DP 93010 24 B0025";"DP";"93010";"2024";"28/02/2024";"1"
"CU 93010 24 B0114";"CU";"93010";"2024";"20/03/2024";"0"
"CU 93010 24 B0116";"CU";"93010";"2024";"22/03/2024";"1"
"PC 93010 23 B0058";"PC";"93010";"2023";"22/11/2023";"1"
"CU 93010 24 B0117";"CU";"93010";"2024";"22/03/2024";"1"
"CU 93010 24 B0118";"CU";"93010";"2024";"21/03/2024";"0"
"CU 93010 24 B0101";"CU";"93010";"2024";"11/03/2024";"0"
"CU 93010 24 B0106";"CU";"93010";"2024";"15/03/2024";"1"
"CU 93010 24 B0107";"CU";"93010";"2024";"15/03/2024";"1"
"DP 93010 21 B0119";"DP";"93010";"2021";"10/06/2021";"0"
"CU 93010 24 B0096";"CU";"93010";"2024";"12/03/2024";"1"
"CU 93010 24 B0097";"CU";"93010";"2024";"12/03/2024";"1"
"CU 93010 24 B0098";"CU";"93010";"2024";"13/03/2024";"1"
"CU 93010 24 B0099";"CU";"93010";"2024";"13/03/2024";"1"
"DP 93010 24 B0023";"DP";"93010";"2024";"22/02/2024";"0"
"AT 93010 24 B0009";"AT";"93010";"2024";"07/03/2024";"0"
"CU 93010 24 B0110";"CU";"93010";"2024";"19/03/2024";"1"
"CU 93010 24 B0165";"CU";"93010";"2024";"06/05/2024";"1"
"CU 93010 24 B0111";"CU";"93010";"2024";"20/03/2024";"1"
"PC 93010 24 B0009";"PC";"93010";"2024";"25/03/2024";"1"
"CU 93010 24 B0102";"CU";"93010";"2024";"14/03/2024";"1"
"CU 93010 24 B0103";"CU";"93010";"2024";"15/03/2024";"1"
"PC 93010 22 B0049";"PC";"93010";"2022";"15/07/2022";"0"
"CU 93010 24 B0104";"CU";"93010";"2024";"15/03/2024";"1"
"CU 93010 24 B0105";"CU";"93010";"2024";"15/03/2024";"1"
"CU 93010 24 B0108";"CU";"93010";"2024";"18/03/2024";"1"
"DP 93010 23 B0184";"DP";"93010";"2023";"24/11/2023";"0"
"CU 93010 24 B0125";"CU";"93010";"2024";"29/03/2024";"0"
"CU 93010 24 B0119";"CU";"93010";"2024";"22/03/2024";"0"
"CU 93010 24 B0153";"CU";"93010";"2024";"24/04/2024";"0"
"CU 93010 24 B0141";"CU";"93010";"2024";"16/04/2024";"1"
"DP 93010 24 B0069";"DP";"93010";"2024";"06/05/2024";"0"
"PC 93010 20 B0036 M01";"PC";"93010";"2021";"10/11/2021";"0"
"DP 93010 24 B0106";"DP";"93010";"2024";"02/07/2024";"1"
"PC 93010 19 B0065 M04";"PC";"93010";"2026";"05/03/2026";"0"
"CU 93010 24 B0188";"CU";"93010";"2024";"21/05/2024";"1"
"CU 93010 24 B0212";"CU";"93010";"2024";"11/06/2024";"1"
"PC 93010 20 B0058 M02";"PC";"93010";"2024";"27/05/2024";"0"
"CU 93010 24 B0231";"CU";"93010";"2024";"25/06/2024";"1"
"DP 93010 24 B0080";"DP";"93010";"2024";"21/05/2024";"1"
"CU 93010 24 B0154";"CU";"93010";"2024";"29/04/2024";"1"
"PC 93010 20 B0080 T01";"PC";"93010";"2023";"30/03/2023";"0"
"CU 93010 24 B0173";"CU";"93010";"2024";"13/05/2024";"1"
"CU 93010 24 B0174";"CU";"93010";"2024";"13/05/2024";"1"
"DP 93010 24 B0083";"DP";"93010";"2024";"21/05/2024";"0"
"PC 93010 22 B0062 M01";"PC";"93010";"2024";"31/01/2024";"0"
"DP 93010 24 B0074";"DP";"93010";"2024";"14/05/2024";"1"
"DP 93010 24 B0087";"DP";"93010";"2024";"28/05/2024";"1"
"DP 93010 24 B0077";"DP";"93010";"2024";"17/05/2024";"1"
"DP 93010 24 B0072";"DP";"93010";"2024";"13/05/2024";"0"
"DP 93010 24 B0081";"DP";"93010";"2024";"21/05/2024";"0"
"PC 93010 24 B0022";"PC";"93010";"2024";"28/05/2024";"1"
"CU 93010 24 B0189";"CU";"93010";"2024";"21/05/2024";"0"
"CU 93010 24 B0142";"CU";"93010";"2024";"15/04/2024";"0"
"CU 93010 24 B0144";"CU";"93010";"2024";"15/04/2024";"0"
"DP 93010 24 B0058";"DP";"93010";"2024";"23/04/2024";"1"
"CU 93010 24 B0112";"CU";"93010";"2024";"20/03/2024";"1"
"DP 93010 24 B0043";"DP";"93010";"2024";"02/04/2024";"1"
"PC 93010 24 B0010";"PC";"93010";"2024";"26/03/2024";"1"
"CU 93010 24 B0129";"CU";"93010";"2024";"03/04/2024";"1"
"DP 93010 24 B0050";"DP";"93010";"2024";"08/04/2024";"0"
"CU 93010 24 B0126";"CU";"93010";"2024";"29/03/2024";"0"
"CU 93010 24 B0130";"CU";"93010";"2024";"04/04/2024";"1"
"CU 93010 24 B0127";"CU";"93010";"2024";"03/04/2024";"1"
"PC 93010 09 B0005 M01";"PC";"93010";"2024";"23/01/2024";"0"
"DP 93010 24 B0024";"DP";"93010";"2024";"26/02/2024";"1"
"DP 93010 24 B0038";"DP";"93010";"2024";"25/03/2024";"1"
"PC 93010 24 B0016";"PC";"93010";"2024";"12/04/2024";"0"
