"";"code";"contenance";"adresse";"nom";"categorie";"dsiren"
"1936";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08540379"
"1937";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U29914567"
"1938";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08540411"
"1939";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08542698"
"1940";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U09108397"
"1941";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U18042565"
"1942";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U09085571"
"1943";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08543753"
"1944";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U18861796"
"1945";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U15957074"
"1946";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08670838"
"1947";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U17887627"
"1948";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08676314"
"1949";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08674434"
"1950";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U30929032"
"1951";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U15347714"
"1952";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U28733773"
"1953";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08537060"
"1954";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U19522679"
"1955";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08546384"
"1956";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08540486"
"1957";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08537284"
"1958";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U10944801"
"1959";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U15995826"
"1960";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08546996"
"1961";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U12290665"
"1962";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08540361"
"1963";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08546954"
"1964";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08671935"
"1965";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U16881867"
"1966";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08660979"
"1967";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08540320"
"1968";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08678310"
"1969";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U17093967"
"1970";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U10926260"
"1971";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U29973486"
"1972";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U29764014"
"1973";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U11839004"
"1974";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08543993"
"1975";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U29874654"
"1976";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U12670549"
"1977";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08661407"
"1978";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08548034"
"1979";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08674590"
"1980";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U19269612"
"1981";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U15027515"
"1982";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U19758451"
"1983";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08675373"
"1984";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U15626967"
"1985";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U16950630"
"1986";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08675803"
"1987";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U19766834"
"1988";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U29802919"
"1989";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U29274516"
"1990";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08542136"
"1991";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U11313688"
"1992";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U20756736"
"1993";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08676413"
"1994";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U19237078"
"1995";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U29230733"
"1996";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08536393"
"1997";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U17291119"
"1998";" P0081";401;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08679821"
"1999";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19158304"
"2000";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08679235"
"2001";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U14541819"
"2002";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08543860"
"2003";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08677759"
"2004";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U16381256"
"2005";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U30092514"
"2006";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08537243"
"2007";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U14485540"
"2008";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08541377"
"2009";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08540304"
"2010";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08663494"
"2011";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08675167"
"2012";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19004097"
"2013";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08677486"
"2014";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29803605"
"2015";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29931101"
"2016";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08675365"
"2017";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08675019"
"2018";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08675951"
"2019";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08675316"
"2020";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08677502"
"2021";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U14282705"
"2022";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08675423"
"2023";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U20635582"
"2024";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08539488"
"2025";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08679078"
"2026";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08542599"
"2027";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U17902245"
"2028";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19212282"
"2029";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08666570"
"2030";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19695466"
"2031";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U15541898"
"2032";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29230724"
"2033";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08673956"
"2034";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29274491"
"2035";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08538035"
"2036";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08542110"
"2037";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08545246"
"2038";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08545436"
"2039";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08542326"
"2040";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08540379"
"2041";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29914567"
"2042";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08540411"
"2043";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08542698"
"2044";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U09108397"
"2045";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U18042565"
"2046";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U09085571"
"2047";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08543753"
"2048";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U18861796"
"2049";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U15957074"
"2050";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08670838"
"2051";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U17887627"
"2052";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08676314"
"2053";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08674434"
"2054";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U30929032"
"2055";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U15347714"
"2056";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U28733773"
"2057";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08537060"
"2058";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19522679"
"2059";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08546384"
"2060";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08540486"
"2061";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08537284"
"2062";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U10944801"
"2063";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U15995826"
"2064";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08546996"
"2065";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U12290665"
"2066";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08540361"
"2067";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08546954"
"2068";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08671935"
"2069";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U16881867"
"2070";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08660979"
"2071";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08540320"
"2072";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08678310"
"2073";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U17093967"
"2074";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U10926260"
"2075";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29973486"
"2076";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29764014"
"2077";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U11839004"
"2078";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08543993"
"2079";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29874654"
"2080";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U12670549"
"2081";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08661407"
"2082";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08548034"
"2083";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08674590"
"2084";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19269612"
"2085";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U15027515"
"2086";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19758451"
"2087";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08675373"
"2088";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U15626967"
"2089";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U16950630"
"2090";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08675803"
"2091";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19766834"
"2092";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29802919"
"2093";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29274516"
"2094";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08542136"
"2095";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U11313688"
"2096";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U20756736"
"2097";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08676413"
"2098";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19237078"
"2099";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29230733"
"2100";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08536393"
"2101";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U17291119"
"2102";" N0013";1244;"160 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08679821"
"2103";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U19158304"
"2104";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08679235"
"2105";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U14541819"
"2106";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08543860"
"2107";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08677759"
"2108";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U16381256"
"2109";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U30092514"
"2110";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08537243"
"2111";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U14485540"
"2112";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08541377"
"2113";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08540304"
"2114";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08663494"
"2115";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08675167"
"2116";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U19004097"
"2117";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08677486"
"2118";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U29803605"
"2119";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U29931101"
"2120";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08675365"
"2121";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08675019"
"2122";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08675951"
"2123";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08675316"
"2124";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08677502"
"2125";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U14282705"
"2126";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08675423"
"2127";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U20635582"
"2128";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08539488"
"2129";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08679078"
"2130";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08542599"
"2131";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U17902245"
"2132";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U19212282"
"2133";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08666570"
"2134";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U19695466"
"2135";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U15541898"
"2136";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U29230724"
"2137";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08673956"
"2138";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U29274491"
"2139";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08538035"
"2140";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08542110"
"2141";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08545246"
"2142";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08545436"
"2143";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08542326"
"2144";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08540379"
"2145";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U29914567"
"2146";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08540411"
"2147";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08542698"
"2148";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U09108397"
"2149";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U18042565"
"2150";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U09085571"
"2151";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08543753"
"2152";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U18861796"
"2153";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U15957074"
"2154";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08670838"
"2155";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U17887627"
"2156";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08676314"
"2157";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08674434"
"2158";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U30929032"
"2159";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U15347714"
"2160";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U28733773"
"2161";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08537060"
"2162";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U19522679"
"2163";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08546384"
"2164";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08540486"
"2165";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08537284"
"2166";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U10944801"
"2167";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U15995826"
"2168";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08546996"
"2169";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U12290665"
"2170";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08540361"
"2171";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08546954"
"2172";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08671935"
"2173";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U16881867"
"2174";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08660979"
"2175";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08540320"
"2176";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08678310"
"2177";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U17093967"
"2178";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U10926260"
"2179";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U29973486"
"2180";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U29764014"
"2181";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U11839004"
"2182";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08543993"
"2183";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U29874654"
"2184";" P0066";425;"56 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U12670549"
