"";"code";"contenance";"adresse";"nom";"categorie";"dsiren"
"563";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08675316"
"564";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08677502"
"565";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U14282705"
"566";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08675423"
"567";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U20635582"
"568";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08539488"
"569";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08679078"
"570";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08542599"
"571";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U17902245"
"572";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19212282"
"573";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08666570"
"574";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19695466"
"575";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U15541898"
"576";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29230724"
"577";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08673956"
"578";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29274491"
"579";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08538035"
"580";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08542110"
"581";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08545246"
"582";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08545436"
"583";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08542326"
"584";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08540379"
"585";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29914567"
"586";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08540411"
"587";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08542698"
"588";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U09108397"
"589";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U18042565"
"590";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U09085571"
"591";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08543753"
"592";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U18861796"
"593";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U15957074"
"594";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08670838"
"595";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U17887627"
"596";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08676314"
"597";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08674434"
"598";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U30929032"
"599";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U15347714"
"600";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U28733773"
"601";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08537060"
"602";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19522679"
"603";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08546384"
"604";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08540486"
"605";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08537284"
"606";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U10944801"
"607";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U15995826"
"608";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08546996"
"609";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U12290665"
"610";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08540361"
"611";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08546954"
"612";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08671935"
"613";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U16881867"
"614";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08660979"
"615";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08540320"
"616";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08678310"
"617";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U17093967"
"618";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U10926260"
"619";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29973486"
"620";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29764014"
"621";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U11839004"
"622";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08543993"
"623";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29874654"
"624";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U12670549"
"625";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08661407"
"626";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08548034"
"627";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08674590"
"628";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19269612"
"629";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U15027515"
"630";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19758451"
"631";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08675373"
"632";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U15626967"
"633";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U16950630"
"634";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08675803"
"635";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19766834"
"636";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29802919"
"637";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29274516"
"638";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08542136"
"639";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U11313688"
"640";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U20756736"
"641";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08676413"
"642";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U19237078"
"643";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U29230733"
"644";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08536393"
"645";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U17291119"
"646";" M0118";457;"208 AV GALLIENI";"LES COPROPRIETAIRES";"7";"U08679821"
"647";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U19158304"
"648";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08679235"
"649";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U14541819"
"650";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08543860"
"651";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08677759"
"652";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U16381256"
"653";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U30092514"
"654";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08537243"
"655";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U14485540"
"656";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08541377"
"657";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08540304"
"658";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08663494"
"659";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08675167"
"660";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U19004097"
"661";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08677486"
"662";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U29803605"
"663";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U29931101"
"664";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08675365"
"665";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08675019"
"666";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08675951"
"667";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08675316"
"668";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08677502"
"669";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U14282705"
"670";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08675423"
"671";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U20635582"
"672";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08539488"
"673";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08679078"
"674";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08542599"
"675";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U17902245"
"676";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U19212282"
"677";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08666570"
"678";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U19695466"
"679";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U15541898"
"680";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U29230724"
"681";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08673956"
"682";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U29274491"
"683";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08538035"
"684";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08542110"
"685";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08545246"
"686";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08545436"
"687";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08542326"
"688";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08540379"
"689";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U29914567"
"690";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08540411"
"691";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08542698"
"692";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U09108397"
"693";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U18042565"
"694";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U09085571"
"695";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08543753"
"696";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U18861796"
"697";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U15957074"
"698";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08670838"
"699";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U17887627"
"700";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08676314"
"701";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08674434"
"702";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U30929032"
"703";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U15347714"
"704";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U28733773"
"705";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08537060"
"706";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U19522679"
"707";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08546384"
"708";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08540486"
"709";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08537284"
"710";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U10944801"
"711";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U15995826"
"712";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08546996"
"713";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U12290665"
"714";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08540361"
"715";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08546954"
"716";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08671935"
"717";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U16881867"
"718";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08660979"
"719";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08540320"
"720";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08678310"
"721";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U17093967"
"722";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U10926260"
"723";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U29973486"
"724";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U29764014"
"725";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U11839004"
"726";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08543993"
"727";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U29874654"
"728";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U12670549"
"729";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08661407"
"730";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08548034"
"731";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08674590"
"732";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U19269612"
"733";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U15027515"
"734";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U19758451"
"735";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08675373"
"736";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U15626967"
"737";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U16950630"
"738";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08675803"
"739";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U19766834"
"740";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U29802919"
"741";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U29274516"
"742";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08542136"
"743";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U11313688"
"744";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U20756736"
"745";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08676413"
"746";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U19237078"
"747";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U29230733"
"748";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08536393"
"749";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U17291119"
"750";" J0027";345;"14 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08679821"
"751";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U19158304"
"752";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08679235"
"753";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U14541819"
"754";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08543860"
"755";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08677759"
"756";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U16381256"
"757";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U30092514"
"758";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08537243"
"759";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U14485540"
"760";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08541377"
"761";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08540304"
"762";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08663494"
"763";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08675167"
"764";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U19004097"
"765";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08677486"
"766";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U29803605"
"767";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U29931101"
"768";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08675365"
"769";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08675019"
"770";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08675951"
"771";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08675316"
"772";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08677502"
"773";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U14282705"
"774";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08675423"
"775";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U20635582"
"776";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08539488"
"777";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08679078"
"778";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08542599"
"779";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U17902245"
"780";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U19212282"
"781";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08666570"
"782";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U19695466"
"783";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U15541898"
"784";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U29230724"
"785";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08673956"
"786";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U29274491"
"787";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08538035"
"788";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08542110"
"789";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08545246"
"790";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08545436"
"791";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08542326"
"792";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08540379"
"793";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U29914567"
"794";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08540411"
"795";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08542698"
"796";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U09108397"
"797";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U18042565"
"798";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U09085571"
"799";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08543753"
"800";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U18861796"
"801";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U15957074"
"802";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08670838"
"803";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U17887627"
"804";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08676314"
"805";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08674434"
"806";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U30929032"
"807";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U15347714"
"808";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U28733773"
"809";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08537060"
"810";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U19522679"
"811";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08546384"
"812";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08540486"
"813";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08537284"
"814";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U10944801"
"815";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U15995826"
"816";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08546996"
"817";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U12290665"
"818";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08540361"
"819";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08546954"
"820";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08671935"
"821";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U16881867"
"822";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08660979"
"823";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08540320"
"824";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08678310"
"825";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U17093967"
"826";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U10926260"
"827";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U29973486"
"828";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U29764014"
"829";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U11839004"
"830";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08543993"
"831";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U29874654"
"832";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U12670549"
"833";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08661407"
"834";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08548034"
"835";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08674590"
"836";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U19269612"
"837";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U15027515"
"838";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U19758451"
"839";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08675373"
"840";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U15626967"
"841";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U16950630"
"842";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08675803"
"843";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U19766834"
"844";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U29802919"
"845";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U29274516"
"846";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08542136"
"847";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U11313688"
"848";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U20756736"
"849";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08676413"
"850";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U19237078"
"851";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U29230733"
"852";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08536393"
"853";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U17291119"
"854";" J0279";343;"16 VLA FLEURY";"LES COPROPRIETAIRES";"7";"U08679821"
"855";" P0034";437;"58 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U19158304"
"856";" P0034";437;"58 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08679235"
"857";" P0034";437;"58 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U14541819"
"858";" P0034";437;"58 AV MAL DE LATTRE DE TASSIGNY";"LES COPROPRIETAIRES";"7";"U08543860"
