"","numero","nom_voie","nom"
"229668",19,"Allée du Rendez-vous","le Saule Blanc"
"229669",20,"Allée du Rendez-vous","le Saule Blanc"
"229670",21,"Allée du Rendez-vous","le Saule Blanc"
"229671",22,"Allée du Rendez-vous","le Saule Blanc"
"229672",23,"Allée du Rendez-vous","le Saule Blanc"
"229673",24,"Allée du Rendez-vous","le Saule Blanc"
"229674",25,"Allée du Rendez-vous","le Saule Blanc"
"229675",26,"Allée du Rendez-vous","le Saule Blanc"
"229676",27,"Allée du Rendez-vous","le Saule Blanc"
"229677",28,"Allée du Rendez-vous","le Saule Blanc"
"229678",30,"Allée du Rendez-vous","le Saule Blanc"
"229679",32,"Allée du Rendez-vous","le Saule Blanc"
"229680",33,"Allée du Rendez-vous","le Saule Blanc"
"229681",34,"Allée du Rendez-vous","le Saule Blanc"
"229682",35,"Allée du Rendez-vous","le Saule Blanc"
"229683",36,"Allée du Rendez-vous","le Saule Blanc"
"229684",37,"Allée du Rendez-vous","le Saule Blanc"
"229685",38,"Allée du Rendez-vous","le Saule Blanc"
"229686",39,"Allée du Rendez-vous","le Saule Blanc"
"229687",40,"Allée du Rendez-vous","le Saule Blanc"
"229688",41,"Allée du Rendez-vous","le Saule Blanc"
"229689",42,"Allée du Rendez-vous","le Saule Blanc"
"229690",43,"Allée du Rendez-vous","le Saule Blanc"
"229691",44,"Allée du Rendez-vous","le Saule Blanc"
"229692",45,"Allée du Rendez-vous","le Saule Blanc"
"229694",48,"Allée du Rendez-vous","le Saule Blanc"
"229695",50,"Allée du Rendez-vous","le Saule Blanc"
"229696",52,"Allée du Rendez-vous","le Saule Blanc"
"229699",3,"Allée du Rendez-vous","le Saule Blanc"
"229700",34,"Allée du Rendez-vous","le Saule Blanc"
"229701",21,"Allée du Rendez-vous","le Saule Blanc"
"229702",52,"Allée du Rendez-vous","le Saule Blanc"
"229703",14,"Allée du Rendez-vous","le Saule Blanc"
"229704",15,"Allée du Rendez-vous","le Saule Blanc"
"229705",22,"Allée du Rendez-vous","le Saule Blanc"
"229706",17,"Allée du Rendez-vous","le Saule Blanc"
"229707",32,"Allée du Rendez-vous","le Saule Blanc"
"229708",2,"Rue Béranger","le Saule Blanc"
"229709",4,"Rue Béranger","le Saule Blanc"
"229710",6,"Rue Béranger","le Saule Blanc"
"229711",8,"Rue Béranger","le Saule Blanc"
"229712",10,"Rue Béranger","le Saule Blanc"
"229713",12,"Rue Béranger","le Saule Blanc"
"229714",13,"Rue Béranger","le Saule Blanc"
"229715",14,"Rue Béranger","le Saule Blanc"
"229716",15,"Rue Béranger","le Saule Blanc"
"229717",16,"Rue Béranger","le Saule Blanc"
"229718",18,"Rue Béranger","le Saule Blanc"
"229719",19,"Rue Béranger","le Saule Blanc"
"229720",20,"Rue Béranger","le Saule Blanc"
"229721",21,"Rue Béranger","le Saule Blanc"
"229722",22,"Rue Béranger","le Saule Blanc"
"229723",23,"Rue Béranger","le Saule Blanc"
"229724",24,"Rue Béranger","le Saule Blanc"
"229725",25,"Rue Béranger","le Saule Blanc"
"229726",26,"Rue Béranger","le Saule Blanc"
"229727",27,"Rue Béranger","le Saule Blanc"
"229728",28,"Rue Béranger","le Saule Blanc"
"229729",29,"Rue Béranger","le Saule Blanc"
"229730",30,"Rue Béranger","le Saule Blanc"
"229731",31,"Rue Béranger","le Saule Blanc"
"229732",33,"Rue Béranger","le Saule Blanc"
"229733",35,"Rue Béranger","le Saule Blanc"
"229734",37,"Rue Béranger","le Saule Blanc"
"229735",39,"Rue Béranger","le Saule Blanc"
"229736",41,"Rue Béranger","le Saule Blanc"
"229737",43,"Rue Béranger","le Saule Blanc"
"229738",45,"Rue Béranger","le Saule Blanc"
"229739",47,"Rue Béranger","le Saule Blanc"
"229740",49,"Rue Béranger","le Saule Blanc"
"229741",51,"Rue Béranger","le Saule Blanc"
"229742",6,"Rue Béranger","le Saule Blanc"
"229743",2,"Rue Béranger","le Saule Blanc"
"229744",2,"Rue Béranger","le Saule Blanc"
"229745",8,"Rue Béranger","le Saule Blanc"
"229746",4,"Rue Béranger","le Saule Blanc"
"229747",6,"Rue Béranger","le Saule Blanc"
"229809",2,"Rue Noémie","le Saule Blanc"
"229810",3,"Rue Noémie","le Saule Blanc"
"229811",4,"Rue Noémie","le Saule Blanc"
"229812",5,"Rue Noémie","le Saule Blanc"
"229813",6,"Rue Noémie","le Saule Blanc"
"229814",7,"Rue Noémie","le Saule Blanc"
"229815",9,"Rue Noémie","le Saule Blanc"
"229816",10,"Rue Noémie","le Saule Blanc"
"229817",11,"Rue Noémie","le Saule Blanc"
"229818",12,"Rue Noémie","le Saule Blanc"
"229819",13,"Rue Noémie","le Saule Blanc"
"229820",14,"Rue Noémie","le Saule Blanc"
"229821",15,"Rue Noémie","le Saule Blanc"
"229822",16,"Rue Noémie","le Saule Blanc"
"229823",17,"Rue Noémie","le Saule Blanc"
"229824",18,"Rue Noémie","le Saule Blanc"
"229825",19,"Rue Noémie","le Saule Blanc"
"229826",20,"Rue Noémie","le Saule Blanc"
"229827",21,"Rue Noémie","le Saule Blanc"
"229828",22,"Rue Noémie","le Saule Blanc"
"229829",23,"Rue Noémie","le Saule Blanc"
"229830",24,"Rue Noémie","le Saule Blanc"
"229831",25,"Rue Noémie","le Saule Blanc"
"229832",26,"Rue Noémie","le Saule Blanc"
"229833",32,"Rue Noémie","le Saule Blanc"
"230043",1,"Rue Henri Douillot","le Saule Blanc"
"230044",2,"Rue Henri Douillot","le Saule Blanc"
"230045",4,"Rue Henri Douillot","le Saule Blanc"
"230046",6,"Rue Henri Douillot","le Saule Blanc"
"230047",7,"Rue Henri Douillot","le Saule Blanc"
"230048",8,"Rue Henri Douillot","le Saule Blanc"
"230049",9,"Rue Henri Douillot","le Saule Blanc"
"230050",10,"Rue Henri Douillot","le Saule Blanc"
"230051",11,"Rue Henri Douillot","le Saule Blanc"
"230052",12,"Rue Henri Douillot","le Saule Blanc"
"230053",14,"Rue Henri Douillot","le Saule Blanc"
"230054",15,"Rue Henri Douillot","le Saule Blanc"
"230055",16,"Rue Henri Douillot","le Saule Blanc"
"230056",17,"Rue Henri Douillot","le Saule Blanc"
"230057",18,"Rue Henri Douillot","le Saule Blanc"
"230058",20,"Rue Henri Douillot","le Saule Blanc"
"230059",21,"Rue Henri Douillot","le Saule Blanc"
"230060",22,"Rue Henri Douillot","le Saule Blanc"
"230061",23,"Rue Henri Douillot","le Saule Blanc"
"230062",24,"Rue Henri Douillot","le Saule Blanc"
"230063",25,"Rue Henri Douillot","le Saule Blanc"
"230064",26,"Rue Henri Douillot","le Saule Blanc"
"230065",28,"Rue Henri Douillot","le Saule Blanc"
"230066",29,"Rue Henri Douillot","le Saule Blanc"
"230067",30,"Rue Henri Douillot","le Saule Blanc"
"230068",31,"Rue Henri Douillot","le Saule Blanc"
"230069",32,"Rue Henri Douillot","le Saule Blanc"
"230070",33,"Rue Henri Douillot","le Saule Blanc"
"230071",34,"Rue Henri Douillot","le Saule Blanc"
"230072",35,"Rue Henri Douillot","le Saule Blanc"
"230073",36,"Rue Henri Douillot","le Saule Blanc"
"230074",38,"Rue Henri Douillot","le Saule Blanc"
"230075",39,"Rue Henri Douillot","le Saule Blanc"
"230076",40,"Rue Henri Douillot","le Saule Blanc"
"230077",41,"Rue Henri Douillot","le Saule Blanc"
"230078",42,"Rue Henri Douillot","le Saule Blanc"
"230079",43,"Rue Henri Douillot","le Saule Blanc"
"230080",44,"Rue Henri Douillot","le Saule Blanc"
"230081",46,"Rue Henri Douillot","le Saule Blanc"
"230082",47,"Rue Henri Douillot","le Saule Blanc"
"230083",48,"Rue Henri Douillot","le Saule Blanc"
"230084",49,"Rue Henri Douillot","le Saule Blanc"
"230085",50,"Rue Henri Douillot","le Saule Blanc"
"230086",51,"Rue Henri Douillot","le Saule Blanc"
"230087",52,"Rue Henri Douillot","le Saule Blanc"
"230088",56,"Rue Henri Douillot","le Saule Blanc"
"230089",58,"Rue Henri Douillot","le Saule Blanc"
"230090",70,"Rue Henri Douillot","le Saule Blanc"
"230091",72,"Rue Henri Douillot","le Saule Blanc"
"230092",74,"Rue Henri Douillot","le Saule Blanc"
"230093",76,"Rue Henri Douillot","le Saule Blanc"
"230094",39,"Rue Henri Douillot","le Saule Blanc"
"230095",41,"Rue Henri Douillot","le Saule Blanc"
"230096",28,"Rue Henri Douillot","le Saule Blanc"
"230097",28,"Rue Henri Douillot","le Saule Blanc"
"230311",3,"Rue Robert Douvillez","le Saule Blanc"
"230312",5,"Rue Robert Douvillez","le Saule Blanc"
"230313",6,"Rue Robert Douvillez","le Saule Blanc"
"230314",7,"Rue Robert Douvillez","le Saule Blanc"
"230315",8,"Rue Robert Douvillez","le Saule Blanc"
"230316",9,"Rue Robert Douvillez","le Saule Blanc"
"230317",10,"Rue Robert Douvillez","le Saule Blanc"
"230318",11,"Rue Robert Douvillez","le Saule Blanc"
"230319",12,"Rue Robert Douvillez","le Saule Blanc"
"230320",13,"Rue Robert Douvillez","le Saule Blanc"
"230321",14,"Rue Robert Douvillez","le Saule Blanc"
"230322",15,"Rue Robert Douvillez","le Saule Blanc"
"230323",17,"Rue Robert Douvillez","le Saule Blanc"
"230324",20,"Rue Robert Douvillez","le Saule Blanc"
"230325",21,"Rue Robert Douvillez","le Saule Blanc"
"230326",23,"Rue Robert Douvillez","le Saule Blanc"
"230327",25,"Rue Robert Douvillez","le Saule Blanc"
"230328",26,"Rue Robert Douvillez","le Saule Blanc"
"230329",28,"Rue Robert Douvillez","le Saule Blanc"
"230330",29,"Rue Robert Douvillez","le Saule Blanc"
"230331",30,"Rue Robert Douvillez","le Saule Blanc"
"230332",31,"Rue Robert Douvillez","le Saule Blanc"
"230333",32,"Rue Robert Douvillez","le Saule Blanc"
"230334",33,"Rue Robert Douvillez","le Saule Blanc"
"230335",35,"Rue Robert Douvillez","le Saule Blanc"
"230336",37,"Rue Robert Douvillez","le Saule Blanc"
"230337",38,"Rue Robert Douvillez","le Saule Blanc"
"230338",39,"Rue Robert Douvillez","le Saule Blanc"
"230339",40,"Rue Robert Douvillez","le Saule Blanc"
"230340",41,"Rue Robert Douvillez","le Saule Blanc"
"230341",42,"Rue Robert Douvillez","le Saule Blanc"
"230342",43,"Rue Robert Douvillez","le Saule Blanc"
"230343",44,"Rue Robert Douvillez","le Saule Blanc"
"230344",46,"Rue Robert Douvillez","le Saule Blanc"
"230345",49,"Rue Robert Douvillez","le Saule Blanc"
"230346",51,"Rue Robert Douvillez","le Saule Blanc"
"230389",2,"Rue Louis Léon Collignon","le Saule Blanc"
"230390",3,"Rue Louis Léon Collignon","le Saule Blanc"
"230391",4,"Rue Louis Léon Collignon","le Saule Blanc"
"230392",5,"Rue Louis Léon Collignon","le Saule Blanc"
"230393",6,"Rue Louis Léon Collignon","le Saule Blanc"
"230394",7,"Rue Louis Léon Collignon","le Saule Blanc"
"230395",8,"Rue Louis Léon Collignon","le Saule Blanc"
"230396",9,"Rue Louis Léon Collignon","le Saule Blanc"
"230397",10,"Rue Louis Léon Collignon","le Saule Blanc"
"230398",11,"Rue Louis Léon Collignon","le Saule Blanc"
"230399",12,"Rue Louis Léon Collignon","le Saule Blanc"
"230400",13,"Rue Louis Léon Collignon","le Saule Blanc"
"230401",14,"Rue Louis Léon Collignon","le Saule Blanc"
"230402",15,"Rue Louis Léon Collignon","le Saule Blanc"
"230403",16,"Rue Louis Léon Collignon","le Saule Blanc"
"230404",17,"Rue Louis Léon Collignon","le Saule Blanc"
"230405",19,"Rue Louis Léon Collignon","le Saule Blanc"
"230406",20,"Rue Louis Léon Collignon","le Saule Blanc"
"230407",21,"Rue Louis Léon Collignon","le Saule Blanc"
"230408",22,"Rue Louis Léon Collignon","le Saule Blanc"
"230409",23,"Rue Louis Léon Collignon","le Saule Blanc"
"230410",24,"Rue Louis Léon Collignon","le Saule Blanc"
"230411",25,"Rue Louis Léon Collignon","le Saule Blanc"
"230412",26,"Rue Louis Léon Collignon","le Saule Blanc"
"230413",27,"Rue Louis Léon Collignon","le Saule Blanc"
"230414",28,"Rue Louis Léon Collignon","le Saule Blanc"
"230415",30,"Rue Louis Léon Collignon","le Saule Blanc"
"230416",32,"Rue Louis Léon Collignon","le Saule Blanc"
"230417",34,"Rue Louis Léon Collignon","le Saule Blanc"
"230418",2,"Rue Charles Ferdinand","le Saule Blanc"
"230419",4,"Rue Charles Ferdinand","le Saule Blanc"
"230420",5,"Rue Charles Ferdinand","le Saule Blanc"
"230421",6,"Rue Charles Ferdinand","le Saule Blanc"
"230422",7,"Rue Charles Ferdinand","le Saule Blanc"
"230423",8,"Rue Charles Ferdinand","le Saule Blanc"
"230424",9,"Rue Charles Ferdinand","le Saule Blanc"
"230425",11,"Rue Charles Ferdinand","le Saule Blanc"
"230426",12,"Rue Charles Ferdinand","le Saule Blanc"
"230427",13,"Rue Charles Ferdinand","le Saule Blanc"
"230428",14,"Rue Charles Ferdinand","le Saule Blanc"
"230429",15,"Rue Charles Ferdinand","le Saule Blanc"
"230430",16,"Rue Charles Ferdinand","le Saule Blanc"
"230431",17,"Rue Charles Ferdinand","le Saule Blanc"
"230432",18,"Rue Charles Ferdinand","le Saule Blanc"
"230433",19,"Rue Charles Ferdinand","le Saule Blanc"
"230434",20,"Rue Charles Ferdinand","le Saule Blanc"
"230435",21,"Rue Charles Ferdinand","le Saule Blanc"
"230436",22,"Rue Charles Ferdinand","le Saule Blanc"
"230437",23,"Rue Charles Ferdinand","le Saule Blanc"
"230438",4,"Rue Charles Ferdinand","le Saule Blanc"
"230439",5,"Rue Charles Ferdinand","le Saule Blanc"
"230440",19,"Rue Charles Ferdinand","le Saule Blanc"
"230441",11,"Rue Charles Ferdinand","le Saule Blanc"
"230442",18,"Rue Charles Ferdinand","le Saule Blanc"
"230443",12,"Rue Charles Ferdinand","le Saule Blanc"
"230444",16,"Rue Charles Ferdinand","le Saule Blanc"
"230445",4,"Place Georges Lyssandre","le Saule Blanc"
"230446",6,"Place Georges Lyssandre","le Saule Blanc"
"230447",8,"Place Georges Lyssandre","le Saule Blanc"
"230448",10,"Place Georges Lyssandre","le Saule Blanc"
"230449",12,"Place Georges Lyssandre","le Saule Blanc"
"230450",14,"Place Georges Lyssandre","le Saule Blanc"
"230451",16,"Place Georges Lyssandre","le Saule Blanc"
"230452",18,"Place Georges Lyssandre","le Saule Blanc"
"230453",20,"Place Georges Lyssandre","le Saule Blanc"
"230454",22,"Place Georges Lyssandre","le Saule Blanc"
"230455",24,"Place Georges Lyssandre","le Saule Blanc"
"230456",26,"Place Georges Lyssandre","le Saule Blanc"
"230457",28,"Place Georges Lyssandre","le Saule Blanc"
"230458",30,"Place Georges Lyssandre","le Saule Blanc"
"230459",32,"Place Georges Lyssandre","le Saule Blanc"
"230460",34,"Place Georges Lyssandre","le Saule Blanc"
"230461",36,"Place Georges Lyssandre","le Saule Blanc"
"230462",38,"Place Georges Lyssandre","le Saule Blanc"
"230463",40,"Place Georges Lyssandre","le Saule Blanc"
"230464",42,"Place Georges Lyssandre","le Saule Blanc"
"230465",44,"Place Georges Lyssandre","le Saule Blanc"
"230466",46,"Place Georges Lyssandre","le Saule Blanc"
"230467",47,"Place Georges Lyssandre","le Saule Blanc"
"230468",48,"Place Georges Lyssandre","le Saule Blanc"
"230469",50,"Place Georges Lyssandre","le Saule Blanc"
"230470",52,"Place Georges Lyssandre","le Saule Blanc"
"230471",54,"Place Georges Lyssandre","le Saule Blanc"
"230472",56,"Place Georges Lyssandre","le Saule Blanc"
"230473",2,"Rue Georges Elie","le Saule Blanc"
"230474",4,"Rue Georges Elie","le Saule Blanc"
"230475",6,"Rue Georges Elie","le Saule Blanc"
"230476",7,"Rue Georges Elie","le Saule Blanc"
"230477",8,"Rue Georges Elie","le Saule Blanc"
"230478",9,"Rue Georges Elie","le Saule Blanc"
"230479",10,"Rue Georges Elie","le Saule Blanc"
"230480",11,"Rue Georges Elie","le Saule Blanc"
"230481",12,"Rue Georges Elie","le Saule Blanc"
"230482",13,"Rue Georges Elie","le Saule Blanc"
"230483",14,"Rue Georges Elie","le Saule Blanc"
"230484",15,"Rue Georges Elie","le Saule Blanc"
"230485",16,"Rue Georges Elie","le Saule Blanc"
"230486",17,"Rue Georges Elie","le Saule Blanc"
"230487",18,"Rue Georges Elie","le Saule Blanc"
"230488",19,"Rue Georges Elie","le Saule Blanc"
"230489",20,"Rue Georges Elie","le Saule Blanc"
"230490",21,"Rue Georges Elie","le Saule Blanc"
"230491",22,"Rue Georges Elie","le Saule Blanc"
"230492",23,"Rue Georges Elie","le Saule Blanc"
"230493",24,"Rue Georges Elie","le Saule Blanc"
"230494",25,"Rue Georges Elie","le Saule Blanc"
"230495",28,"Rue Georges Elie","le Saule Blanc"
"230496",29,"Rue Georges Elie","le Saule Blanc"
"230497",30,"Rue Georges Elie","le Saule Blanc"
"230498",31,"Rue Georges Elie","le Saule Blanc"
"230499",32,"Rue Georges Elie","le Saule Blanc"
"230500",34,"Rue Georges Elie","le Saule Blanc"
"230501",36,"Rue Georges Elie","le Saule Blanc"
"230502",38,"Rue Georges Elie","le Saule Blanc"
"230503",40,"Rue Georges Elie","le Saule Blanc"
"230504",42,"Rue Georges Elie","le Saule Blanc"
"230505",44,"Rue Georges Elie","le Saule Blanc"
"230506",46,"Rue Georges Elie","le Saule Blanc"
"230507",48,"Rue Georges Elie","le Saule Blanc"
"230508",50,"Rue Georges Elie","le Saule Blanc"
"230509",52,"Rue Georges Elie","le Saule Blanc"
"230510",54,"Rue Georges Elie","le Saule Blanc"
"230511",22,"Rue Georges Elie","le Saule Blanc"
"230512",29,"Rue Georges Elie","le Saule Blanc"
"230745",2,"Allée de la Paix","le Saule Blanc"
"230746",3,"Allée de la Paix","le Saule Blanc"
"230747",4,"Allée de la Paix","le Saule Blanc"
"230748",5,"Allée de la Paix","le Saule Blanc"
"230749",6,"Allée de la Paix","le Saule Blanc"
"230750",7,"Allée de la Paix","le Saule Blanc"
"230751",8,"Allée de la Paix","le Saule Blanc"
"230752",9,"Allée de la Paix","le Saule Blanc"
"230753",10,"Allée de la Paix","le Saule Blanc"
"230754",11,"Allée de la Paix","le Saule Blanc"
"230755",12,"Allée de la Paix","le Saule Blanc"
"230756",13,"Allée de la Paix","le Saule Blanc"
"230757",14,"Allée de la Paix","le Saule Blanc"
"230758",15,"Allée de la Paix","le Saule Blanc"
"230759",16,"Allée de la Paix","le Saule Blanc"
"230760",17,"Allée de la Paix","le Saule Blanc"
"230761",18,"Allée de la Paix","le Saule Blanc"
"230762",19,"Allée de la Paix","le Saule Blanc"
"230763",20,"Allée de la Paix","le Saule Blanc"
"230764",21,"Allée de la Paix","le Saule Blanc"
"230765",22,"Allée de la Paix","le Saule Blanc"
"230766",23,"Allée de la Paix","le Saule Blanc"
"230767",24,"Allée de la Paix","le Saule Blanc"
"230768",25,"Allée de la Paix","le Saule Blanc"
"230769",26,"Allée de la Paix","le Saule Blanc"
"230770",27,"Allée de la Paix","le Saule Blanc"
"230771",28,"Allée de la Paix","le Saule Blanc"
"230772",29,"Allée de la Paix","le Saule Blanc"
"230773",30,"Allée de la Paix","le Saule Blanc"
"230774",31,"Allée de la Paix","le Saule Blanc"
"230775",33,"Allée de la Paix","le Saule Blanc"
"230776",35,"Allée de la Paix","le Saule Blanc"
"230777",4,"Allée de la Paix","le Saule Blanc"
"230778",9,"Allée de la Paix","le Saule Blanc"
"230779",7,"Allée de la Paix","le Saule Blanc"
"230780",9,"Allée de la Paix","le Saule Blanc"
"230941",5,"Rue Guy de Maupassant","le Saule Blanc"
"230942",7,"Rue Guy de Maupassant","le Saule Blanc"
"230943",8,"Rue Guy de Maupassant","le Saule Blanc"
"230944",10,"Rue Guy de Maupassant","le Saule Blanc"
"230945",11,"Rue Guy de Maupassant","le Saule Blanc"
"230946",13,"Rue Guy de Maupassant","le Saule Blanc"
"230947",14,"Rue Guy de Maupassant","le Saule Blanc"
"230948",15,"Rue Guy de Maupassant","le Saule Blanc"
"230949",16,"Rue Guy de Maupassant","le Saule Blanc"
"230950",17,"Rue Guy de Maupassant","le Saule Blanc"
"230951",19,"Rue Guy de Maupassant","le Saule Blanc"
"230952",20,"Rue Guy de Maupassant","le Saule Blanc"
"230953",21,"Rue Guy de Maupassant","le Saule Blanc"
"230954",22,"Rue Guy de Maupassant","le Saule Blanc"
"230955",23,"Rue Guy de Maupassant","le Saule Blanc"
"230956",24,"Rue Guy de Maupassant","le Saule Blanc"
"230957",25,"Rue Guy de Maupassant","le Saule Blanc"
"230958",26,"Rue Guy de Maupassant","le Saule Blanc"
"230959",27,"Rue Guy de Maupassant","le Saule Blanc"
"230960",28,"Rue Guy de Maupassant","le Saule Blanc"
"230961",29,"Rue Guy de Maupassant","le Saule Blanc"
"230962",30,"Rue Guy de Maupassant","le Saule Blanc"
"230963",31,"Rue Guy de Maupassant","le Saule Blanc"
"230964",32,"Rue Guy de Maupassant","le Saule Blanc"
"230965",33,"Rue Guy de Maupassant","le Saule Blanc"
"230966",34,"Rue Guy de Maupassant","le Saule Blanc"
"230967",35,"Rue Guy de Maupassant","le Saule Blanc"
"230968",37,"Rue Guy de Maupassant","le Saule Blanc"
"230969",32,"Rue Guy de Maupassant","le Saule Blanc"
"230970",23,"Rue Guy de Maupassant","le Saule Blanc"
"231379",1,"Rue de l'Union","le Saule Blanc"
"231380",2,"Rue de l'Union","le Saule Blanc"
"231381",3,"Rue de l'Union","le Saule Blanc"
"231382",5,"Rue de l'Union","le Saule Blanc"
"231383",7,"Rue de l'Union","le Saule Blanc"
"231384",9,"Rue de l'Union","le Saule Blanc"
"231385",10,"Rue de l'Union","le Saule Blanc"
"231386",11,"Rue de l'Union","le Saule Blanc"
"231387",12,"Rue de l'Union","le Saule Blanc"
"231388",13,"Rue de l'Union","le Saule Blanc"
"231389",14,"Rue de l'Union","le Saule Blanc"
"231390",16,"Rue de l'Union","le Saule Blanc"
"231391",17,"Rue de l'Union","le Saule Blanc"
"231392",19,"Rue de l'Union","le Saule Blanc"
"231393",11,"Rue de l'Union","le Saule Blanc"
"231394",7,"Rue de l'Union","le Saule Blanc"
"231487",7,"Avenue Henri Barbusse","le Saule Blanc"
"231488",9,"Avenue Henri Barbusse","le Saule Blanc"
"231489",11,"Avenue Henri Barbusse","le Saule Blanc"
"231490",14,"Avenue Henri Barbusse","le Saule Blanc"
"231491",16,"Avenue Henri Barbusse","le Saule Blanc"
"231492",17,"Avenue Henri Barbusse","le Saule Blanc"
"231493",18,"Avenue Henri Barbusse","le Saule Blanc"
"231494",19,"Avenue Henri Barbusse","le Saule Blanc"
"231495",20,"Avenue Henri Barbusse","le Saule Blanc"
"231496",21,"Avenue Henri Barbusse","le Saule Blanc"
"231497",25,"Avenue Henri Barbusse","le Saule Blanc"
"231498",26,"Avenue Henri Barbusse","le Saule Blanc"
"231499",27,"Avenue Henri Barbusse","le Saule Blanc"
"231500",29,"Avenue Henri Barbusse","le Saule Blanc"
"231501",31,"Avenue Henri Barbusse","le Saule Blanc"
"231502",33,"Avenue Henri Barbusse","le Saule Blanc"
"231503",35,"Avenue Henri Barbusse","le Saule Blanc"
"231504",40,"Avenue Henri Barbusse","le Saule Blanc"
"231505",42,"Avenue Henri Barbusse","le Saule Blanc"
"231506",44,"Avenue Henri Barbusse","le Saule Blanc"
"231507",46,"Avenue Henri Barbusse","le Saule Blanc"
"231508",48,"Avenue Henri Barbusse","le Saule Blanc"
"231509",50,"Avenue Henri Barbusse","le Saule Blanc"
"231510",52,"Avenue Henri Barbusse","le Saule Blanc"
"231511",54,"Avenue Henri Barbusse","le Saule Blanc"
"231512",60,"Avenue Henri Barbusse","le Saule Blanc"
"231513",75,"Avenue Henri Barbusse","le Saule Blanc"
"231514",77,"Avenue Henri Barbusse","le Saule Blanc"
"231515",79,"Avenue Henri Barbusse","le Saule Blanc"
"231516",81,"Avenue Henri Barbusse","le Saule Blanc"
"231517",83,"Avenue Henri Barbusse","le Saule Blanc"
"231518",85,"Avenue Henri Barbusse","le Saule Blanc"
"231519",87,"Avenue Henri Barbusse","le Saule Blanc"
"231520",89,"Avenue Henri Barbusse","le Saule Blanc"
"231521",90,"Avenue Henri Barbusse","le Saule Blanc"
"231522",91,"Avenue Henri Barbusse","le Saule Blanc"
"231523",93,"Avenue Henri Barbusse","le Saule Blanc"
"231524",95,"Avenue Henri Barbusse","le Saule Blanc"
"231525",111,"Avenue Henri Barbusse","le Saule Blanc"
"231526",113,"Avenue Henri Barbusse","le Saule Blanc"
"231527",115,"Avenue Henri Barbusse","le Saule Blanc"
"231528",117,"Avenue Henri Barbusse","le Saule Blanc"
"231529",119,"Avenue Henri Barbusse","le Saule Blanc"
"231530",121,"Avenue Henri Barbusse","le Saule Blanc"
"231531",126,"Avenue Henri Barbusse","le Saule Blanc"
"231532",128,"Avenue Henri Barbusse","le Saule Blanc"
"231533",130,"Avenue Henri Barbusse","le Saule Blanc"
"231534",132,"Avenue Henri Barbusse","le Saule Blanc"
"231535",134,"Avenue Henri Barbusse","le Saule Blanc"
"231536",135,"Avenue Henri Barbusse","le Saule Blanc"
"231537",136,"Avenue Henri Barbusse","le Saule Blanc"
"231538",137,"Avenue Henri Barbusse","le Saule Blanc"
"231539",139,"Avenue Henri Barbusse","le Saule Blanc"
"231540",140,"Avenue Henri Barbusse","le Saule Blanc"
"231541",141,"Avenue Henri Barbusse","le Saule Blanc"
"231542",142,"Avenue Henri Barbusse","le Saule Blanc"
"231543",143,"Avenue Henri Barbusse","le Saule Blanc"
"231544",144,"Avenue Henri Barbusse","le Saule Blanc"
"231545",146,"Avenue Henri Barbusse","le Saule Blanc"
"231546",147,"Avenue Henri Barbusse","le Saule Blanc"
"231547",148,"Avenue Henri Barbusse","le Saule Blanc"
"231548",149,"Avenue Henri Barbusse","le Saule Blanc"
"231549",150,"Avenue Henri Barbusse","le Saule Blanc"
"231550",151,"Avenue Henri Barbusse","le Saule Blanc"
"231551",152,"Avenue Henri Barbusse","le Saule Blanc"
"231552",153,"Avenue Henri Barbusse","le Saule Blanc"
"231553",154,"Avenue Henri Barbusse","le Saule Blanc"
"231554",155,"Avenue Henri Barbusse","le Saule Blanc"
"231555",156,"Avenue Henri Barbusse","le Saule Blanc"
"231556",157,"Avenue Henri Barbusse","le Saule Blanc"
"231557",160,"Avenue Henri Barbusse","le Saule Blanc"
"231558",163,"Avenue Henri Barbusse","le Saule Blanc"
"231559",164,"Avenue Henri Barbusse","le Saule Blanc"
"231560",165,"Avenue Henri Barbusse","le Saule Blanc"
"231561",166,"Avenue Henri Barbusse","le Saule Blanc"
"231562",168,"Avenue Henri Barbusse","le Saule Blanc"
"231563",169,"Avenue Henri Barbusse","le Saule Blanc"
"231564",170,"Avenue Henri Barbusse","le Saule Blanc"
"231565",171,"Avenue Henri Barbusse","le Saule Blanc"
"231566",172,"Avenue Henri Barbusse","le Saule Blanc"
"231567",173,"Avenue Henri Barbusse","le Saule Blanc"
"231568",174,"Avenue Henri Barbusse","le Saule Blanc"
"231569",175,"Avenue Henri Barbusse","le Saule Blanc"
"231570",176,"Avenue Henri Barbusse","le Saule Blanc"
"231571",177,"Avenue Henri Barbusse","le Saule Blanc"
"231573",179,"Avenue Henri Barbusse","le Saule Blanc"
"231574",181,"Avenue Henri Barbusse","le Saule Blanc"
"231575",163,"Avenue Henri Barbusse","le Saule Blanc"
"231576",27,"Avenue Henri Barbusse","le Saule Blanc"
"231577",176,"Avenue Henri Barbusse","le Saule Blanc"
"231578",46,"Avenue Henri Barbusse","le Saule Blanc"
"231579",146,"Avenue Henri Barbusse","le Saule Blanc"
"231580",42,"Avenue Henri Barbusse","le Saule Blanc"
"231581",143,"Avenue Henri Barbusse","le Saule Blanc"
"231582",77,"Avenue Henri Barbusse","le Saule Blanc"
