"","numero","nom_voie","nom"
"231583",181,"Avenue Henri Barbusse","le Saule Blanc"
"231584",27,"Avenue Henri Barbusse","le Saule Blanc"
"231585",44,"Avenue Henri Barbusse","le Saule Blanc"
"231586",27,"Avenue Henri Barbusse","le Saule Blanc"
"231587",166,"Avenue Henri Barbusse","le Saule Blanc"
"231648",2,"Avenue de Verdun","le Saule Blanc"
"231649",4,"Avenue de Verdun","le Saule Blanc"
"231650",6,"Avenue de Verdun","le Saule Blanc"
"231651",7,"Avenue de Verdun","le Saule Blanc"
"231652",8,"Avenue de Verdun","le Saule Blanc"
"231653",10,"Avenue de Verdun","le Saule Blanc"
"231654",11,"Avenue de Verdun","le Saule Blanc"
"231655",12,"Avenue de Verdun","le Saule Blanc"
"231656",13,"Avenue de Verdun","le Saule Blanc"
"231657",15,"Avenue de Verdun","le Saule Blanc"
"231658",18,"Avenue de Verdun","le Saule Blanc"
"231659",20,"Avenue de Verdun","le Saule Blanc"
"231660",21,"Avenue de Verdun","le Saule Blanc"
"231661",33,"Avenue de Verdun","le Saule Blanc"
"231662",35,"Avenue de Verdun","le Saule Blanc"
"231663",39,"Avenue de Verdun","le Saule Blanc"
"231664",41,"Avenue de Verdun","le Saule Blanc"
"231665",43,"Avenue de Verdun","le Saule Blanc"
"231666",1,"Rue Robert Bonnet","le Saule Blanc"
"231667",2,"Rue Robert Bonnet","le Saule Blanc"
"231668",4,"Rue Robert Bonnet","le Saule Blanc"
"231669",5,"Rue Robert Bonnet","le Saule Blanc"
"231670",6,"Rue Robert Bonnet","le Saule Blanc"
"231671",8,"Rue Robert Bonnet","le Saule Blanc"
"231672",9,"Rue Robert Bonnet","le Saule Blanc"
"231673",10,"Rue Robert Bonnet","le Saule Blanc"
"231674",11,"Rue Robert Bonnet","le Saule Blanc"
"231675",12,"Rue Robert Bonnet","le Saule Blanc"
"231676",13,"Rue Robert Bonnet","le Saule Blanc"
"231677",14,"Rue Robert Bonnet","le Saule Blanc"
"231678",15,"Rue Robert Bonnet","le Saule Blanc"
"231679",16,"Rue Robert Bonnet","le Saule Blanc"
"231680",17,"Rue Robert Bonnet","le Saule Blanc"
"231681",18,"Rue Robert Bonnet","le Saule Blanc"
"231682",19,"Rue Robert Bonnet","le Saule Blanc"
"231683",20,"Rue Robert Bonnet","le Saule Blanc"
"231684",21,"Rue Robert Bonnet","le Saule Blanc"
"231685",22,"Rue Robert Bonnet","le Saule Blanc"
"231708",1,"Allee de la Villa Jeannette","le Saule Blanc"
"231709",3,"Allee de la Villa Jeannette","le Saule Blanc"
"231710",5,"Allee de la Villa Jeannette","le Saule Blanc"
"231711",7,"Allee de la Villa Jeannette","le Saule Blanc"
"231712",9,"Allee de la Villa Jeannette","le Saule Blanc"
"231713",11,"Allee de la Villa Jeannette","le Saule Blanc"
"231714",13,"Allee de la Villa Jeannette","le Saule Blanc"
"231715",15,"Allee de la Villa Jeannette","le Saule Blanc"
"231716",17,"Allee de la Villa Jeannette","le Saule Blanc"
"231717",19,"Allee de la Villa Jeannette","le Saule Blanc"
"231718",21,"Allee de la Villa Jeannette","le Saule Blanc"
"231719",23,"Allee de la Villa Jeannette","le Saule Blanc"
"231720",25,"Allee de la Villa Jeannette","le Saule Blanc"
"231721",1,"Allee de la Villa Jeannette","le Saule Blanc"
"231722",5,"Allee de la Villa Jeannette","le Saule Blanc"
"231723",3,"Rue Denys Cochin","le Saule Blanc"
"231724",4,"Rue Denys Cochin","le Saule Blanc"
"231725",5,"Rue Denys Cochin","le Saule Blanc"
"231726",6,"Rue Denys Cochin","le Saule Blanc"
"231727",7,"Rue Denys Cochin","le Saule Blanc"
"231728",8,"Rue Denys Cochin","le Saule Blanc"
"231729",9,"Rue Denys Cochin","le Saule Blanc"
"231730",10,"Rue Denys Cochin","le Saule Blanc"
"231731",12,"Rue Denys Cochin","le Saule Blanc"
"231732",15,"Rue Denys Cochin","le Saule Blanc"
"231733",16,"Rue Denys Cochin","le Saule Blanc"
"231734",17,"Rue Denys Cochin","le Saule Blanc"
"231735",18,"Rue Denys Cochin","le Saule Blanc"
"231736",19,"Rue Denys Cochin","le Saule Blanc"
"231737",23,"Rue Denys Cochin","le Saule Blanc"
"231738",25,"Rue Denys Cochin","le Saule Blanc"
"231739",26,"Rue Denys Cochin","le Saule Blanc"
"231740",27,"Rue Denys Cochin","le Saule Blanc"
"231741",28,"Rue Denys Cochin","le Saule Blanc"
"231742",30,"Rue Denys Cochin","le Saule Blanc"
"231743",32,"Rue Denys Cochin","le Saule Blanc"
"231744",33,"Rue Denys Cochin","le Saule Blanc"
"231745",38,"Rue Denys Cochin","le Saule Blanc"
"231746",40,"Rue Denys Cochin","le Saule Blanc"
"231767",1,"Rue Henri Dunant","le Saule Blanc"
"231768",2,"Rue Henri Dunant","le Saule Blanc"
"231769",4,"Rue Henri Dunant","le Saule Blanc"
"231770",6,"Rue Henri Dunant","le Saule Blanc"
"231771",8,"Rue Henri Dunant","le Saule Blanc"
"231772",10,"Rue Henri Dunant","le Saule Blanc"
"231845",2,"Rue Marcellin Berthelot","le Saule Blanc"
"231846",3,"Rue Marcellin Berthelot","le Saule Blanc"
"231847",4,"Rue Marcellin Berthelot","le Saule Blanc"
"231848",5,"Rue Marcellin Berthelot","le Saule Blanc"
"231849",6,"Rue Marcellin Berthelot","le Saule Blanc"
"231850",7,"Rue Marcellin Berthelot","le Saule Blanc"
"231851",9,"Rue Marcellin Berthelot","le Saule Blanc"
"231852",10,"Rue Marcellin Berthelot","le Saule Blanc"
"231853",14,"Rue Marcellin Berthelot","le Saule Blanc"
"231854",16,"Rue Marcellin Berthelot","le Saule Blanc"
"231911",1,"Rue des 5 Ormes","le Saule Blanc"
"231912",2,"Rue des 5 Ormes","le Saule Blanc"
"231913",3,"Rue des 5 Ormes","le Saule Blanc"
"231914",4,"Rue des 5 Ormes","le Saule Blanc"
"231915",5,"Rue des 5 Ormes","le Saule Blanc"
"231916",6,"Rue des 5 Ormes","le Saule Blanc"
"231917",7,"Rue des 5 Ormes","le Saule Blanc"
"231918",9,"Rue des 5 Ormes","le Saule Blanc"
"231919",11,"Rue des 5 Ormes","le Saule Blanc"
"231920",15,"Rue des 5 Ormes","le Saule Blanc"
"231921",17,"Rue des 5 Ormes","le Saule Blanc"
"231922",19,"Rue des 5 Ormes","le Saule Blanc"
"231923",21,"Rue des 5 Ormes","le Saule Blanc"
"231924",23,"Rue des 5 Ormes","le Saule Blanc"
"231925",25,"Rue des 5 Ormes","le Saule Blanc"
"231926",27,"Rue des 5 Ormes","le Saule Blanc"
"231927",29,"Rue des 5 Ormes","le Saule Blanc"
"231928",31,"Rue des 5 Ormes","le Saule Blanc"
"231929",33,"Rue des 5 Ormes","le Saule Blanc"
"231930",35,"Rue des 5 Ormes","le Saule Blanc"
"231931",37,"Rue des 5 Ormes","le Saule Blanc"
"231932",39,"Rue des 5 Ormes","le Saule Blanc"
"231933",41,"Rue des 5 Ormes","le Saule Blanc"
"231934",43,"Rue des 5 Ormes","le Saule Blanc"
"231935",43,"Rue des 5 Ormes","le Saule Blanc"
"231936",25,"Rue des 5 Ormes","le Saule Blanc"
"231937",27,"Rue des 5 Ormes","le Saule Blanc"
"231938",15,"Rue des 5 Ormes","le Saule Blanc"
"231976",20,"Allee Sautereau","le Saule Blanc"
"231977",22,"Allee Sautereau","le Saule Blanc"
"231986",1,"Rue Gaston Defferre","le Saule Blanc"
"231987",2,"Rue Gaston Defferre","le Saule Blanc"
"231988",3,"Rue Gaston Defferre","le Saule Blanc"
"231989",4,"Rue Gaston Defferre","le Saule Blanc"
"231990",6,"Rue Gaston Defferre","le Saule Blanc"
"231991",7,"Rue Gaston Defferre","le Saule Blanc"
"231992",8,"Rue Gaston Defferre","le Saule Blanc"
"231993",9,"Rue Gaston Defferre","le Saule Blanc"
"231994",10,"Rue Gaston Defferre","le Saule Blanc"
"231995",11,"Rue Gaston Defferre","le Saule Blanc"
"231996",12,"Rue Gaston Defferre","le Saule Blanc"
"231997",13,"Rue Gaston Defferre","le Saule Blanc"
"231998",14,"Rue Gaston Defferre","le Saule Blanc"
"231999",15,"Rue Gaston Defferre","le Saule Blanc"
"232000",16,"Rue Gaston Defferre","le Saule Blanc"
"232001",17,"Rue Gaston Defferre","le Saule Blanc"
"232002",18,"Rue Gaston Defferre","le Saule Blanc"
"232003",19,"Rue Gaston Defferre","le Saule Blanc"
"232004",20,"Rue Gaston Defferre","le Saule Blanc"
"232005",21,"Rue Gaston Defferre","le Saule Blanc"
"232006",22,"Rue Gaston Defferre","le Saule Blanc"
"232007",23,"Rue Gaston Defferre","le Saule Blanc"
"232008",24,"Rue Gaston Defferre","le Saule Blanc"
"232009",25,"Rue Gaston Defferre","le Saule Blanc"
"232010",26,"Rue Gaston Defferre","le Saule Blanc"
"232011",2,"Rue Gaston Defferre","le Saule Blanc"
"232012",2,"Rue Gaston Defferre","le Saule Blanc"
"232013",1,"Rue Bordier","le Saule Blanc"
"232014",2,"Rue Bordier","le Saule Blanc"
"232015",3,"Rue Bordier","le Saule Blanc"
"232016",4,"Rue Bordier","le Saule Blanc"
"232017",6,"Rue Bordier","le Saule Blanc"
"232018",7,"Rue Bordier","le Saule Blanc"
"232019",8,"Rue Bordier","le Saule Blanc"
"232020",9,"Rue Bordier","le Saule Blanc"
"232021",10,"Rue Bordier","le Saule Blanc"
"232022",11,"Rue Bordier","le Saule Blanc"
"232023",12,"Rue Bordier","le Saule Blanc"
"232024",13,"Rue Bordier","le Saule Blanc"
"232025",15,"Rue Bordier","le Saule Blanc"
"232026",16,"Rue Bordier","le Saule Blanc"
"232027",17,"Rue Bordier","le Saule Blanc"
"232028",18,"Rue Bordier","le Saule Blanc"
"232029",19,"Rue Bordier","le Saule Blanc"
"232030",20,"Rue Bordier","le Saule Blanc"
"232031",21,"Rue Bordier","le Saule Blanc"
"232032",22,"Rue Bordier","le Saule Blanc"
"232033",23,"Rue Bordier","le Saule Blanc"
"232034",24,"Rue Bordier","le Saule Blanc"
"232035",25,"Rue Bordier","le Saule Blanc"
"232036",26,"Rue Bordier","le Saule Blanc"
"232037",27,"Rue Bordier","le Saule Blanc"
"232038",28,"Rue Bordier","le Saule Blanc"
"232039",29,"Rue Bordier","le Saule Blanc"
"232040",30,"Rue Bordier","le Saule Blanc"
"232041",31,"Rue Bordier","le Saule Blanc"
"232042",32,"Rue Bordier","le Saule Blanc"
"232043",33,"Rue Bordier","le Saule Blanc"
"232044",34,"Rue Bordier","le Saule Blanc"
"232045",35,"Rue Bordier","le Saule Blanc"
"232046",36,"Rue Bordier","le Saule Blanc"
"232047",37,"Rue Bordier","le Saule Blanc"
"232048",38,"Rue Bordier","le Saule Blanc"
"232049",39,"Rue Bordier","le Saule Blanc"
"232050",40,"Rue Bordier","le Saule Blanc"
"232051",41,"Rue Bordier","le Saule Blanc"
"232052",42,"Rue Bordier","le Saule Blanc"
"232053",43,"Rue Bordier","le Saule Blanc"
"232054",44,"Rue Bordier","le Saule Blanc"
"232055",45,"Rue Bordier","le Saule Blanc"
"232056",46,"Rue Bordier","le Saule Blanc"
"232057",48,"Rue Bordier","le Saule Blanc"
"232058",50,"Rue Bordier","le Saule Blanc"
"232059",1,"Rue Bordier","le Saule Blanc"
"232060",22,"Rue Bordier","le Saule Blanc"
"232061",18,"Rue Bordier","le Saule Blanc"
"232062",16,"Rue Bordier","le Saule Blanc"
"232063",8,"Rue Bordier","le Saule Blanc"
"232064",27,"Rue Bordier","le Saule Blanc"
"232065",30,"Rue Bordier","le Saule Blanc"
"232114",1,"Rue Amédée Guyard","le Saule Blanc"
"232115",2,"Rue Amédée Guyard","le Saule Blanc"
"232116",3,"Rue Amédée Guyard","le Saule Blanc"
"232117",4,"Rue Amédée Guyard","le Saule Blanc"
"232118",6,"Rue Amédée Guyard","le Saule Blanc"
"232119",7,"Rue Amédée Guyard","le Saule Blanc"
"232120",9,"Rue Amédée Guyard","le Saule Blanc"
"232121",10,"Rue Amédée Guyard","le Saule Blanc"
"232122",11,"Rue Amédée Guyard","le Saule Blanc"
"232123",17,"Rue Amédée Guyard","le Saule Blanc"
"232124",18,"Rue Amédée Guyard","le Saule Blanc"
"232125",20,"Rue Amédée Guyard","le Saule Blanc"
"232126",22,"Rue Amédée Guyard","le Saule Blanc"
"232127",23,"Rue Amédée Guyard","le Saule Blanc"
"232128",24,"Rue Amédée Guyard","le Saule Blanc"
"232129",25,"Rue Amédée Guyard","le Saule Blanc"
"232130",26,"Rue Amédée Guyard","le Saule Blanc"
"232131",27,"Rue Amédée Guyard","le Saule Blanc"
"232132",28,"Rue Amédée Guyard","le Saule Blanc"
"232133",29,"Rue Amédée Guyard","le Saule Blanc"
"232134",30,"Rue Amédée Guyard","le Saule Blanc"
"232135",31,"Rue Amédée Guyard","le Saule Blanc"
"232136",32,"Rue Amédée Guyard","le Saule Blanc"
"232137",33,"Rue Amédée Guyard","le Saule Blanc"
"232138",34,"Rue Amédée Guyard","le Saule Blanc"
"232139",35,"Rue Amédée Guyard","le Saule Blanc"
"232140",36,"Rue Amédée Guyard","le Saule Blanc"
"232141",37,"Rue Amédée Guyard","le Saule Blanc"
"232142",38,"Rue Amédée Guyard","le Saule Blanc"
"232143",39,"Rue Amédée Guyard","le Saule Blanc"
"232144",40,"Rue Amédée Guyard","le Saule Blanc"
"232145",41,"Rue Amédée Guyard","le Saule Blanc"
"232146",42,"Rue Amédée Guyard","le Saule Blanc"
"232147",43,"Rue Amédée Guyard","le Saule Blanc"
"232148",45,"Rue Amédée Guyard","le Saule Blanc"
"232149",24,"Rue Amédée Guyard","le Saule Blanc"
"232150",33,"Rue Amédée Guyard","le Saule Blanc"
"232159",1,"Allée Marcel Sembat","le Saule Blanc"
"232160",2,"Allée Marcel Sembat","le Saule Blanc"
"232161",3,"Allée Marcel Sembat","le Saule Blanc"
"232162",4,"Allée Marcel Sembat","le Saule Blanc"
"232163",5,"Allée Marcel Sembat","le Saule Blanc"
"232164",6,"Allée Marcel Sembat","le Saule Blanc"
"232165",7,"Allée Marcel Sembat","le Saule Blanc"
"232166",8,"Allée Marcel Sembat","le Saule Blanc"
"232167",9,"Allée Marcel Sembat","le Saule Blanc"
"232168",10,"Allée Marcel Sembat","le Saule Blanc"
"232169",11,"Allée Marcel Sembat","le Saule Blanc"
"232170",12,"Allée Marcel Sembat","le Saule Blanc"
"232171",13,"Allée Marcel Sembat","le Saule Blanc"
"232172",14,"Allée Marcel Sembat","le Saule Blanc"
"232173",15,"Allée Marcel Sembat","le Saule Blanc"
"232174",16,"Allée Marcel Sembat","le Saule Blanc"
"232175",17,"Allée Marcel Sembat","le Saule Blanc"
"232176",19,"Allée Marcel Sembat","le Saule Blanc"
"232177",20,"Allée Marcel Sembat","le Saule Blanc"
"232178",21,"Allée Marcel Sembat","le Saule Blanc"
"232179",22,"Allée Marcel Sembat","le Saule Blanc"
"232180",23,"Allée Marcel Sembat","le Saule Blanc"
"232181",24,"Allée Marcel Sembat","le Saule Blanc"
"232182",26,"Allée Marcel Sembat","le Saule Blanc"
"232183",27,"Allée Marcel Sembat","le Saule Blanc"
"232184",28,"Allée Marcel Sembat","le Saule Blanc"
"232185",29,"Allée Marcel Sembat","le Saule Blanc"
"232186",30,"Allée Marcel Sembat","le Saule Blanc"
"232187",31,"Allée Marcel Sembat","le Saule Blanc"
"232188",32,"Allée Marcel Sembat","le Saule Blanc"
"232189",33,"Allée Marcel Sembat","le Saule Blanc"
"232190",34,"Allée Marcel Sembat","le Saule Blanc"
"232191",35,"Allée Marcel Sembat","le Saule Blanc"
"232192",37,"Allée Marcel Sembat","le Saule Blanc"
"232193",39,"Allée Marcel Sembat","le Saule Blanc"
"232194",41,"Allée Marcel Sembat","le Saule Blanc"
"232195",44,"Allée Marcel Sembat","le Saule Blanc"
"232196",4,"Allée Marcel Sembat","le Saule Blanc"
"232197",14,"Allée Marcel Sembat","le Saule Blanc"
"232198",1,"Allée Marcel Sembat","le Saule Blanc"
"232199",37,"Allée Marcel Sembat","le Saule Blanc"
"232200",8,"Allée Marcel Sembat","le Saule Blanc"
"232201",15,"Allée Marcel Sembat","le Saule Blanc"
"232202",16,"Allée Marcel Sembat","le Saule Blanc"
"232203",12,"Allée Marcel Sembat","le Saule Blanc"
"232204",22,"Allée Marcel Sembat","le Saule Blanc"
"232205",16,"Allée Marcel Sembat","le Saule Blanc"
"232206",1,"Allée Marcel Sembat","le Saule Blanc"
"232207",2,"Allée Marcel Sembat","le Saule Blanc"
"232208",2,"Rue Martin Luther King","le Saule Blanc"
"232209",4,"Rue Martin Luther King","le Saule Blanc"
"232210",6,"Rue Martin Luther King","le Saule Blanc"
"232211",8,"Rue Martin Luther King","le Saule Blanc"
"232212",10,"Rue Martin Luther King","le Saule Blanc"
"232213",6,"Rue Martin Luther King","le Saule Blanc"
"232214",2,"Rue Martin Luther King","le Saule Blanc"
"232215",1,"Allée Joachim du Bellay","le Saule Blanc"
"232216",2,"Allée Joachim du Bellay","le Saule Blanc"
"232217",3,"Allée Joachim du Bellay","le Saule Blanc"
"232218",4,"Allée Joachim du Bellay","le Saule Blanc"
"232219",5,"Allée Joachim du Bellay","le Saule Blanc"
"232220",6,"Allée Joachim du Bellay","le Saule Blanc"
"232221",7,"Allée Joachim du Bellay","le Saule Blanc"
"232222",8,"Allée Joachim du Bellay","le Saule Blanc"
"232223",9,"Allée Joachim du Bellay","le Saule Blanc"
"232224",10,"Allée Joachim du Bellay","le Saule Blanc"
"232225",11,"Allée Joachim du Bellay","le Saule Blanc"
"232226",12,"Allée Joachim du Bellay","le Saule Blanc"
"232227",13,"Allée Joachim du Bellay","le Saule Blanc"
"232228",14,"Allée Joachim du Bellay","le Saule Blanc"
"232229",15,"Allée Joachim du Bellay","le Saule Blanc"
"232230",16,"Allée Joachim du Bellay","le Saule Blanc"
"232231",17,"Allée Joachim du Bellay","le Saule Blanc"
"232232",18,"Allée Joachim du Bellay","le Saule Blanc"
"232233",2,"Rue de l'Aviation","le Saule Blanc"
"232234",3,"Rue de l'Aviation","le Saule Blanc"
"232235",4,"Rue de l'Aviation","le Saule Blanc"
"232236",5,"Rue de l'Aviation","le Saule Blanc"
"232237",7,"Rue de l'Aviation","le Saule Blanc"
"232238",8,"Rue de l'Aviation","le Saule Blanc"
"232239",9,"Rue de l'Aviation","le Saule Blanc"
"232240",10,"Rue de l'Aviation","le Saule Blanc"
"232241",11,"Rue de l'Aviation","le Saule Blanc"
"232242",12,"Rue de l'Aviation","le Saule Blanc"
"232243",13,"Rue de l'Aviation","le Saule Blanc"
"232244",14,"Rue de l'Aviation","le Saule Blanc"
"232245",15,"Rue de l'Aviation","le Saule Blanc"
"232246",16,"Rue de l'Aviation","le Saule Blanc"
"232247",17,"Rue de l'Aviation","le Saule Blanc"
"232248",18,"Rue de l'Aviation","le Saule Blanc"
"232249",19,"Rue de l'Aviation","le Saule Blanc"
"232250",20,"Rue de l'Aviation","le Saule Blanc"
"232251",21,"Rue de l'Aviation","le Saule Blanc"
"232252",22,"Rue de l'Aviation","le Saule Blanc"
"232253",23,"Rue de l'Aviation","le Saule Blanc"
"232254",24,"Rue de l'Aviation","le Saule Blanc"
"232255",25,"Rue de l'Aviation","le Saule Blanc"
"232256",26,"Rue de l'Aviation","le Saule Blanc"
"232257",27,"Rue de l'Aviation","le Saule Blanc"
"232258",28,"Rue de l'Aviation","le Saule Blanc"
"232259",29,"Rue de l'Aviation","le Saule Blanc"
"232260",30,"Rue de l'Aviation","le Saule Blanc"
"232261",31,"Rue de l'Aviation","le Saule Blanc"
"232262",32,"Rue de l'Aviation","le Saule Blanc"
"232263",34,"Rue de l'Aviation","le Saule Blanc"
"232264",36,"Rue de l'Aviation","le Saule Blanc"
"232265",37,"Rue de l'Aviation","le Saule Blanc"
"232266",38,"Rue de l'Aviation","le Saule Blanc"
"232267",39,"Rue de l'Aviation","le Saule Blanc"
"232268",40,"Rue de l'Aviation","le Saule Blanc"
"232269",41,"Rue de l'Aviation","le Saule Blanc"
"232270",42,"Rue de l'Aviation","le Saule Blanc"
"232271",44,"Rue de l'Aviation","le Saule Blanc"
"232272",48,"Rue de l'Aviation","le Saule Blanc"
"232273",50,"Rue de l'Aviation","le Saule Blanc"
"232274",52,"Rue de l'Aviation","le Saule Blanc"
"232275",25,"Rue de l'Aviation","le Saule Blanc"
"232276",17,"Rue de l'Aviation","le Saule Blanc"
"232277",2,"Rue de l'Aviation","le Saule Blanc"
"232278",36,"Rue de l'Aviation","le Saule Blanc"
"232279",20,"Rue de l'Aviation","le Saule Blanc"
"232280",42,"Rue de l'Aviation","le Saule Blanc"
"232537",3,"Allee de la Fauvette","le Saule Blanc"
"232538",5,"Allee de la Fauvette","le Saule Blanc"
"232539",7,"Allee de la Fauvette","le Saule Blanc"
"232540",9,"Allee de la Fauvette","le Saule Blanc"
"232541",11,"Allee de la Fauvette","le Saule Blanc"
"232542",15,"Allee de la Fauvette","le Saule Blanc"
"232543",17,"Allee de la Fauvette","le Saule Blanc"
"232544",19,"Allee de la Fauvette","le Saule Blanc"
"232545",21,"Allee de la Fauvette","le Saule Blanc"
"232546",23,"Allee de la Fauvette","le Saule Blanc"
"232547",25,"Allee de la Fauvette","le Saule Blanc"
"232548",15,"Allee de la Fauvette","le Saule Blanc"
"232600",1,"Allée Léon","le Saule Blanc"
"232601",5,"Allée Léon","le Saule Blanc"
"232602",7,"Allée Léon","le Saule Blanc"
"232603",8,"Allée Léon","le Saule Blanc"
"232604",9,"Allée Léon","le Saule Blanc"
"232605",10,"Allée Léon","le Saule Blanc"
"232606",11,"Allée Léon","le Saule Blanc"
"232607",12,"Allée Léon","le Saule Blanc"
"232608",13,"Allée Léon","le Saule Blanc"
"232609",14,"Allée Léon","le Saule Blanc"
"232610",15,"Allée Léon","le Saule Blanc"
"232611",16,"Allée Léon","le Saule Blanc"
"232612",17,"Allée Léon","le Saule Blanc"
"232613",18,"Allée Léon","le Saule Blanc"
"232614",19,"Allée Léon","le Saule Blanc"
"232615",20,"Allée Léon","le Saule Blanc"
"232616",22,"Allée Léon","le Saule Blanc"
"232617",1,"Allée Léon","le Saule Blanc"
"232618",1,"Avenue de l'Idéal","le Saule Blanc"
"232619",2,"Avenue de l'Idéal","le Saule Blanc"
"232620",3,"Avenue de l'Idéal","le Saule Blanc"
"232621",4,"Avenue de l'Idéal","le Saule Blanc"
"232622",5,"Avenue de l'Idéal","le Saule Blanc"
"232623",6,"Avenue de l'Idéal","le Saule Blanc"
"232624",7,"Avenue de l'Idéal","le Saule Blanc"
"232625",8,"Avenue de l'Idéal","le Saule Blanc"
